"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"37",0.4796,0,13.36189325,12.88230275,13.2390055,0.1229,0.0918,0.0092,0.0219,3.61181875,0.28652325,5.933252,3.1181195,0.289293,113.5643,210.8614,175.8998,300.5238,281.1324,464.6335,81451.4297,72710.6172,12.2889,2.1029,7.3826,8.2834,0.6571,10.2056,10.7267,0.5428,0.28059475,0.6097,0.05843025,0.04632025,0.107234,0.12704075,0.00411425,1.77398775,3.90740575,5.87589675,7.1660055,7.731072,7.84287525,7.904,7.9621,8.0170255
"38",1.2232,0,13.351718,12.12848325,13.347682,0.004,0.003,3e-04,7e-04,3.759675,0.288933,5.90811025,3.103051,0.28791725,102.4753,208.7814,168.8233,310.4103,282.2409,464.9746,81445.8047,72710.6172,11.089,2.0795,7.0763,8.5861,0.6598,10.1194,10.6298,0.538,0.26378775,0.5488,0.0550085,0.0400025,0.09940375,0.1243815,0.00341,1.57693475,3.913471,5.79195675,7.252515,7.858914,7.9585185,8.00929325,8.0588,8.1072
"39",7.5523,9e-04,14.05612575,6.50386375,13.947851,0.1083,0.0772,0.0098,0.0212,4.03007,0.3021105,6.1114965,3.20663025,0.29754625,92.4696,206.6969,161.9483,318.3686,283.3217,465.5064,81440.1797,72710.6172,10.0062,2.0847,6.875,9.2303,0.6919,10.4979,11.0162,0.5576,0.359658,0.626,0.07713875,0.06343125,0.1747955,0.12143675,0.007802,1.702981,3.9235325,5.732088,7.2761295,7.9468015,8.0494225,8.09827,8.1472,8.197
"40",20.8946,0.0588,15.6079715,-5.28660625,14.3119415,1.296,0.9058,0.1358,0.2543,4.21785425,0.31042075,6.22139625,3.2597745,0.302499,83.4685,204.6569,155.3358,324.5051,284.3587,466.1996,81434.5469,72710.625,9.0305,2.0695,6.6122,9.8136,0.7222,10.8552,11.3754,0.5758,0.48657375,0.8503,0.0492145,0.26233375,0.09476025,0.1294825,0.0352425,1.81813425,3.92357175,5.69231225,7.31406375,8.0213095,8.12970725,8.1800615,8.2332,8.2896
"41",56.1466,30.903,43.403295,-12.74331125,23.87291575,19.5304,13.5368,4.9325,1.0611,7.32002025,0.5351705,10.19507175,5.32814325,0.49450775,98.7549,209.6465,149.0011,322.5454,284.8565,467.8528,81421.9531,72715.3047,8.5678,2.0599,6.3354,17.1707,1.2553,17.9395,18.7513,0.9493,1.516175,1.8327,0.12744625,0.6604715,0.48041625,0.375288,0.012027,1.17889375,3.82994425,5.33636275,6.9557745,8.169292,8.310535,8.37510575,8.4488,8.5337
"42",109.6131,81.2731,108.972347,-0.64071425,56.22668975,52.7457,36.8098,4.9087,11.0272,16.73181225,1.2700395,24.37796275,12.67042875,1.17644175,143.2326,212.4853,161.4825,301.8113,283.5924,470.7596,81388.8125,72729.4297,12.9292,2.1206,6.4257,40.4037,3.0673,44.155,45.8983,2.3245,4.3387845,6.1067,0.056771,2.39963675,0.76544775,1.17369825,0.24585175,1.61378025,3.59341,4.66627975,6.31321275,8.4859725,8.81134675,8.9669015,9.0908,9.2006
"43",137.9857,57.2588,139.57847225,1.59272125,74.15648325,65.422,46.9718,5.5832,12.867,20.6063825,1.68539025,33.1336365,17.13869875,1.59237375,156.4794,216.0584,177.3391,274.8334,281.3563,471.7032,81344.9062,72742.9531,15.3827,2.1527,7.0467,49.7371,4.0666,59.9559,62.0261,3.1434,5.86664225,8.4304,0.60114425,2.584356,1.81837425,1.46391225,0.05380025,1.88717375,4.40946025,5.24285425,6.4589625,8.82047175,9.19370975,9.36550175,9.5036,9.6273
"44",129.7677,57.3285,147.45527275,17.68748025,73.986019,73.4693,55.0394,6.0603,12.3696,19.20344925,1.69962175,33.90881525,17.543016,1.63111325,168.4847,219.687,192.8712,254.0515,279.1456,470.1853,81301.0625,72756.6797,16.6591,2.1039,7.399,45.1573,3.9973,59.8104,61.8872,3.1386,4.08324175,6.904,1.2122635,0.6398315,2.06385425,1.3795595,0.05681525,1.684355,4.47764725,5.26388175,6.374074,8.83210125,9.2130605,9.379362,9.5173,9.6416
"45",84.7062,34.5159,106.411452,21.70524775,54.9376065,51.4739,39.4889,4.0703,7.9146,13.48900775,1.253959,25.63775775,13.31780325,1.2390795,168.3489,220.9206,198.4945,247.721,278.0381,467.7534,81267.0078,72770.0312,17.3938,2.2173,8.1833,32.237,2.9965,45.939,47.7258,2.422,4.68460625,5.9805,0.540701,1.5200325,1.8555275,1.30904875,0.03541,1.19048325,3.798419,4.6348185,5.89700775,8.34535075,8.7319255,8.8983,9.0423,9.1729
"46",39.248,7.0954,70.4681725,31.22018125,34.211105,36.2571,30.4782,2.6355,3.1434,8.24100775,0.764854,16.0523145,8.37348375,0.779452,155.3134,219.4324,193.2403,253.6014,278.1343,466.0607,81245.3438,72777.8047,16.5833,2.1983,8.0927,19.1235,1.7749,27.9369,29.1457,1.4798,2.40224825,2.8622,0.48304925,0.31453325,1.221448,0.86627125,0.0080065,0.70805725,3.2817345,4.2112585,5.5883955,7.73602575,8.09131875,8.2447,8.3851,8.5111
