"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4624,0,14.2829035,13.8204875,14.012096,0.2708,0.2208,0.0081,0.0419,3.79029125,0.29354,6.28331,3.3386905,0.3062665,149.6352,97.8096,178.8429,294.3309,268.6111,463.3339,82122.8516,72483.6406,12.3063,1.9024,7.5369,8.7456,0.6773,10.8736,11.5556,0.5782,0.3842865,0.8206,0.15129425,0.1230015,0.1290135,0.13227425,0.00871775,1.8717515,4.0497435,6.0231445,7.19148825,7.7329125,7.8383875,7.89929525,7.9632,8.0288
"2",4.346,0.0033,14.0289265,9.682935,13.94412875,0.0848,0.068,0.0028,0.014,3.8816695,0.2908935,6.18553975,3.2846915,0.30133225,138.2657,95.95,171.6355,304.2194,269.5205,463.6816,82117.2266,72483.6406,11.3712,1.86,7.2086,8.9729,0.6724,10.7236,11.3891,0.5699,0.431502,0.8136,0.1171075,0.1685535,0.12712975,0.1358185,0.010042,1.907828,4.12365525,6.01483425,7.277414,7.85062175,7.94902775,8.0038,8.062,8.1218
"3",11.0292,0,14.246788,3.21763575,14.048399,0.1984,0.159,0.0067,0.0327,4.00159175,0.29199425,6.17716525,3.27700225,0.300647,127.7586,94.1391,164.7694,312.6644,270.3876,464.1797,82111.6016,72483.6406,10.5071,1.8107,6.8661,9.1981,0.6712,10.6494,11.299,0.5654,0.4538405,0.7701,0.14949725,0.108423,0.2079065,0.13751,0.006604,1.95549475,4.195757,5.962414,7.291323,7.91428675,8.01914825,8.07549775,8.1333,8.1922
"4",30.9225,1.3652,22.79206725,-8.1304585,16.07047275,6.7216,5.5394,0.3004,0.8818,4.702408,0.335772,6.989758,3.70279675,0.33974,118.7221,92.4708,158.6185,318.29,271.1323,464.9778,82104.5859,72484.9844,9.7191,1.8047,6.6972,11.0548,0.7893,12.3222,13.0552,0.6534,0.745218,1.1653,0.0464165,0.467075,0.0878455,0.1902985,0.05588,1.707455,4.07570925,5.762723,7.2399545,8.01419875,8.13677725,8.19930275,8.2606,8.3224
"5",70.4879,54.6154,70.0478275,-0.4400755,35.881339,34.1665,27.4948,1.9425,4.7291,10.664036,0.7649095,15.51117,8.18963125,0.75159825,152.86,92.7296,160.2243,310.624,270.8635,466.9795,82084.2109,72493.2812,10.3056,1.7761,6.5326,24.7657,1.7763,27.0153,28.5274,1.428,1.84601425,2.696,0.38276875,0.51906525,0.62906425,0.697891,0.02638475,1.0316145,3.41115075,4.6965185,6.3556035,8.14595075,8.4134145,8.545987,8.6471995,8.726
"6",111.0942,53.0956,111.85287325,0.758674,54.80544475,57.0474,45.0366,3.4303,8.5805,15.7961695,1.1776935,24.04033125,12.63144775,1.1597975,172.4248,95.0054,169.7462,293.6804,269.6111,469.049,82051.7734,72508.3594,13.214,1.7874,6.7317,37.159,2.7711,42.4279,44.5845,2.2329,2.770732,4.7815,0.60288725,0.919694,0.8956855,0.955352,0.162411,1.4053215,3.6011355,4.6463335,6.18798625,8.3144255,8.68457875,8.871924,9.0216,9.1407
"7",152.7026,61.5229,162.2470215,9.5444545,84.91721075,77.3298,59.3438,5.1218,12.8642,23.0152455,1.86177075,38.20420675,19.99843975,1.83754725,188.9003,99.2744,186.9443,259.8144,266.6941,469.5122,82000.0312,72523.4766,14.2862,1.8833,7.4112,55.8502,4.5186,69.5422,72.8055,3.6489,6.572732,10.0355,0.6042405,3.23817875,1.7259175,1.6086325,0.2765705,2.277934,4.9062585,5.6832425,6.731269,9.0356915,9.407133,9.59058825,9.7465,9.8775
"8",149.2716,56.2078,161.74231725,12.47075275,80.35673775,81.3856,64.2607,5.2618,11.8632,19.77499625,1.7741795,37.38406775,19.6192735,1.804221,201.525,102.9325,201.3411,235.5636,264.048,466.3732,81949.2031,72537.9062,15.4791,1.9625,8.0863,48.1105,4.315,68.1838,71.5642,3.5897,7.4611955,9.9004,0.5137205,3.234253,2.42886675,1.798073,0.01853075,1.807472,4.79246425,5.56158175,6.57603925,9.116984,9.49831425,9.6756,9.8328,9.9713
"9",97.5866,27.1,122.5711265,24.98446025,50.1085045,72.4626,61.038,4.199,7.2257,11.6024195,1.09757025,23.72489825,12.5305095,1.1531025,199.102,103.8602,204.6568,232.5846,263.033,463.4081,81918.2031,72550.2656,15.9731,1.7824,7.5243,26.7436,2.5298,41.0045,43.313,2.1741,3.05982975,3.7716,0.8271675,0.1252395,1.847053,1.08753175,0.006012,0.7492955,3.5717295,4.435276,5.69949075,8.23031275,8.64346425,8.83979825,9.015,9.1709
"10",56.1615,15.9824,89.39791775,33.2364635,32.83296025,56.5649,49.1466,2.8369,4.5814,7.6193245,0.7110285,15.51149025,8.2331315,0.75798575,191.5259,103.6132,203.2476,238.7785,262.9728,461.5907,81897.4922,72557.8984,15.5673,1.8452,7.8025,17.4522,1.6286,26.6479,28.2884,1.4206,1.7345695,2.2796,0.5544175,0.15467225,0.86466575,0.7152325,0.00850675,0.687857,3.27307175,4.20682375,5.5443145,7.64850125,8.03815325,8.2258,8.392698,8.5398
