"","GPP_sd1","NPP_sd1","Reco_sd1","NEE_sd1","Rh_sd1","Ra_sd1","Rleaf_sd1","Rstem_sd1","Rroot_sd1","Rh4_sd1","Rh5_sd1","Rh6_sd1","Rh7_sd1","Rh8_sd1","QC1_sd1","QC2_sd1","QC3_sd1","QC4_sd1","QC5_sd1","QC6_sd1","QC7_sd1","QC8_sd1","QCt1_sd1","QCt2_sd1","QCt3_sd1","QCt4_sd1","QCt5_sd1","QCt6_sd1","QCt7_sd1","QCt8_sd1","QCt8_sd1.1","QCt9_sd1","simuCH4_sd1","prod_sd1","oxid_sd1","diff_sd1","ebu_sd1","pla_sd1","conc1_sd1","conc2_sd1","conc3_sd1","conc4_sd1","conc5_sd1","conc6_sd1","conc7_sd1","conc8_sd1","conc9_sd1","conc10_sd1"
"1",0,0,0.00243885218904341,0.00247224594245769,0.00243885218904302,0,0,0,0,0.000674536878161659,5.47722557505106e-05,0.0010899541274751,0.000578791845139467,5.47722557505106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102114151810609,0,0.00309434968935317,0.00146389890361323,0.010143372220322,0.00172568826848884,0.000482700735445887,0.0219370234990985,0.0552424474475924,0.0777921782700549,0.0164491033190263,0.00144810220633747,0.000114017542509921,4.47213595498916e-05,4.47213595498916e-05,0
"2",0,0,0.0035291642070046,0.00355907291299295,0.00355991572933915,0,0,0,0,0.000994987437106678,5.47722557505106e-05,0.00153883072493354,0.000845576726264321,5.47722557505106e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844884607505664,0,0.00257817765097752,0.00150499169432924,0.0107597862432299,0.00160374561573835,0.000986407623652616,0.0365086702031176,0.0990454794526233,0.120181021796288,0.0237262934315499,0.00193080294178357,0.000187082869338736,0,0,0
"3",0,0,0.00598514828554821,0.00600599700299623,0.00598514828554821,0,0,0,0,0.00169499262535253,0.000151657508881014,0.00260959767013973,0.00139391534893625,0.000100000000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176002840886163,0,0.00492818424980236,0.00184715998224301,0.0151890421027792,0.00124819870213039,0.000973652915571047,0.0165061503688776,0.0386449479233704,0.0635039920005035,0.0196637229435322,0.00233066514111305,0.000250998007960487,5.4772255750389e-05,0,0
"4",0,0,0.00113269589917181,0.00113269589917144,0.00111265448365634,0,0,0,0,0.00032863353450309,0,0.000494974746830506,0.000288097205817627,4.47213595500157e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064565470648017,0,0.000734846922834955,0.00139534941860452,0.00608728182360567,0.000947100839404125,0.00267824569447988,0.0147855334702539,0.0241825763722561,0.0282550349495448,0.0102439250290111,0.00174441967427592,0.000230217288664546,4.47213595498916e-05,0,0
"5",0,0,0.0103041253874378,0.0103041253874358,0.0103016018171929,0,0,0,0,0.00305008196611156,0.000230217288664401,0.00443080128193565,0.00234882949572761,0.000204939015319213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235394987202362,0,0.00823577561617604,0.00705173737457656,0.02811028281608,0.00509234719947491,0.00118194754536739,0.0277109184257758,0.0686589251299494,0.0177405467784958,0.00403633497123331,0.000962808392152797,0.000204939015319494,4.47213595498916e-05,0,0
"6",0,0,0.00759953945973199,0.00761301517140218,0.0076067732975286,0,0,0,0,0.00220839308095272,0.000164316767251532,0.00332219806754596,0.0017643695757971,0.000134164078650088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214119826265574,0,0.00627279841856885,0.00464618122763201,0.0221446833348323,0.00517107338953915,0.00188600106044509,0.0306575113145213,0.0123108894885787,0.0252365211548658,0.0043648596770112,0.000476445169983133,0.000122474487138873,4.47213595498916e-05,0,0
"7",0,0,0.0101967151573414,0.0101967151573434,0.010165775917263,0,0,0,0,0.00279231087094578,0.000223606797749954,0.00459477964651238,0.00242548964128886,0.00023874672772624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337121343139233,0,0.00753491871223571,0.0139920334476444,0.0222755471313276,0.00358231768552144,0.000982344135219437,0.00727825528543767,0.0118483332161113,0.00946583329665164,0.00289879285220568,0.000397492138286981,8.94427191004782e-05,4.47213595498916e-05,0,0
"8",0,0,0.0120284246682619,0.0120905748415861,0.0121178380910154,0,0,0,0,0.00294499575551451,0.000282842712474588,0.00565305227288794,0.00297270920205826,0.000282842712474588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334856685762732,0,0.00642596296285624,0.0118189678060311,0.0436626499424851,0.00725175840744854,0.000531977443130815,0.0129001937969939,0.00328283414140909,0.00096020831073232,0.000521536192416137,0.000216794833886283,4.47213595498916e-05,5.4772255750389e-05,0,0
"9",0,0,0.0217192771518768,0.0218009174118893,0.0217788199863979,0,0,0,0,0.00497875486442109,0.000430116263352084,0.0103743433527141,0.00548744020468532,0.000489897948556695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177334993726562,0,0.0165285208049602,0.00451032149630157,0.0252679045431156,0.00544306898725346,0.000550454357780915,0.0253567939613824,0.0128507976406135,0.0117459354672157,0.00129614813968143,0.000122474487139599,0,0,0,0
"10",0,0,0.0303381443071232,0.0303367433980643,0.0303480971396893,0,0,0,0,0.00702652118761498,0.000622896460095905,0.0143488675511347,0.00761688912877142,0.000691375440697757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591582623138988,0,0.0256893557723817,0.00489458884892286,0.0106511501726339,0.00601265332444834,0.000912688336728371,0.0355946203800518,0.0169715939145385,0.0284435405672362,0.00430929228528326,0.000248997991959676,4.47213595498916e-05,0,0,0
