 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
     83,         0.1592,         0.2905,         0.4497,         0.0000,         0.0001,        83.4080,       183.1329,       144.3964,       279.0149,       267.6446,       444.2303,         0.4496,     82087.4844,     72479.3750
     84,         0.1776,         0.2708,         0.4484,         0.0000,         0.0001,        83.1229,       183.0725,       144.1990,       279.2282,       267.6737,       444.2460,         0.4483,     82087.2969,     72479.3750
     85,         0.1506,         0.2962,         0.4468,         0.0000,         0.0000,        82.8387,       183.0123,       144.0027,       279.4402,       267.7027,       444.2614,         0.4468,     82087.1094,     72479.3750
     86,         0.1846,         0.2603,         0.4450,         0.0000,         0.0001,        82.5554,       182.9524,       143.8075,       279.6518,       267.7316,       444.2770,         0.4448,     82086.9219,     72479.3750
     87,         0.2824,         0.1623,         0.4447,         0.0000,         0.0005,        82.2732,       182.8928,       143.6135,       279.8623,       267.7602,       444.2924,         0.4443,     82086.7344,     72479.3750
     88,         0.3800,         0.0637,         0.4437,         0.0000,         0.0016,        81.9919,       182.8335,       143.4206,       280.0708,       267.7888,       444.3080,         0.4420,     82086.5469,     72479.3750
     89,         0.4251,         0.0171,         0.4422,         0.0000,         0.0023,        81.7115,       182.7746,       143.2291,       280.2778,       267.8173,       444.3235,         0.4399,     82086.3594,     72479.3750
     90,         0.2833,         0.1565,         0.4398,         0.0000,         0.0010,        81.4322,       182.7160,       143.0387,       280.4830,       267.8452,       444.3391,         0.4387,     82086.1719,     72479.3750
     91,         0.1480,         0.2950,         0.4431,         0.0000,         0.0001,        81.1537,       182.6569,       142.8472,       280.6854,       267.8733,       444.3553,         0.4430,     82085.9844,     72479.3750
     92,         0.6315,        -0.1746,         0.4569,         0.0000,         0.0051,        80.8763,       182.5968,       142.6524,       280.8839,       267.9019,       444.3722,         0.4518,     82085.7969,     72479.3750
     93,         0.0501,         0.4061,         0.4561,         0.0000,         0.0017,        80.5998,       182.5361,       142.4560,       281.0814,       267.9311,       444.3893,         0.4545,     82085.6094,     72479.3750
     94,         0.2964,         0.1630,         0.4595,         0.0000,         0.0006,        80.3242,       182.4749,       142.2581,       281.2764,       267.9602,       444.4066,         0.4588,     82085.4219,     72479.3750
     95,         0.3835,         0.0739,         0.4574,         0.0000,         0.0016,        80.0496,       182.4138,       142.0604,       281.4723,       267.9895,       444.4238,         0.4558,     82085.2344,     72479.3750
     96,         0.6015,        -0.1388,         0.4626,         0.0000,         0.0052,        79.7759,       182.3526,       141.8630,       281.6657,       268.0186,       444.4413,         0.4574,     82085.0469,     72479.3750
     97,         0.5997,        -0.1359,         0.4639,         0.0000,         0.0068,        79.5031,       182.2915,       141.6660,       281.8581,       268.0479,       444.4588,         0.4571,     82084.8594,     72479.3750
     98,         1.2491,        -0.7607,         0.4884,         0.0095,         0.0283,        79.2360,       182.2351,       141.4692,       282.0472,       268.0770,       444.4769,         0.4601,     82084.6719,     72479.3750
     99,         1.0620,        -0.5534,         0.5086,         0.0095,         0.0535,        78.9699,       182.1787,       141.2728,       282.2343,       268.1061,       444.4952,         0.4551,     82084.4844,     72479.3750
    100,         0.1520,         0.3323,         0.4843,         0.0000,         0.0352,        78.6999,       182.1175,       141.0765,       282.4203,       268.1353,       444.5136,         0.4491,     82084.2969,     72479.3750
    101,         1.0762,        -0.5871,         0.4891,         0.0083,         0.0376,        78.4350,       182.0605,       140.8805,       282.6032,       268.1643,       444.5321,         0.4515,     82084.1094,     72479.3750
    102,         1.5771,        -1.0154,         0.5617,         0.0436,         0.1076,        78.1886,       182.0212,       140.6848,       282.7823,       268.1930,       444.5511,         0.4541,     82083.9219,     72479.3750
    103,         0.4611,         0.0529,         0.5140,         0.0000,         0.0473,        77.9213,       181.9600,       140.4894,       282.9501,       268.2210,       444.5716,         0.4667,     82083.7344,     72479.3750
    104,         0.3540,         0.1401,         0.4940,         0.0000,         0.0262,        77.6548,       181.8990,       140.2944,       283.1157,       268.2489,       444.5920,         0.4679,     82083.5469,     72479.3750
    105,         0.2434,         0.2355,         0.4789,         0.0000,         0.0161,        77.3893,       181.8382,       140.0998,       283.2847,       268.2772,       444.6113,         0.4628,     82083.3594,     72479.3750
    106,         0.1280,         0.3322,         0.4602,         0.0000,         0.0030,        77.1247,       181.7774,       139.9054,       283.4565,       268.3058,       444.6303,         0.4572,     82083.1719,     72479.3750
    107,         0.2349,         0.2214,         0.4563,         0.0000,         0.0002,        76.8610,       181.7166,       139.7112,       283.6277,       268.3345,       444.6493,         0.4561,     82082.9844,     72479.3750
    108,         0.1668,         0.2898,         0.4566,         0.0000,         0.0001,        76.5983,       181.6559,       139.5171,       283.7972,       268.3631,       444.6686,         0.4566,     82082.7969,     72479.3750
    109,         0.3955,         0.0717,         0.4672,         0.0000,         0.0018,        76.3364,       181.5951,       139.3234,       283.9584,       268.3912,       444.6891,         0.4654,     82082.6094,     72479.3750
    110,         0.3593,         0.1287,         0.4880,         0.0000,         0.0011,        76.0754,       181.5343,       139.1300,       284.1021,       268.4179,       444.7118,         0.4869,     82082.4219,     72479.3750
    111,         0.5086,        -0.0043,         0.5043,         0.0000,         0.0036,        75.8153,       181.4735,       138.9368,       284.2354,       268.4440,       444.7357,         0.5007,     82082.2344,     72479.3750
    112,         0.3293,         0.2004,         0.5297,         0.0000,         0.0016,        75.5560,       181.4127,       138.7438,       284.3471,       268.4686,       444.7620,         0.5281,     82082.0078,     72479.4141
    113,         0.4167,         0.1240,         0.5407,         0.0000,         0.0020,        75.2977,       181.3519,       138.5511,       284.4512,       268.4926,       444.7886,         0.5386,     82081.7578,     72479.4766
    114,         1.1785,        -0.5815,         0.5970,         0.0096,         0.0265,        75.0450,       181.2959,       138.3587,       284.5308,       268.5147,       444.8182,         0.5705,     82081.4531,     72479.5938
    115,         1.6283,        -0.8886,         0.7396,         0.0449,         0.1023,        74.8109,       181.2576,       138.1666,       284.5632,       268.5333,       444.8535,         0.6373,     82081.0781,     72479.7812
    116,         0.6798,         0.0792,         0.7590,         0.0006,         0.0760,        74.5554,       181.1971,       137.9749,       284.5677,       268.5494,       444.8902,         0.6831,     82080.7031,     72479.9688
    117,         0.0929,         0.5730,         0.6659,         0.0000,         0.0305,        74.3005,       181.1363,       137.7834,       284.6097,       268.5682,       444.9193,         0.6353,     82080.3281,     72480.1562
    118,         0.8983,        -0.2386,         0.6597,         0.0074,         0.0361,        74.0502,       181.0792,       137.5921,       284.6528,       268.5871,       444.9505,         0.6236,     82079.9531,     72480.3438
    119,         1.6330,        -0.8274,         0.8055,         0.0522,         0.1168,        73.8231,       181.0445,       137.4011,       284.6481,       268.6024,       444.9882,         0.6888,     82079.5312,     72480.5312
    120,         0.3063,         0.5022,         0.8085,         0.0000,         0.0657,        73.5707,       180.9837,       137.2104,       284.6081,       268.6149,       445.0282,         0.7428,     82079.1562,     72480.7188
    121,         0.1115,         0.5882,         0.6997,         0.0000,         0.0200,        73.3191,       180.9229,       137.0200,       284.6161,       268.6313,       445.0598,         0.6797,     82078.7812,     72480.9062
    122,         0.4804,         0.1730,         0.6534,         0.0000,         0.0162,        73.0684,       180.8622,       136.8298,       284.6498,       268.6499,       445.0890,         0.6372,     82078.4062,     72481.0938
    123,         1.1564,        -0.4054,         0.7510,         0.0198,         0.0732,        72.8285,       180.8115,       136.6400,       284.6512,       268.6660,       445.1234,         0.6778,     82077.9922,     72481.2812
    124,         1.2963,        -0.3782,         0.9181,         0.0641,         0.1788,        72.6115,       180.7831,       136.4505,       284.6087,       268.6787,       445.1632,         0.7393,     82077.5547,     72481.4688
    125,         0.4788,         0.4540,         0.9328,         0.0000,         0.1466,        72.3633,       180.7227,       136.2611,       284.5353,       268.6891,       445.2047,         0.7862,     82077.0312,     72481.6562
    126,         1.6168,        -0.5918,         1.0250,         0.1341,         0.2621,        72.1828,       180.7293,       136.0720,       284.4767,       268.7007,       445.2442,         0.7629,     82076.5859,     72481.8438
    127,         1.4885,        -0.2573,         1.2312,         0.1786,         0.3516,        72.0252,       180.7582,       135.8833,       284.3326,       268.7056,       445.2950,         0.8796,     82076.0234,     72482.0312
    128,         1.4269,        -0.0871,         1.3398,         0.2174,         0.4033,        71.8875,       180.8064,       135.6947,       284.1490,       268.7075,       445.3489,         0.9365,     82075.4141,     72482.2188
    129,         0.7837,         0.5811,         1.3648,         1.5199,         0.3723,        73.1399,       180.7652,       135.5064,       283.9294,       268.7063,       445.4058,         0.9926,     82074.7578,     72482.4062
    130,         1.4541,         0.0783,         1.5324,         1.7865,         0.5112,        74.5212,       180.8572,       135.3184,       283.6940,       268.7034,       445.4645,         1.0212,     82074.0859,     72482.5938
    131,         2.4158,        -0.6778,         1.7380,         1.9881,         0.6064,        75.9984,       181.0499,       135.1306,       283.3890,       268.6947,       445.5335,         1.1316,     82073.3359,     72482.8359
    132,         0.8645,         0.7759,         1.6404,         1.4973,         0.4178,        77.2254,       180.9971,       134.9431,       283.0405,       268.6820,       445.6045,         1.2226,     82072.5859,     72483.0938
    133,         0.4171,         1.1333,         1.5504,         1.4813,         0.3915,        78.4403,       180.9363,       134.7559,       282.7532,       268.6739,       445.6628,         1.1588,     82071.8359,     72483.2812
    134,         1.0533,         0.5505,         1.6038,         1.6382,         0.4975,        79.7294,       180.9541,       134.5690,       282.5096,       268.6688,       445.7150,         1.1063,     82071.0859,     72483.4688
    135,         1.5528,         0.0850,         1.6378,         1.7795,         0.5335,        81.0845,       181.0427,       134.3824,       282.2728,       268.6639,       445.7680,         1.1043,     82070.3672,     72483.6562
    136,         2.1645,        -0.3939,         1.7707,         1.9863,         0.6351,        82.5384,       181.2347,       134.1966,       282.0197,       268.6574,       445.8239,         1.1355,     82069.6484,     72483.8750
    137,         2.2559,        -0.3460,         1.9099,         2.0674,         0.7275,        84.0277,       181.4681,       134.0138,       281.7373,       268.6479,       445.8836,         1.1824,     82068.8984,     72484.1172
    138,         2.3245,        -0.3425,         1.9819,         2.1834,         0.8018,        85.5699,       181.7607,       133.8349,       281.4601,       268.6376,       445.9417,         1.1802,     82068.1406,     72484.3672
    139,         2.8201,        -0.5320,         2.2881,         2.3600,         0.9784,        87.1950,       182.1425,       133.6594,       281.0895,       268.6188,       446.0145,         1.3097,     82067.3906,     72484.6641
    140,         2.5789,        -0.1070,         2.4719,         2.6058,         1.1224,        88.9373,       182.6478,       133.4868,       280.6980,       268.5974,       446.0876,         1.3495,     82066.6406,     72485.0000
    141,         1.3891,         0.8880,         2.2771,         2.0877,         0.8534,        90.4147,       182.6679,       133.5341,       280.2691,       268.5736,       446.1621,         1.4237,     82065.8438,     72485.3750
    142,         2.1322,         0.2673,         2.3995,         2.1955,         0.9203,        91.9411,       182.6783,       133.6349,       279.8143,       268.5485,       446.2377,         1.4792,     82064.9922,     72485.7500
    143,         1.5436,         0.8130,         2.3565,         1.9747,         0.8240,        93.3519,       182.6665,       133.6466,       279.3275,       268.5205,       446.3158,         1.5326,     82064.0547,     72486.1250
    144,         1.0392,         1.0046,         2.0439,         1.5256,         0.6014,        94.5338,       182.6097,       133.4789,       278.9183,       268.4982,       446.3793,         1.4425,     82063.2344,     72486.5000
    145,         1.9994,         0.1739,         2.1733,         1.9599,         0.7998,        95.9284,       182.5965,       133.4851,       278.5638,       268.4799,       446.4366,         1.3735,     82062.4297,     72486.8750
    146,         1.6701,         0.4467,         2.1169,         1.8206,         0.7580,        97.2488,       182.5695,       133.4364,       278.2249,       268.4622,       446.4923,         1.3589,     82061.6328,     72487.2422
    147,         1.2156,         0.8326,         2.0482,         1.7160,         0.7410,        98.5123,       182.5327,       133.3479,       277.9262,       268.4471,       446.5426,         1.3072,     82060.8828,     72487.6172
    148,         1.5599,         0.6260,         2.1859,         1.8258,         0.8285,        99.8264,       182.5061,       133.3008,       277.5915,       268.4291,       446.6000,         1.3574,     82060.1328,     72487.9922
    149,         2.3086,         0.1151,         2.4237,         2.2291,         1.0199,       101.3374,       182.5197,       133.4149,       277.2290,       268.4085,       446.6612,         1.4038,     82059.2969,     72488.3672
    150,         0.9012,         1.5067,         2.4079,         2.0756,         0.9431,       102.7667,       182.5179,       133.4674,       276.8315,       268.3844,       446.7251,         1.4649,     82058.4062,     72488.7422
    151,         2.4566,         0.1432,         2.5997,         2.3344,         1.0646,       104.3198,       182.5421,       133.6231,       276.3790,       268.3553,       446.7969,         1.5351,     82057.4688,     72489.1172
    152,         1.8913,         0.4600,         2.3513,         1.8932,         0.8661,       105.6478,       182.5221,       133.6024,       275.9768,       268.3299,       446.8571,         1.4852,     82056.5469,     72489.4922
    153,         2.4080,         0.1371,         2.5450,         2.3893,         1.1023,       107.2189,       182.5518,       133.7802,       275.6185,       268.3075,       446.9113,         1.4427,     82055.6953,     72489.8672
    154,         3.0579,        -0.0376,         3.0203,         3.0121,         1.4253,       109.0954,       182.6437,       134.2065,       275.1555,       268.2759,       446.9828,         1.5950,     82054.7109,     72490.2891
    155,         3.4972,        -0.6130,         2.8842,         2.6064,         1.2551,       110.7630,       182.6951,       134.4701,       274.6831,       268.2429,       447.0520,         1.6291,     82053.7031,     72490.7344
