 sdoy, GPP_d,NEE_d,Reco_d,QC(1),QC(6),QC(2),QC(7), QC(3),QC(4),QC678,pheno,QC(5),NPP_d,Rh_d,Ra_d
      1,         0.0000,         0.6013,         0.6013,       120.7814,       350.0107,       119.8253,     86557.6250,       199.7332,       119.4783,    158027.6250,     10922.0000,       300.0386,         0.0000,         0.3411,         0.2602
      2,         0.0041,         0.5214,         0.5254,       120.4636,       350.0222,       119.7475,     86557.2500,       199.4551,       119.9630,    158027.2812,     10922.0000,       300.0788,         0.0000,         0.3532,         0.1722
      3,         0.0005,         0.4497,         0.4501,       120.1467,       350.0335,       119.6696,     86556.8750,       199.1774,       120.4477,    158026.9062,     10922.0000,       300.1195,         0.0000,         0.3497,         0.1005
      4,         0.0069,         0.4728,         0.4797,       119.8306,       350.0453,       119.5918,     86556.5000,       198.9001,       120.9301,    158026.5469,     10922.0000,       300.1600,         0.0000,         0.3509,         0.1288
      5,         0.0112,         0.5965,         0.6077,       119.5153,       350.0575,       119.5141,     86556.1250,       198.6232,       121.4094,    158026.1875,     10922.0000,       300.2002,         0.0000,         0.3553,         0.2524
      6,         0.0026,         0.5249,         0.5275,       119.2008,       350.0699,       119.4365,     86555.7500,       198.3467,       121.8877,    158025.8125,     10922.0000,       300.2405,         0.0000,         0.3533,         0.1742
      7,         0.0012,         0.6027,         0.6039,       118.8872,       350.0827,       119.3588,     86555.3750,       198.0706,       122.3635,    158025.4688,     10922.0000,       300.2808,         0.0000,         0.3560,         0.2479
      8,         0.0058,         0.5245,         0.5303,       118.5744,       350.0959,       119.2813,     86555.0000,       197.7950,       122.8383,    158025.0938,     10922.0000,       300.3210,         0.0000,         0.3542,         0.1761
      9,         0.0107,         0.4891,         0.4998,       118.2624,       350.1089,       119.2038,     86554.6250,       197.5198,       123.3122,    158024.7344,     10922.0000,       300.3616,         0.0000,         0.3522,         0.1476
     10,         0.0116,         0.6057,         0.6173,       117.9513,       350.1223,       119.1264,     86554.2500,       197.2449,       123.7833,    158024.3750,     10922.0000,       300.4019,         0.0000,         0.3549,         0.2624
     11,         0.0303,         0.7270,         0.7573,       117.6409,       350.1362,       119.0490,     86553.8750,       196.9705,       124.2518,    158024.0000,     10922.0000,       300.4420,         0.0000,         0.3578,         0.3995
     12,         0.0286,         0.7115,         0.7401,       117.3314,       350.1503,       118.9717,     86553.5000,       196.6965,       124.7186,    158023.6562,     10922.0000,       300.4823,         0.0000,         0.3579,         0.3822
     13,         0.0202,         0.7329,         0.7531,       117.0227,       350.1646,       118.8945,     86553.1250,       196.4230,       125.1836,    158023.2812,     10922.0000,       300.5226,         0.0000,         0.3584,         0.3947
     14,         0.0063,         0.6872,         0.6936,       116.7148,       350.1793,       118.8173,     86552.7500,       196.1499,       125.6472,    158022.9375,     10922.0000,       300.5628,         0.0000,         0.3577,         0.3358
     15,         0.0048,         0.5511,         0.5559,       116.4077,       350.1942,       118.7402,     86552.3750,       195.8772,       126.1099,    158022.5625,     10922.0000,       300.6028,         0.0000,         0.3557,         0.2002
     16,         0.0031,         0.5132,         0.5164,       116.1015,       350.2094,       118.6631,     86552.0000,       195.6048,       126.5716,    158022.2188,     10922.0000,       300.6425,         0.0000,         0.3544,         0.1620
     17,         0.0000,         0.6783,         0.6783,       115.7960,       350.2248,       118.5861,     86551.6250,       195.3329,       127.0303,    158021.8438,     10922.0000,       300.6820,         0.0000,         0.3580,         0.3203
     18,         0.0038,         0.5213,         0.5251,       115.4913,       350.2404,       118.5092,     86551.2500,       195.0614,       127.4882,    158021.5000,     10922.0000,       300.7216,         0.0000,         0.3558,         0.1693
     19,         0.0066,         0.5323,         0.5389,       115.1875,       350.2562,       118.4323,     86550.8750,       194.7904,       127.9447,    158021.1250,     10922.0000,       300.7612,         0.0000,         0.3552,         0.1837
     20,         0.0021,         0.4818,         0.4839,       114.8844,       350.2720,       118.3555,     86550.5000,       194.5199,       128.4000,    158020.7812,     10922.0000,       300.8010,         0.0000,         0.3541,         0.1298
     21,         0.0000,         0.4232,         0.4232,       114.5822,       350.2878,       118.2788,     86550.1250,       194.2497,       128.8557,    158020.4062,     10922.0000,       300.8410,         0.0000,         0.3495,         0.0738
     22,         0.0029,         0.4498,         0.4527,       114.2807,       350.3036,       118.2020,     86549.7500,       193.9800,       129.3088,    158020.0625,     10922.0000,       300.8810,         0.0000,         0.3527,         0.1001
     23,         0.0000,         0.4979,         0.4979,       113.9800,       350.3198,       118.1255,     86549.3750,       193.7107,       129.7606,    158019.6875,     10922.0000,       300.9209,         0.0000,         0.3519,         0.1461
     24,         0.0026,         0.7010,         0.7037,       113.6801,       350.3370,       118.0489,     86549.0000,       193.4418,       130.2081,    158019.3438,     10922.0000,       300.9604,         0.0000,         0.3573,         0.3463
     25,         0.0178,         0.7130,         0.7308,       113.3810,       350.3545,       117.9724,     86548.6250,       193.1734,       130.6538,    158018.9688,     10922.0000,       301.0000,         0.0000,         0.3579,         0.3729
     26,         0.0230,         0.8145,         0.8375,       113.0827,       350.3721,       117.8960,     86548.2500,       192.9053,       131.0974,    158018.6250,     10922.0000,       301.0396,         0.0000,         0.3592,         0.4783
     27,         0.0406,         0.8528,         0.8934,       112.7852,       350.3903,       117.8197,     86547.8750,       192.6377,       131.5392,    158018.2656,     10922.0000,       301.0791,         0.0000,         0.3599,         0.5335
     28,         0.0062,         0.8123,         0.8185,       112.4884,       350.4086,       117.7433,     86547.5000,       192.3705,       131.9795,    158017.9062,     10922.0000,       301.1187,         0.0000,         0.3597,         0.4588
     29,         0.0123,         0.7398,         0.7521,       112.1925,       350.4271,       117.6671,     86547.1250,       192.1036,       132.4184,    158017.5625,     10922.0000,       301.1577,         0.0000,         0.3594,         0.3927
     30,         0.0083,         0.5693,         0.5776,       111.8973,       350.4456,       117.5910,     86546.7500,       191.8372,       132.8568,    158017.1875,     10922.0000,       301.1966,         0.0000,         0.3568,         0.2208
     31,         0.0030,         0.5243,         0.5273,       111.6029,       350.4646,       117.5148,     86546.3750,       191.5712,       133.2939,    158016.8438,     10922.0000,       301.2354,         0.0000,         0.3557,         0.1716
     32,         0.0066,         0.4959,         0.5025,       111.3093,       350.4830,       117.4388,     86546.0000,       191.3057,       133.7299,    158016.4844,     10922.0000,       301.2746,         0.0000,         0.3553,         0.1472
     33,         0.0121,         0.4959,         0.5080,       111.0164,       350.5013,       117.3629,     86545.6250,       191.0407,       134.1651,    158016.1250,     10922.0000,       301.3139,         0.0000,         0.3537,         0.1543
     34,         0.0396,         0.6999,         0.7395,       110.7243,       350.5209,       117.2871,     86545.2500,       190.7764,       134.5968,    158015.7812,     10922.0000,       301.3528,         0.0000,         0.3572,         0.3823
     35,         0.0665,         0.9057,         0.9721,       110.4330,       350.5407,       117.2113,     86544.8750,       190.5126,       135.0260,    158015.4062,     10922.0000,       301.3916,         0.0000,         0.3593,         0.6128
     36,         0.1010,         0.9024,         1.0033,       110.1424,       350.5609,       117.1357,     86544.5000,       190.2491,       135.4531,    158015.0625,     10922.0000,       301.4305,         0.0000,         0.3603,         0.6430
     37,         0.0495,         0.7712,         0.8207,       109.8527,       350.5814,       117.0601,     86544.1250,       189.9863,       135.8788,    158014.7031,     10922.0000,       301.4693,         0.0000,         0.3595,         0.4611
     38,         0.0052,         0.5089,         0.5142,       109.5636,       350.6013,       116.9847,     86543.7500,       189.7239,       136.3048,    158014.3438,     10922.0000,       301.5085,         0.0000,         0.3551,         0.1591
     39,         0.0175,         0.4780,         0.4955,       109.2754,       350.6208,       116.9093,     86543.3750,       189.4622,       136.7301,    158014.0000,     10922.0000,       301.5471,         0.0000,         0.3538,         0.1417
     40,         0.0095,         0.4642,         0.4737,       108.9879,       350.6406,       116.8341,     86543.0000,       189.2011,       137.1541,    158013.6406,     10922.0000,       301.5858,         0.0000,         0.3532,         0.1206
     41,         0.0146,         0.4396,         0.4542,       108.7011,       350.6604,       116.7590,     86542.6250,       188.9406,       137.5777,    158013.2812,     10922.0000,       301.6248,         0.0000,         0.3501,         0.1041
     42,         0.0353,         0.5751,         0.6104,       108.4151,       350.6805,       116.6840,     86542.2500,       188.6806,       137.9987,    158012.9375,     10922.0000,       301.6637,         0.0000,         0.3520,         0.2584
     43,         0.0837,         0.6028,         0.6864,       108.1299,       350.7008,       116.6091,     86541.8750,       188.4211,       138.4171,    158012.5781,     10922.0000,       301.7023,         0.0000,         0.3543,         0.3321
     44,         0.3258,         0.7507,         1.0765,       107.8454,       350.7224,       116.5340,     86541.5000,       188.1610,       138.8324,    158012.2188,     10922.0000,       301.7408,         0.0000,         0.3575,         0.7190
     45,         0.1396,         0.8847,         1.0243,       107.5616,       350.7447,       116.4584,     86541.1250,       187.8993,       139.2464,    158011.8750,     10922.0000,       301.7796,         0.0000,         0.3542,         0.6702
     46,         0.2961,         0.7937,         1.0898,       107.2786,       350.7672,       116.3827,     86540.7500,       187.6379,       139.6586,    158011.5156,     10922.0000,       301.8182,         0.0000,         0.3552,         0.7346
     47,         0.8047,         0.3054,         1.1101,       107.0833,       350.7899,       116.3941,     86540.3750,       187.3770,       140.0694,    158011.1562,     10922.0000,       301.8569,         0.1739,         0.3553,         0.7548
     48,         0.2170,         0.9787,         1.1957,       106.8015,       350.8129,       116.3185,     86540.0000,       187.1164,       140.4784,    158010.8125,     10922.0000,       301.8955,         0.0000,         0.3561,         0.8395
     49,         0.0297,         0.5588,         0.5886,       106.5205,       350.8361,       116.2430,     86539.6250,       186.8561,       140.8876,    158010.4688,     10922.0000,       301.9342,         0.0000,         0.3522,         0.2363
     50,         0.0113,         0.5178,         0.5291,       106.2403,       350.8587,       116.1675,     86539.2500,       186.5963,       141.2966,    158010.1094,     10922.0000,       301.9732,         0.0000,         0.3518,         0.1773
     51,         0.0375,         0.5759,         0.6134,       105.9608,       350.8823,       116.0921,     86538.8750,       186.3368,       141.7030,    158009.7500,     10922.0000,       302.0120,         0.0000,         0.3520,         0.2614
     52,         0.0748,         0.5784,         0.6532,       105.6820,       350.9061,       116.0167,     86538.5000,       186.0776,       142.1078,    158009.4062,     10922.0000,       302.0500,         0.0000,         0.3524,         0.3008
     53,         0.0708,         0.5728,         0.6436,       105.4039,       350.9295,       115.9414,     86538.1250,       185.8189,       142.5117,    158009.0625,     10922.0000,       302.0882,         0.0000,         0.3530,         0.2906
     54,         0.0229,         0.7619,         0.7848,       105.1266,       350.9538,       115.8662,     86537.7500,       185.5605,       142.9132,    158008.7031,     10922.0000,       302.1263,         0.0000,         0.3536,         0.4313
     55,         0.0196,         0.5706,         0.5902,       104.8500,       350.9776,       115.7909,     86537.3750,       185.3024,       143.3138,    158008.3438,     10922.0000,       302.1644,         0.0000,         0.3574,         0.2328
     56,         0.0049,         0.4518,         0.4568,       104.5742,       351.0010,       115.7157,     86537.0000,       185.0447,       143.7149,    158008.0000,     10922.0000,       302.2030,         0.0000,         0.3569,         0.0999
     57,         0.0081,         0.4214,         0.4294,       104.2990,       351.0243,       115.6407,     86536.6250,       184.7874,       144.1163,    158007.6562,     10922.0000,       302.2416,         0.0000,         0.3543,         0.0751
     58,         0.0507,         0.5201,         0.5708,       104.0246,       351.0482,       115.5656,     86536.2500,       184.5304,       144.5142,    158007.2969,     10922.0000,       302.2801,         0.0000,         0.3577,         0.2131
     59,         0.1169,         0.5144,         0.6313,       103.7509,       351.0723,       115.4905,     86535.8750,       184.2738,       144.9104,    158006.9375,     10922.0000,       302.3184,         0.0000,         0.3592,         0.2721
     60,         0.0566,         0.5465,         0.6031,       103.4780,       351.0970,       115.4155,     86535.5000,       184.0175,       145.3044,    158006.5938,     10922.0000,       302.3567,         0.0000,         0.3601,         0.2430
     61,         0.0093,         0.4584,         0.4678,       103.2057,       351.1214,       115.3406,     86535.1250,       183.7617,       145.6989,    158006.2500,     10922.0000,       302.3952,         0.0000,         0.3570,         0.1107
     62,         0.0475,         0.5800,         0.6275,       102.9342,       351.1469,       115.2657,     86534.7500,       183.5061,       146.0902,    158005.9062,     10922.0000,       302.4333,         0.0000,         0.3596,         0.2679
     63,         0.0648,         0.6063,         0.6711,       102.6633,       351.1727,       115.1909,     86534.3750,       183.2509,       146.4794,    158005.5469,     10922.0000,       302.4714,         0.0000,         0.3611,         0.3100
     64,         0.0706,         0.5292,         0.5998,       102.3932,       351.1981,       115.1161,     86534.0000,       182.9962,       146.8677,    158005.1875,     10922.0000,       302.5097,         0.0000,         0.3613,         0.2386
     65,         0.0561,         0.5914,         0.6474,       102.1238,       351.2242,       115.0414,     86533.6250,       182.7417,       147.2542,    158004.8438,     10922.0000,       302.5478,         0.0000,         0.3613,         0.2861
     66,         0.0793,         0.5485,         0.6278,       101.8551,       351.2503,       114.9667,     86533.2500,       182.4876,       147.6390,    158004.5000,     10922.0000,       302.5859,         0.0000,         0.3629,         0.2649
     67,         0.1516,         0.5142,         0.6658,       101.5872,       351.2763,       114.8921,     86532.8750,       182.2339,       148.0233,    158004.1562,     10922.0000,       302.6242,         0.0000,         0.3615,         0.3044
     68,         0.2204,         0.6467,         0.8671,       101.3199,       351.3032,       114.8176,     86532.5000,       181.9806,       148.4044,    158003.8125,     10922.0000,       302.6622,         0.0000,         0.3645,         0.5026
     69,         0.2658,         0.5943,         0.8601,       101.0533,       351.3302,       114.7430,     86532.1250,       181.7276,       148.7837,    158003.4531,     10922.0000,       302.6997,         0.0000,         0.3652,         0.4949
     70,         0.2897,         0.6411,         0.9308,       100.7874,       351.3576,       114.6686,     86531.7500,       181.4754,       149.1612,    158003.1094,     10922.0000,       302.7369,         0.0000,         0.3651,         0.5657
     71,         0.0493,         0.6947,         0.7440,       100.5223,       351.3852,       114.5943,     86531.3750,       181.2232,       149.5371,    158002.7500,     10922.0000,       302.7741,         0.0000,         0.3658,         0.3782
     72,         0.1079,         0.5554,         0.6632,       100.2578,       351.4128,       114.5200,     86531.0000,       180.9713,       149.9124,    158002.4062,     10922.0000,       302.8114,         0.0000,         0.3643,         0.2989
     73,         0.4731,         0.3477,         0.8208,        99.9940,       351.4407,       114.4457,     86530.6250,       180.7200,       150.2854,    158002.0625,     10922.0000,       302.8486,         0.0000,         0.3660,         0.4549
     74,         0.5282,         0.4509,         0.9792,        99.7309,       351.4689,       114.3717,     86530.2500,       180.4697,       150.6562,    158001.7188,     10922.0000,       302.8858,         0.0000,         0.3664,         0.6127
     75,         0.4601,         0.4897,         0.9498,        99.4685,       351.4972,       114.2976,     86529.8750,       180.2191,       151.0264,    158001.3750,     10922.0000,       302.9232,         0.0000,         0.3660,         0.5838
     76,         0.5632,         0.4747,         1.0379,        99.2068,       351.5258,       114.2234,     86529.5000,       179.9687,       151.3944,    158001.0312,     10922.0000,       302.9604,         0.0000,         0.3669,         0.6710
     77,         0.1655,         0.6005,         0.7660,        98.9458,       351.5545,       114.1493,     86529.1250,       179.7186,       151.7618,    158000.6875,     10922.0000,       302.9977,         0.0000,         0.3629,         0.4031
     78,         0.3125,         0.5376,         0.8501,        98.6855,       351.5830,       114.0752,     86528.7500,       179.4688,       152.1286,    158000.3438,     10922.0000,       303.0349,         0.0000,         0.3608,         0.4893
     79,         0.1077,         0.8695,         0.9772,        98.4258,       351.6123,       114.0013,     86528.3750,       179.2194,       152.4926,    157999.9844,     10922.0000,       303.0723,         0.0000,         0.3645,         0.6126
     80,         0.2963,         0.7151,         1.0114,        98.1669,       351.6417,       113.9273,     86528.0000,       178.9703,       152.8552,    157999.6406,     10922.0000,       303.1096,         0.0000,         0.3629,         0.6484
     81,         0.1194,         0.7020,         0.8214,        97.9086,       351.6711,       113.8533,     86527.6250,       178.7216,       153.2171,    157999.2969,     10922.0000,       303.1469,         0.0000,         0.3575,         0.4638
     82,         0.1174,         0.5483,         0.6658,        97.6510,       351.7007,       113.7795,     86527.2500,       178.4732,       153.5779,    157998.9531,     10922.0000,       303.1841,         0.0000,         0.3581,         0.3076
     83,         0.1782,         0.4553,         0.6336,        97.3941,       351.7298,       113.7057,     86526.8750,       178.2253,       153.9383,    157998.5938,     10922.0000,       303.2215,         0.0000,         0.3628,         0.2708
     84,         0.1988,         0.4580,         0.6568,        97.1378,       351.7590,       113.6319,     86526.5000,       177.9776,       154.2971,    157998.2500,     10922.0000,       303.2589,         0.0000,         0.3642,         0.2926
     85,         0.1690,         0.4785,         0.6475,        96.8822,       351.7886,       113.5582,     86526.1250,       177.7304,       154.6544,    157997.9062,     10922.0000,       303.2960,         0.0000,         0.3645,         0.2830
     86,         0.2071,         0.4338,         0.6409,        96.6273,       351.8181,       113.4846,     86525.7500,       177.4835,       155.0108,    157997.5625,     10922.0000,       303.3327,         0.0000,         0.3647,         0.2761
     87,         0.3179,         0.3945,         0.7123,        96.3731,       351.8478,       113.4110,     86525.3750,       177.2370,       155.3658,    157997.2188,     10922.0000,       303.3694,         0.0000,         0.3655,         0.3469
     88,         0.4291,         0.3249,         0.7540,        96.1196,       351.8778,       113.3375,     86525.0000,       176.9908,       155.7189,    157996.8750,     10922.0000,       303.4060,         0.0000,         0.3668,         0.3873
     89,         0.4805,         0.2880,         0.7685,        95.8667,       351.9082,       113.2641,     86524.6250,       176.7449,       156.0703,    157996.5312,     10922.0000,       303.4425,         0.0000,         0.3671,         0.4014
     90,         0.3217,         0.5327,         0.8544,        95.6144,       351.9393,       113.1907,     86524.2500,       176.4995,       156.4199,    157996.1875,     10922.0000,       303.4790,         0.0000,         0.3679,         0.4865
     91,         0.1692,         0.7301,         0.8993,        95.3629,       351.9708,       113.1172,     86523.8750,       176.2542,       156.7677,    157995.8438,     10922.0000,       303.5156,         0.0000,         0.3687,         0.5305
     92,         0.7142,         0.2214,         0.9355,        95.1120,       352.0023,       113.0438,     86523.5000,       176.0094,       157.1136,    157995.5000,     10922.0000,       303.5520,         0.0000,         0.3690,         0.5665
     93,         0.0575,         0.8266,         0.8841,        94.8617,       352.0341,       112.9705,     86523.1250,       175.7648,       157.4587,    157995.1562,     10922.0000,       303.5886,         0.0000,         0.3644,         0.5197
     94,         0.3364,         0.5468,         0.8832,        94.6121,       352.0663,       112.8973,     86522.7500,       175.5206,       157.8020,    157994.8125,     10922.0000,       303.6250,         0.0000,         0.3608,         0.5224
     95,         0.4369,         0.4048,         0.8417,        94.3632,       352.0981,       112.8241,     86522.3750,       175.2767,       158.1452,    157994.4688,     10922.0000,       303.6615,         0.0000,         0.3586,         0.4831
     96,         0.6842,         0.1218,         0.8060,        94.1149,       352.1301,       112.7508,     86522.0000,       175.0332,       158.4866,    157994.1250,     10922.0000,       303.6979,         0.0000,         0.3597,         0.4463
     97,         0.6878,         0.1866,         0.8744,        93.8673,       352.1624,       112.6778,     86521.6250,       174.7900,       158.8268,    157993.7812,     10922.0000,       303.7344,         0.0000,         0.3594,         0.5150
     98,         1.4260,        -0.3346,         1.0914,        93.7987,       352.1950,       112.7832,     86521.2500,       174.5473,       159.1647,    157993.4375,     10922.0000,       303.7708,         0.3571,         0.3618,         0.7295
     99,         1.2159,        -0.0965,         1.1194,        93.6452,       352.2276,       112.8034,     86520.8750,       174.3049,       159.5014,    157993.0938,     10922.0000,       303.8071,         0.1867,         0.3623,         0.7571
    100,         0.1755,         0.8904,         1.0659,        93.3988,       352.2606,       112.7302,     86520.5000,       174.0627,       159.8370,    157992.7500,     10922.0000,       303.8434,         0.0000,         0.3625,         0.7033
    101,         1.2334,        -0.1297,         1.1037,        93.2586,       352.2939,       112.7627,     86520.1250,       173.8209,       160.1705,    157992.4219,     10922.0000,       303.8795,         0.2111,         0.3645,         0.7391
    102,         1.8126,        -0.5842,         1.2284,        93.3468,       352.3277,       113.0235,     86519.7500,       173.5794,       160.5017,    157992.0781,     10922.0000,       303.9153,         0.6678,         0.3667,         0.8617
    103,         0.5298,         0.4717,         1.0015,        93.1012,       352.3629,       112.9502,     86519.3750,       173.3384,       160.8267,    157991.7344,     10922.0000,       303.9504,         0.0000,         0.3767,         0.6248
    104,         0.4072,         0.4598,         0.8670,        92.8563,       352.3983,       112.8771,     86519.0000,       173.0980,       161.1499,    157991.4062,     10922.0000,       303.9854,         0.0000,         0.3778,         0.4892
    105,         0.2825,         0.6198,         0.9024,        92.6120,       352.4330,       112.8040,     86518.6250,       172.8579,       161.4743,    157991.0625,     10922.0000,       304.0208,         0.0000,         0.3739,         0.5284
    106,         0.1479,         0.6523,         0.8002,        92.3683,       352.4672,       112.7310,     86518.2500,       172.6180,       161.8001,    157990.7188,     10922.0000,       304.0566,         0.0000,         0.3696,         0.4306
    107,         0.2702,         0.5173,         0.7875,        92.1253,       352.5016,       112.6579,     86517.8750,       172.3784,       162.1249,    157990.3750,     10922.0000,       304.0923,         0.0000,         0.3688,         0.4187
    108,         0.1939,         0.5794,         0.7734,        91.8829,       352.5364,       112.5848,     86517.5000,       172.1390,       162.4483,    157990.0312,     10922.0000,       304.1281,         0.0000,         0.3692,         0.4041
    109,         0.4576,         0.3838,         0.8414,        91.6412,       352.5724,       112.5119,     86517.1250,       171.9001,       162.7664,    157989.6875,     10922.0000,       304.1632,         0.0000,         0.3763,         0.4651
    110,         0.4166,         0.4733,         0.8899,        91.4001,       352.6108,       112.4390,     86516.7891,       171.6614,       163.0739,    157989.4062,     10922.0000,       304.1970,         0.0000,         0.3935,         0.4964
    111,         0.5915,         0.3240,         0.9155,        91.1596,       352.6507,       112.3661,     86516.4219,       171.4231,       163.3746,    157989.1250,     10922.0000,       304.2298,         0.0000,         0.4047,         0.5108
    112,         0.3843,         0.6518,         1.0360,        90.9197,       352.6933,       112.2932,     86516.1094,       171.1851,       163.6628,    157988.9844,     10922.0000,       304.2610,         0.0000,         0.4268,         0.6092
    113,         0.4840,         0.4901,         0.9742,        90.6805,       352.7370,       112.2204,     86515.7344,       170.9473,       163.9458,    157988.8438,     10922.0000,       304.2913,         0.0000,         0.4355,         0.5386
    114,         1.3731,        -0.2292,         1.1439,        90.6194,       352.7841,       112.3251,     86515.3594,       170.7098,       164.2144,    157988.6875,     10922.0000,       304.3191,         0.3551,         0.4611,         0.6828
    115,         1.9009,        -0.4468,         1.4541,        90.7337,       352.8381,       112.6053,     86514.9844,       170.4728,       164.4559,    157988.5625,     10922.0000,       304.3434,         0.7062,         0.5153,         0.9388
    116,         0.7992,         0.3961,         1.1953,        90.4990,       352.8954,       112.5363,     86514.6094,       170.2362,       164.6807,    157988.4375,     10922.0000,       304.3653,         0.0079,         0.5529,         0.6424
    117,         0.1095,         0.9454,         1.0549,        90.2609,       352.9458,       112.4634,     86514.2344,       170.0000,       164.9269,    157988.2969,     10922.0000,       304.3907,         0.0000,         0.5152,         0.5396
    118,         1.0523,         0.1059,         1.1582,        90.1104,       352.9971,       112.4776,     86513.8594,       169.7640,       165.1731,    157988.1562,     10922.0000,       304.4164,         0.1741,         0.5052,         0.6530
    119,         1.9189,        -0.4745,         1.4444,        90.2554,       353.0557,       112.7871,     86513.4297,       169.5285,       165.3913,    157987.9688,     10922.0000,       304.4378,         0.7648,         0.5578,         0.8866
    120,         0.3597,         0.8854,         1.2451,        90.0179,       353.1187,       112.7141,     86512.9062,       169.2934,       165.5890,    157987.7031,     10922.0000,       304.4562,         0.0000,         0.6020,         0.6431
    121,         0.1322,         0.8579,         0.9901,        89.7811,       353.1735,       112.6410,     86512.5234,       169.0585,       165.8141,    157987.5625,     10922.0000,       304.4790,         0.0000,         0.5518,         0.4382
    122,         0.5634,         0.4188,         0.9821,        89.5449,       353.2249,       112.5680,     86512.1484,       168.8239,       166.0534,    157987.4375,     10922.0000,       304.5042,         0.0000,         0.5173,         0.4649
    123,         1.3605,        -0.1855,         1.1750,        89.4342,       353.2818,       112.6202,     86511.7188,       168.5897,       166.2733,    157987.2500,     10922.0000,       304.5266,         0.2501,         0.5500,         0.6251
    124,         1.5366,        -0.1604,         1.3762,        89.4457,       353.3448,       112.7943,     86511.2578,       168.3559,       166.4673,    157987.0312,     10922.0000,       304.5452,         0.4940,         0.5997,         0.7765
    125,         0.5656,         0.7618,         1.3274,        89.2104,       353.4119,       112.7212,     86510.6953,       168.1222,       166.6431,    157986.7188,     10922.0000,       304.5610,         0.0000,         0.6382,         0.6892
    126,         1.9189,        -0.4237,         1.4952,        89.3009,       353.4767,       112.9736,     86510.2188,       167.8890,       166.8269,    157986.5000,     10922.0000,       304.5783,         0.6510,         0.6195,         0.8757
    127,         1.7734,        -0.0646,         1.7088,        89.4082,       353.5547,       113.2429,     86509.6094,       167.6562,       166.9604,    157986.1562,     10922.0000,       304.5880,         0.6850,         0.7137,         0.9951
    128,         1.7016,         0.0633,         1.7649,        89.5293,       353.6379,       113.5260,     86508.9766,       167.4236,       167.0710,    157985.7969,     10922.0000,       304.5943,         0.7131,         0.7601,         1.0048
    129,         0.9417,         0.5643,         1.5060,        91.3501,       353.7261,       113.5114,     86508.2266,       167.1913,       167.1613,    157985.3125,       129.0000,       304.5971,         2.1180,         0.8059,         0.7001
    130,         1.7405,         0.1550,         1.8955,        93.5310,       353.8170,       113.8617,     86507.4766,       166.9593,       167.2438,    157984.8438,       129.0000,       304.5982,         2.8480,         0.8297,         1.0658
    131,         2.9039,        -0.7185,         2.1854,        95.8796,       353.9198,       114.3855,     86506.6562,       166.7276,       167.2878,    157984.3125,       129.0000,       304.5932,         3.1952,         0.9235,         1.2618
    132,         1.0414,         0.6631,         1.7046,        97.6430,       354.0284,       114.3296,     86505.7500,       166.4963,       167.3081,    157983.7188,       129.0000,       304.5837,         2.0365,         0.9943,         0.7102
    133,         0.5066,         1.1647,         1.6712,        99.3837,       354.1259,       114.2556,     86504.9375,       166.2652,       167.3660,    157983.1875,       129.0000,       304.5793,         2.0000,         0.9434,         0.7278
    134,         1.2801,         0.4723,         1.7524,       101.2891,       354.2171,       114.3511,     86504.1875,       166.0346,       167.4512,    157982.7188,       129.0000,       304.5785,         2.3390,         0.9008,         0.8516
    135,         1.8866,        -0.0384,         1.8482,       103.3264,       354.3088,       114.5837,     86503.3906,       165.8045,       167.5422,    157982.1875,       129.0000,       304.5779,         2.6133,         0.8977,         0.9505
    136,         2.6296,        -0.5922,         2.0374,       105.5366,       354.4035,       114.9948,     86502.5703,       165.5755,       167.6255,    157981.6562,       129.0000,       304.5755,         2.9702,         0.9209,         1.1165
    137,         2.7475,        -0.5723,         2.1753,       107.7849,       354.5031,       115.4508,     86501.7344,       165.3507,       167.6921,    157981.0938,       129.0000,       304.5693,         3.0580,         0.9568,         1.2185
    138,         2.8334,        -0.6236,         2.2097,       110.0866,       354.6019,       115.9673,     86500.8906,       165.1307,       167.7614,    157980.5469,       129.0000,       304.5625,         3.1767,         0.9549,         1.2548
    139,         3.4370,        -0.9518,         2.4852,       112.4822,       354.7169,       116.0343,     86499.9297,       165.4657,       167.7756,    157979.8906,       129.0000,       304.5462,         3.3771,         1.0590,         1.4262
    140,         3.1436,        -0.4540,         2.6896,       115.0266,       354.8340,       116.1333,     86498.9141,       165.9275,       167.7785,    157979.1875,       129.0000,       304.5268,         3.6873,         1.0920,         1.5976
    141,         1.6930,         0.6826,         2.3757,       117.2106,       354.9566,       116.1597,     86497.8750,       166.0998,       167.7655,    157978.4375,       129.0000,       304.5044,         2.9798,         1.1539,         1.2217
    142,         2.6031,        -0.1064,         2.4968,       119.4521,       355.0844,       116.1953,     86496.8359,       166.3122,       167.7430,    157977.7812,       129.0000,       304.4809,         3.1057,         1.2052,         1.2916
    143,         1.8886,         0.4887,         2.3772,       121.5189,       355.2173,       116.1968,     86495.7578,       166.3884,       167.7035,    157977.0625,       129.0000,       304.4539,         2.7681,         1.2516,         1.1257
    144,         1.2803,         0.6955,         1.9758,       123.2309,       355.3365,       116.1284,     86494.6484,       166.1848,       167.7119,    157976.2500,       129.0000,       304.4334,         2.0685,         1.1795,         0.7963
