 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
     61,         0.0093,         0.4584,         0.4678,         0.0000,         0.1107,       103.2057,       115.3406,       183.7617,       145.6989,       302.3952,       351.1214,         0.3570,     86535.1250,     71120.0000
     62,         0.0475,         0.5800,         0.6275,         0.0000,         0.2679,       102.9342,       115.2657,       183.5061,       146.0902,       302.4333,       351.1469,         0.3596,     86534.7500,     71120.0000
     63,         0.0648,         0.6063,         0.6711,         0.0000,         0.3100,       102.6633,       115.1909,       183.2509,       146.4794,       302.4714,       351.1727,         0.3611,     86534.3750,     71120.0000
     64,         0.0706,         0.5292,         0.5998,         0.0000,         0.2386,       102.3932,       115.1161,       182.9962,       146.8677,       302.5097,       351.1981,         0.3613,     86534.0000,     71120.0000
     65,         0.0561,         0.5914,         0.6474,         0.0000,         0.2861,       102.1238,       115.0414,       182.7417,       147.2542,       302.5478,       351.2242,         0.3613,     86533.6250,     71120.0000
     66,         0.0793,         0.5485,         0.6278,         0.0000,         0.2649,       101.8551,       114.9667,       182.4876,       147.6390,       302.5859,       351.2503,         0.3629,     86533.2500,     71120.0000
     67,         0.1516,         0.5142,         0.6658,         0.0000,         0.3044,       101.5872,       114.8921,       182.2339,       148.0233,       302.6242,       351.2763,         0.3615,     86532.8750,     71120.0000
     68,         0.2204,         0.6467,         0.8671,         0.0000,         0.5026,       101.3199,       114.8176,       181.9806,       148.4044,       302.6622,       351.3032,         0.3645,     86532.5000,     71120.0000
     69,         0.2658,         0.5943,         0.8601,         0.0000,         0.4949,       101.0533,       114.7430,       181.7276,       148.7837,       302.6997,       351.3302,         0.3652,     86532.1250,     71120.0000
     70,         0.2897,         0.6411,         0.9308,         0.0000,         0.5657,       100.7874,       114.6686,       181.4754,       149.1612,       302.7369,       351.3576,         0.3651,     86531.7500,     71120.0000
     71,         0.0493,         0.6947,         0.7440,         0.0000,         0.3782,       100.5223,       114.5943,       181.2232,       149.5371,       302.7741,       351.3852,         0.3658,     86531.3750,     71120.0000
     72,         0.1079,         0.5554,         0.6632,         0.0000,         0.2989,       100.2578,       114.5200,       180.9713,       149.9124,       302.8114,       351.4128,         0.3643,     86531.0000,     71120.0000
     73,         0.4731,         0.3477,         0.8208,         0.0000,         0.4549,        99.9940,       114.4457,       180.7200,       150.2854,       302.8486,       351.4407,         0.3660,     86530.6250,     71120.0000
     74,         0.5282,         0.4509,         0.9792,         0.0000,         0.6127,        99.7309,       114.3717,       180.4697,       150.6562,       302.8858,       351.4689,         0.3664,     86530.2500,     71120.0000
     75,         0.4601,         0.4897,         0.9498,         0.0000,         0.5838,        99.4685,       114.2976,       180.2191,       151.0264,       302.9232,       351.4972,         0.3660,     86529.8750,     71120.0000
     76,         0.5632,         0.4747,         1.0379,         0.0000,         0.6710,        99.2068,       114.2234,       179.9687,       151.3944,       302.9604,       351.5258,         0.3669,     86529.5000,     71120.0000
     77,         0.1655,         0.6005,         0.7660,         0.0000,         0.4031,        98.9458,       114.1493,       179.7186,       151.7618,       302.9977,       351.5545,         0.3629,     86529.1250,     71120.0000
     78,         0.3125,         0.5376,         0.8501,         0.0000,         0.4893,        98.6855,       114.0752,       179.4688,       152.1286,       303.0349,       351.5830,         0.3608,     86528.7500,     71120.0000
     79,         0.1077,         0.8695,         0.9772,         0.0000,         0.6126,        98.4258,       114.0013,       179.2194,       152.4926,       303.0723,       351.6123,         0.3645,     86528.3750,     71120.0000
     80,         0.2963,         0.7151,         1.0114,         0.0000,         0.6484,        98.1669,       113.9273,       178.9703,       152.8552,       303.1096,       351.6417,         0.3629,     86528.0000,     71120.0000
     81,         0.1194,         0.7020,         0.8214,         0.0000,         0.4638,        97.9086,       113.8533,       178.7216,       153.2171,       303.1469,       351.6711,         0.3575,     86527.6250,     71120.0000
     82,         0.1174,         0.5483,         0.6658,         0.0000,         0.3076,        97.6510,       113.7795,       178.4732,       153.5779,       303.1841,       351.7007,         0.3581,     86527.2500,     71120.0000
     83,         0.1782,         0.4553,         0.6336,         0.0000,         0.2708,        97.3941,       113.7057,       178.2253,       153.9383,       303.2215,       351.7298,         0.3628,     86526.8750,     71120.0000
     84,         0.1988,         0.4580,         0.6568,         0.0000,         0.2926,        97.1378,       113.6319,       177.9776,       154.2971,       303.2589,       351.7590,         0.3642,     86526.5000,     71120.0000
     85,         0.1690,         0.4785,         0.6475,         0.0000,         0.2830,        96.8822,       113.5582,       177.7304,       154.6544,       303.2960,       351.7886,         0.3645,     86526.1250,     71120.0000
     86,         0.2071,         0.4338,         0.6409,         0.0000,         0.2761,        96.6273,       113.4846,       177.4835,       155.0108,       303.3327,       351.8181,         0.3647,     86525.7500,     71120.0000
     87,         0.3179,         0.3945,         0.7123,         0.0000,         0.3469,        96.3731,       113.4110,       177.2370,       155.3658,       303.3694,       351.8478,         0.3655,     86525.3750,     71120.0000
     88,         0.4291,         0.3249,         0.7540,         0.0000,         0.3873,        96.1196,       113.3375,       176.9908,       155.7189,       303.4060,       351.8778,         0.3668,     86525.0000,     71120.0000
     89,         0.4805,         0.2880,         0.7685,         0.0000,         0.4014,        95.8667,       113.2641,       176.7449,       156.0703,       303.4425,       351.9082,         0.3671,     86524.6250,     71120.0000
     90,         0.3217,         0.5327,         0.8544,         0.0000,         0.4865,        95.6144,       113.1907,       176.4995,       156.4199,       303.4790,       351.9393,         0.3679,     86524.2500,     71120.0000
     91,         0.1692,         0.7301,         0.8993,         0.0000,         0.5305,        95.3629,       113.1172,       176.2542,       156.7677,       303.5156,       351.9708,         0.3687,     86523.8750,     71120.0000
     92,         0.7142,         0.2214,         0.9355,         0.0000,         0.5665,        95.1120,       113.0438,       176.0094,       157.1136,       303.5520,       352.0023,         0.3690,     86523.5000,     71120.0000
     93,         0.0575,         0.8266,         0.8841,         0.0000,         0.5197,        94.8617,       112.9705,       175.7648,       157.4587,       303.5886,       352.0341,         0.3644,     86523.1250,     71120.0000
     94,         0.3364,         0.5468,         0.8832,         0.0000,         0.5224,        94.6121,       112.8973,       175.5206,       157.8020,       303.6250,       352.0663,         0.3608,     86522.7500,     71120.0000
     95,         0.4369,         0.4048,         0.8417,         0.0000,         0.4831,        94.3632,       112.8241,       175.2767,       158.1452,       303.6615,       352.0981,         0.3586,     86522.3750,     71120.0000
     96,         0.6842,         0.1218,         0.8060,         0.0000,         0.4463,        94.1149,       112.7508,       175.0332,       158.4866,       303.6979,       352.1301,         0.3597,     86522.0000,     71120.0000
     97,         0.6878,         0.1866,         0.8744,         0.0000,         0.5150,        93.8673,       112.6778,       174.7900,       158.8268,       303.7344,       352.1624,         0.3594,     86521.6250,     71120.0000
     98,         1.4260,        -0.3346,         1.0914,         0.3571,         0.7295,        93.7987,       112.7832,       174.5473,       159.1647,       303.7708,       352.1950,         0.3618,     86521.2500,     71120.0000
     99,         1.2159,        -0.0965,         1.1194,         0.1867,         0.7571,        93.6452,       112.8034,       174.3049,       159.5014,       303.8071,       352.2276,         0.3623,     86520.8750,     71120.0000
    100,         0.1755,         0.8904,         1.0659,         0.0000,         0.7033,        93.3988,       112.7302,       174.0627,       159.8370,       303.8434,       352.2606,         0.3625,     86520.5000,     71120.0000
    101,         1.2334,        -0.1297,         1.1037,         0.2111,         0.7391,        93.2586,       112.7627,       173.8209,       160.1705,       303.8795,       352.2939,         0.3645,     86520.1250,     71120.0000
    102,         1.8126,        -0.5842,         1.2284,         0.6678,         0.8617,        93.3468,       113.0235,       173.5794,       160.5017,       303.9153,       352.3277,         0.3667,     86519.7500,     71120.0000
    103,         0.5298,         0.4717,         1.0015,         0.0000,         0.6248,        93.1012,       112.9502,       173.3384,       160.8267,       303.9504,       352.3629,         0.3767,     86519.3750,     71120.0000
    104,         0.4072,         0.4598,         0.8670,         0.0000,         0.4892,        92.8563,       112.8771,       173.0980,       161.1499,       303.9854,       352.3983,         0.3778,     86519.0000,     71120.0000
    105,         0.2825,         0.6198,         0.9024,         0.0000,         0.5284,        92.6120,       112.8040,       172.8579,       161.4743,       304.0208,       352.4330,         0.3739,     86518.6250,     71120.0000
    106,         0.1479,         0.6523,         0.8002,         0.0000,         0.4306,        92.3683,       112.7310,       172.6180,       161.8001,       304.0566,       352.4672,         0.3696,     86518.2500,     71120.0000
    107,         0.2702,         0.5173,         0.7875,         0.0000,         0.4187,        92.1253,       112.6579,       172.3784,       162.1249,       304.0923,       352.5016,         0.3688,     86517.8750,     71120.0000
    108,         0.1939,         0.5794,         0.7734,         0.0000,         0.4041,        91.8829,       112.5848,       172.1390,       162.4483,       304.1281,       352.5364,         0.3692,     86517.5000,     71120.0000
    109,         0.4576,         0.3838,         0.8414,         0.0000,         0.4651,        91.6412,       112.5119,       171.9001,       162.7664,       304.1632,       352.5724,         0.3763,     86517.1250,     71120.0000
    110,         0.4166,         0.4733,         0.8899,         0.0000,         0.4964,        91.4001,       112.4390,       171.6614,       163.0739,       304.1970,       352.6108,         0.3935,     86516.7891,     71120.0000
    111,         0.5915,         0.3240,         0.9155,         0.0000,         0.5108,        91.1596,       112.3661,       171.4231,       163.3746,       304.2298,       352.6507,         0.4047,     86516.4219,     71120.0547
    112,         0.3843,         0.6518,         1.0360,         0.0000,         0.6092,        90.9197,       112.2932,       171.1851,       163.6628,       304.2610,       352.6933,         0.4268,     86516.1094,     71120.1797
    113,         0.4840,         0.4901,         0.9742,         0.0000,         0.5386,        90.6805,       112.2204,       170.9473,       163.9458,       304.2913,       352.7370,         0.4355,     86515.7344,     71120.3672
    114,         1.3731,        -0.2292,         1.1439,         0.3551,         0.6828,        90.6194,       112.3251,       170.7098,       164.2144,       304.3191,       352.7841,         0.4611,     86515.3594,     71120.5547
    115,         1.9009,        -0.4468,         1.4541,         0.7062,         0.9388,        90.7337,       112.6053,       170.4728,       164.4559,       304.3434,       352.8381,         0.5153,     86514.9844,     71120.7422
    116,         0.7992,         0.3961,         1.1953,         0.0079,         0.6424,        90.4990,       112.5363,       170.2362,       164.6807,       304.3653,       352.8954,         0.5529,     86514.6094,     71120.9297
    117,         0.1095,         0.9454,         1.0549,         0.0000,         0.5396,        90.2609,       112.4634,       170.0000,       164.9269,       304.3907,       352.9458,         0.5152,     86514.2344,     71121.1172
    118,         1.0523,         0.1059,         1.1582,         0.1741,         0.6530,        90.1104,       112.4776,       169.7640,       165.1731,       304.4164,       352.9971,         0.5052,     86513.8594,     71121.3047
    119,         1.9189,        -0.4745,         1.4444,         0.7648,         0.8866,        90.2554,       112.7871,       169.5285,       165.3913,       304.4378,       353.0557,         0.5578,     86513.4297,     71121.4922
    120,         0.3597,         0.8854,         1.2451,         0.0000,         0.6431,        90.0179,       112.7141,       169.2934,       165.5890,       304.4562,       353.1187,         0.6020,     86512.9062,     71121.6797
    121,         0.1322,         0.8579,         0.9901,         0.0000,         0.4382,        89.7811,       112.6410,       169.0585,       165.8141,       304.4790,       353.1735,         0.5518,     86512.5234,     71121.8672
    122,         0.5634,         0.4188,         0.9821,         0.0000,         0.4649,        89.5449,       112.5680,       168.8239,       166.0534,       304.5042,       353.2249,         0.5173,     86512.1484,     71122.0547
    123,         1.3605,        -0.1855,         1.1750,         0.2501,         0.6251,        89.4342,       112.6202,       168.5897,       166.2733,       304.5266,       353.2818,         0.5500,     86511.7188,     71122.2422
    124,         1.5366,        -0.1604,         1.3762,         0.4940,         0.7765,        89.4457,       112.7943,       168.3559,       166.4673,       304.5452,       353.3448,         0.5997,     86511.2578,     71122.4297
    125,         0.5656,         0.7618,         1.3274,         0.0000,         0.6892,        89.2104,       112.7212,       168.1222,       166.6431,       304.5610,       353.4119,         0.6382,     86510.6953,     71122.6172
    126,         1.9189,        -0.4237,         1.4952,         0.6510,         0.8757,        89.3009,       112.9736,       167.8890,       166.8269,       304.5783,       353.4767,         0.6195,     86510.2188,     71122.8047
    127,         1.7734,        -0.0646,         1.7088,         0.6850,         0.9951,        89.4082,       113.2429,       167.6562,       166.9604,       304.5880,       353.5547,         0.7137,     86509.6094,     71122.9922
    128,         1.7016,         0.0633,         1.7649,         0.7131,         1.0048,        89.5293,       113.5260,       167.4236,       167.0710,       304.5943,       353.6379,         0.7601,     86508.9766,     71123.1797
    129,         0.9417,         0.5643,         1.5060,         2.1180,         0.7001,        91.3501,       113.5114,       167.1913,       167.1613,       304.5971,       353.7261,         0.8059,     86508.2266,     71123.3672
    130,         1.7405,         0.1550,         1.8955,         2.8480,         1.0658,        93.5310,       113.8617,       166.9593,       167.2438,       304.5982,       353.8170,         0.8297,     86507.4766,     71123.5547
    131,         2.9039,        -0.7185,         2.1854,         3.1952,         1.2618,        95.8796,       114.3855,       166.7276,       167.2878,       304.5932,       353.9198,         0.9235,     86506.6562,     71123.7422
    132,         1.0414,         0.6631,         1.7046,         2.0365,         0.7102,        97.6430,       114.3296,       166.4963,       167.3081,       304.5837,       354.0284,         0.9943,     86505.7500,     71123.9297
    133,         0.5066,         1.1647,         1.6712,         2.0000,         0.7278,        99.3837,       114.2556,       166.2652,       167.3660,       304.5793,       354.1259,         0.9434,     86504.9375,     71124.1172
    134,         1.2801,         0.4723,         1.7524,         2.3390,         0.8516,       101.2891,       114.3511,       166.0346,       167.4512,       304.5785,       354.2171,         0.9008,     86504.1875,     71124.3047
    135,         1.8866,        -0.0384,         1.8482,         2.6133,         0.9505,       103.3264,       114.5837,       165.8045,       167.5422,       304.5779,       354.3088,         0.8977,     86503.3906,     71124.4922
    136,         2.6296,        -0.5922,         2.0374,         2.9702,         1.1165,       105.5366,       114.9948,       165.5755,       167.6255,       304.5755,       354.4035,         0.9209,     86502.5703,     71124.6797
    137,         2.7475,        -0.5723,         2.1753,         3.0580,         1.2185,       107.7849,       115.4508,       165.3507,       167.6921,       304.5693,       354.5031,         0.9568,     86501.7344,     71124.8672
    138,         2.8334,        -0.6236,         2.2097,         3.1767,         1.2548,       110.0866,       115.9673,       165.1307,       167.7614,       304.5625,       354.6019,         0.9549,     86500.8906,     71125.0547
    139,         3.4370,        -0.9518,         2.4852,         3.3771,         1.4262,       112.4822,       116.0343,       165.4657,       167.7756,       304.5462,       354.7169,         1.0590,     86499.9297,     71125.2422
    140,         3.1436,        -0.4540,         2.6896,         3.6873,         1.5976,       115.0266,       116.1333,       165.9275,       167.7785,       304.5268,       354.8340,         1.0920,     86498.9141,     71125.4297
    141,         1.6930,         0.6826,         2.3757,         2.9798,         1.2217,       117.2106,       116.1597,       166.0998,       167.7655,       304.5044,       354.9566,         1.1539,     86497.8750,     71125.6172
    142,         2.6031,        -0.1064,         2.4968,         3.1057,         1.2916,       119.4521,       116.1953,       166.3122,       167.7430,       304.4809,       355.0844,         1.2052,     86496.8359,     71125.8516
    143,         1.8886,         0.4887,         2.3772,         2.7681,         1.1257,       121.5189,       116.1968,       166.3884,       167.7035,       304.4539,       355.2173,         1.2516,     86495.7578,     71126.0859
    144,         1.2803,         0.6955,         1.9758,         2.0685,         0.7963,       123.2309,       116.1284,       166.1848,       167.7119,       304.4334,       355.3365,         1.1795,     86494.6484,     71126.2734
    145,         2.4549,        -0.2130,         2.2419,         2.7283,         1.1182,       125.2680,       116.1260,       166.2456,       167.7543,       304.4174,       355.4485,         1.1237,     86493.6250,     71126.4609
    146,         2.0537,         0.0792,         2.1329,         2.5111,         1.0235,       127.1913,       116.1024,       166.2207,       167.8080,       304.4023,       355.5586,         1.1094,     86492.6172,     71126.6484
    147,         1.5002,         0.5631,         2.0633,         2.3523,         0.9965,       129.0300,       116.0637,       166.1351,       167.8865,       304.3900,       355.6626,         1.0668,     86491.6797,     71126.8359
    148,         1.9135,         0.2701,         2.1836,         2.5133,         1.0726,       130.9443,       116.0400,       166.1101,       167.9454,       304.3744,       355.7747,         1.1110,     86490.6641,     71127.0234
    149,         2.8306,        -0.3163,         2.5143,         3.0569,         1.3653,       133.1251,       116.0705,       166.3023,       167.9891,       304.3556,       355.8921,         1.1490,     86489.6250,     71127.2109
    150,         1.1031,         1.3539,         2.4570,         2.8763,         1.2579,       135.2101,       116.0829,       166.4220,       168.0134,       304.3330,       356.0150,         1.1991,     86488.5000,     71127.3984
    151,         3.0119,        -0.3474,         2.6646,         3.2088,         1.4064,       137.4553,       116.1285,       166.6741,       168.0068,       304.3047,       356.1477,         1.2581,     86487.4062,     71127.7422
    152,         2.3251,         0.0313,         2.3565,         2.5973,         1.1374,       139.3894,       116.1130,       166.6816,       168.0321,       304.2806,       356.2708,         1.2190,     86486.3203,     71127.9844
    153,         2.9576,        -0.3132,         2.6445,         3.2519,         1.4611,       141.6455,       116.1629,       166.9510,       168.0857,       304.2599,       356.3877,         1.1834,     86485.2656,     71128.1875
    154,         3.7352,        -0.6420,         3.0932,         3.9007,         1.7865,       144.2195,       116.2778,       167.4792,       168.0777,       304.2289,       356.5238,         1.3067,     86484.1562,     71128.5781
    155,         4.2890,        -1.4179,         2.8711,         3.3291,         1.5358,       146.5013,       116.3353,       167.7782,       168.0658,       304.1961,       356.6608,         1.3353,     86483.0547,     71129.0234
