 month,GPP_m,NPP_m,Reco_m,NEE_m,Rh_m,Ra_m,RLEAV_m, RWOOD_m,RROOT_m,Rh4_m,Rh5_m,Rh6_m,Rh7_m,Rh8_m,pheno,NSC_yr,add_yr,store_yr, QC(1),QC(2),QC(3),QC(4),QC(5),QC(6),QC(7),QC(8), wcl(1),wcl(2),wcl(3),zwt,thawd,snowd,  ch4emission,ch4pro,ch4oxi,ch4difu,ch4ebusat,ch4pla, ch4v1,ch4v2,ch4v3,ch4v4,ch4v5,ch4v6,ch4v7,ch4v8,ch4v9,ch4v10,unsatebu
     11,        10.2613,         0.0233,        41.3204,        31.0591,        17.5480,        23.7724,        19.5843,         1.0068,         3.1812,         4.0405,         0.3688,         8.2582,         4.4689,         0.4116,       129.0000,        14.6696,         0.0000,         0.0737,       170.5674,        97.8740,       188.0801,       242.0619,       257.6933,       453.0541,     81867.3672,     72557.1094,         0.8827,         0.9451,         0.9469,       -65.7370,       150.0000,         0.0520,         0.9640,         1.1223,         0.1759,         0.0689,         0.5357,         0.3594,         0.0054,         1.0697,         3.8324,         5.1094,         6.2009,         7.3472,         7.6169,         7.7546,         7.8866,         8.0114,         0.0000
     12,         2.2528,         0.0000,        27.2207,        24.9678,        16.1072,        11.1135,         8.4046,         0.4415,         2.2674,         3.9159,         0.3380,         7.4466,         4.0350,         0.3717,       129.0000,        14.6696,         0.0000,         0.0737,       155.5431,        95.7717,       179.5289,       256.9053,       258.6990,       452.6477,     81860.8047,     72557.1094,         0.8688,         0.9466,         0.9476,       -65.4416,       150.0000,         0.1499,         0.4727,         0.9690,         0.1722,         0.1004,         0.2169,         0.1555,         0.0063,         1.8184,         4.3825,         6.0992,         6.9580,         7.4798,         7.6154,         7.6930,         7.7772,         7.8643,         0.0000
     13,         1.6820,         0.0000,        13.7589,        12.0769,        12.8293,         0.9296,         0.6918,         0.0384,         0.1995,         3.2686,         0.2689,         5.8366,         3.1638,         0.2915,       129.0000,        16.3324,         0.0000,         0.0822,       143.7231,        94.0293,       172.6024,       268.4128,       259.5627,       452.5916,     81855.1797,     72557.1094,         0.8540,         0.9472,         0.9480,       -67.5481,       150.0000,         0.2191,         0.2836,         0.6813,         0.1228,         0.0686,         0.0792,         0.1357,         0.0069,         1.9016,         4.2744,         6.3062,         7.2072,         7.6526,         7.7393,         7.7907,         7.8506,         7.9157,         0.0000
     14,         3.2042,         0.0000,        13.1388,         9.9346,        13.1346,         0.0042,         0.0031,         0.0002,         0.0009,         3.4641,         0.2745,         5.9023,         3.1989,         0.2947,       129.0000,        16.3324,         0.0000,         0.0822,       132.8012,        92.2622,       165.7263,       278.5371,       260.4360,       452.7328,     81849.5547,     72557.1094,         0.9132,         0.9458,         0.9472,       -57.8786,       150.0000,         0.4041,         0.2748,         0.6410,         0.0959,         0.0646,         0.0736,         0.1366,         0.0060,         1.8920,         4.2345,         6.3532,         7.3281,         7.8007,         7.8758,         7.9177,         7.9676,         8.0227,         0.0000
     15,        24.8493,         1.1179,        16.9812,        -7.8681,        13.5197,         3.4615,         2.5874,         0.2023,         0.6719,         3.6696,         0.2821,         6.0116,         3.2563,         0.3000,       129.0000,        16.3324,         0.0000,         0.0822,       123.2514,        90.5958,       159.3999,       287.1154,       261.2878,       453.0600,     81843.9297,     72557.1094,         0.9529,         0.9434,         0.9455,        16.9131,       150.0000,         0.2200,         0.4933,         0.8612,         0.0389,         0.3010,         0.0536,         0.1387,         0.0304,         1.8897,         4.2151,         6.3579,         7.4101,         7.9258,         8.0044,         8.0458,         8.0948,         8.1494,         0.0000
     16,        31.3010,        42.2109,        27.5804,        -3.7206,        14.9641,        12.6163,        10.2401,         0.6584,         1.7177,         4.1814,         0.3132,         6.5807,         3.5608,         0.3281,        94.0000,        16.3324,         0.0000,         0.0822,       153.5768,        89.0698,       153.7621,       294.8390,       262.0349,       453.6285,     81837.2578,     72558.1172,         0.9526,         0.9338,         0.9394,         2.7127,       150.0000,         0.0000,         0.7907,         1.0859,         0.0311,         0.4668,         0.1529,         0.1710,         0.0497,         1.8562,         4.3409,         6.3002,         7.4033,         8.0240,         8.1194,         8.1675,         8.2202,         8.2778,         0.0000
     17,        80.3734,        30.9044,        77.2843,        -3.0891,        36.2927,        40.9916,        32.1479,         2.7217,         6.1220,        10.4249,         0.7765,        15.7883,         8.5179,         0.7851,        94.0000,        16.3324,         0.0000,         0.0822,       158.8183,        89.9896,       157.9229,       289.5766,       261.6877,       455.4587,     81815.4297,     72566.2031,         0.9527,         0.9378,         0.9418,        35.2162,       150.0000,         0.0000,         2.0688,         2.9723,         0.2870,         0.7826,         0.5047,         0.7815,         0.1072,         0.9877,         3.2889,         4.8258,         6.4002,         8.1859,         8.4372,         8.5579,         8.6510,         8.7256,         0.0000
     18,       121.7476,        47.7041,       117.9015,        -3.8460,        57.5903,        60.3112,        45.3828,         4.5540,        10.3744,        15.9869,         1.2392,        25.4413,        13.6630,         1.2599,        94.0000,        16.3324,         0.0000,         0.0822,       169.7466,        92.9862,       170.2000,       271.2170,       260.2243,       457.2852,     81780.7109,     72581.1172,         0.9525,         0.9307,         0.9374,       -14.2700,       150.0000,         0.0000,         4.2368,         6.0584,         0.3901,         1.9621,         1.1939,         1.0808,         0.1625,         1.6331,         3.8344,         4.8761,         6.3038,         8.4300,         8.7918,         8.9732,         9.1190,         9.2358,         0.0000
     19,       148.6252,        61.6743,       155.1750,         6.5499,        79.9870,        75.1880,        56.0621,         6.0082,        13.1177,        20.7779,         1.7461,        36.2536,        19.4176,         1.7919,        94.0000,        16.3324,         0.0000,         0.0822,       186.5184,        97.3113,       187.4536,       243.2709,       257.6140,       457.1453,     81730.6953,     72595.2500,         0.9526,         0.9337,         0.9391,       -24.6517,       150.0000,         0.0000,         5.1519,         8.6304,         1.0566,         2.0277,         1.6606,         1.4637,         0.1447,         2.1032,         4.7538,         5.5486,         6.6089,         8.9173,         9.2925,         9.4778,         9.6362,         9.7701,         0.0000
     20,       135.2207,        51.5280,       146.8645,        11.6437,        70.4950,        76.3695,        58.6486,         6.0137,        11.7072,        16.8509,         1.5406,        32.8381,        17.6366,         1.6288,        94.0000,        16.3324,         0.0000,         0.0822,       197.0723,       100.5463,       200.0054,       227.0182,       255.6052,       454.5274,     81685.8672,     72609.2344,         0.8858,         0.9341,         0.9395,       -65.8793,       150.0000,         0.0000,         4.5798,         7.0958,         1.2400,         1.0398,         2.1199,         1.4201,         0.0149,         1.5138,         4.3614,         5.1728,         6.2761,         8.7398,         9.1335,         9.3220,         9.4883,         9.6344,         0.0000
     21,        90.6927,        29.4524,       108.6009,        17.9083,        43.6549,        64.9461,        51.6546,         4.7446,         8.5469,         9.9650,         0.9403,        20.6011,        11.1209,         1.0277,        94.0000,        16.3324,         0.0000,         0.0822,       196.0883,       101.7928,       204.4799,       227.6457,       254.9126,       452.2767,     81658.2500,     72620.5312,         0.7356,         0.7508,         0.9241,      -118.5934,       150.0000,         0.0000,         2.1751,         3.0114,         1.1554,         0.2545,         1.0367,         0.8839,         0.0486,         0.0263,         3.3382,         4.2885,         5.5623,         7.9502,         8.3688,         8.5756,         8.7532,         8.9037,         0.7159
     22,        34.7929,         7.8118,        68.8480,        34.0551,        24.8641,        43.9840,        36.3318,         2.5545,         5.0977,         5.7366,         0.5247,        11.6860,         6.3315,         0.5853,        94.0000,        16.3324,         0.0000,         0.0822,       184.8669,       100.9041,       200.4435,       237.4207,       255.1642,       451.1634,     81642.6797,     72626.1562,         0.7675,         0.9329,         0.9450,       -82.4473,       150.0000,         0.0000,         0.7241,         1.3906,         0.9212,         0.1765,         0.1056,         0.4420,         0.0024,         0.3848,         2.7355,         4.0728,         5.5180,         7.4272,         7.7941,         7.9762,         8.1356,         8.2743,         0.6536
     23,         6.5016,         0.0000,        38.2250,        31.7234,        17.7499,        20.4751,        16.2446,         0.8097,         3.4208,         4.1903,         0.3670,         8.2819,         4.4951,         0.4156,        94.0000,        16.3324,         0.0000,         0.0822,       170.8184,        99.0548,       192.6535,       249.8374,       255.8870,       450.5144,     81631.9531,     72631.2578,         0.9514,         0.9429,         0.9457,       -50.7000,       150.0000,         0.0370,         0.8709,         1.2180,         0.1424,         0.1651,         0.3655,         0.3403,         0.0084,         1.0064,         3.3320,         4.8614,         6.1319,         7.3178,         7.5983,         7.7424,         7.8681,         7.9769,         0.0000
     24,         0.6971,         0.0000,        24.3874,        23.6904,        16.7240,         7.6634,         5.7921,         0.3060,         1.5653,         4.1641,         0.3463,         7.6648,         4.1638,         0.3851,        94.0000,        16.3324,         0.0000,         0.0822,       155.7720,        96.8475,       183.5714,       264.6427,       256.9584,       450.2853,     81625.3906,     72631.2578,         0.9291,         0.9477,         0.9484,       -54.0776,       150.0000,         0.0685,         0.5250,         1.0623,         0.1826,         0.1476,         0.2264,         0.1510,         0.0084,         1.6572,         3.7114,         5.7941,         6.8910,         7.4869,         7.6402,         7.7259,         7.8094,         7.8892,         0.0000
     25,         0.9441,         0.0000,        13.9541,        13.0100,        13.5038,         0.4503,         0.3344,         0.0185,         0.0974,         3.5252,         0.2798,         6.0865,         3.3065,         0.3058,        94.0000,        15.1290,         0.0000,         0.0760,       143.9345,        94.9888,       176.1041,       276.0444,       257.8869,       450.3839,     81619.7656,     72631.2578,         0.9530,         0.9469,         0.9478,       -45.8970,       150.0000,         0.2321,         0.4023,         0.8301,         0.0893,         0.1992,         0.0746,         0.1285,         0.0104,         1.7883,         3.9322,         6.0683,         7.1669,         7.6816,         7.7822,         7.8392,         7.8996,         7.9617,         0.0000
     26,         2.0940,         0.0000,        13.4597,        11.3658,        13.4567,         0.0030,         0.0022,         0.0001,         0.0007,         3.6314,         0.2783,         5.9924,         3.2537,         0.3009,        94.0000,        15.1290,         0.0000,         0.0760,       132.9966,        93.1758,       168.9801,       286.0331,       258.7884,       450.6853,     81614.1406,     72631.2578,         0.9002,         0.9423,         0.9451,       -61.1415,       150.0000,         0.4258,         0.3705,         0.6965,         0.1048,         0.0823,         0.1547,         0.1334,         0.0055,         1.8769,         4.1259,         6.1515,         7.2798,         7.8151,         7.9021,         7.9481,         7.9988,         8.0524,         0.0000
     27,         6.3650,         0.0007,        13.4697,         7.1048,        13.3828,         0.0869,         0.0627,         0.0041,         0.0202,         3.7058,         0.2758,         5.9028,         3.2021,         0.2962,        94.0000,        15.1290,         0.0000,         0.0760,       122.8903,        91.4316,       162.2737,       294.6085,       259.6390,       451.1385,     81608.5156,     72631.2578,         0.9527,         0.9398,         0.9434,       -40.3756,       150.0000,         0.4497,         0.3696,         0.6970,         0.1266,         0.0870,         0.1463,         0.1363,         0.0108,         1.9178,         4.1545,         6.1250,         7.3222,         7.8976,         7.9895,         8.0362,         8.0857,         8.1370,         0.0000
     28,        16.3135,         0.3022,        14.5551,        -1.7584,        13.6296,         0.9255,         0.6805,         0.0565,         0.1885,         3.8524,         0.2801,         5.9658,         3.2323,         0.2990,        94.0000,        15.1290,         0.0000,         0.0760,       113.7019,        89.7000,       155.7677,       301.8202,       260.4813,       451.7375,     81602.8906,     72631.2578,         0.9527,         0.9371,         0.9417,        47.2673,       150.0000,         0.0000,         0.5465,         0.9024,         0.0366,         0.3452,         0.0637,         0.1376,         0.0307,         1.8733,         4.1148,         5.9573,         7.3524,         7.9839,         8.0854,         8.1362,         8.1880,         8.2409,         0.0000
     29,        51.2789,        37.0303,        40.6461,       -10.6328,        20.7335,        19.9126,        14.8192,         1.4477,         3.6457,         6.1068,         0.4372,         8.9206,         4.8227,         0.4462,       136.0000,        15.1290,         0.0000,         0.0760,       134.4824,        89.3677,       154.9563,       303.4861,       260.9329,       453.0660,     81592.0547,     72634.5234,         0.9528,         0.9389,         0.9422,         1.3904,       150.0000,         0.0000,         1.1858,         1.5153,         0.1402,         0.4832,         0.3783,         0.3242,         0.0718,         1.2085,         3.9879,         5.4803,         7.0283,         8.1033,         8.2369,         8.2988,         8.3649,         8.4379,         0.0000
     30,       100.2303,        62.0289,        92.3016,        -7.9288,        46.7420,        45.5596,        33.8677,         3.2650,         8.4269,        13.6695,         0.9976,        20.2014,        10.8677,         1.0058,       136.0000,        15.1290,         0.0000,         0.0760,       164.8585,        91.5270,       164.0223,       289.9365,       260.0461,       455.8285,     81563.8828,     72645.6562,         0.9526,         0.9346,         0.9400,         7.8516,       150.0000,         0.0000,         2.9403,         4.4668,         0.3258,         1.4202,         0.6350,         0.8851,         0.1936,         1.5884,         3.5630,         4.7737,         6.3921,         8.3471,         8.6417,         8.7831,         8.8985,         8.9958,         0.0000
     31,       131.0018,        53.3702,       135.1268,         4.1251,        72.4922,        62.6347,        46.6566,         4.6989,        11.2793,        19.9217,         1.5585,        32.1994,        17.2181,         1.5945,       136.0000,        15.1290,         0.0000,         0.0760,       177.9083,        95.0472,       178.2089,       262.7639,       257.8145,       457.6052,     81518.8906,     72659.2188,         0.9526,         0.9341,         0.9394,       -35.6949,       150.0000,         0.0000,         5.8020,         8.3387,         0.4158,         2.9434,         1.4543,         1.4044,         0.0661,         1.7529,         4.4522,         5.3504,         6.5361,         8.7625,         9.1317,         9.3184,         9.4733,         9.5997,         0.0000
     32,       131.5799,        50.4033,       133.2911,         1.7112,        60.3880,        72.9031,        55.7158,         5.7551,        11.4322,        15.5280,         1.3011,        27.5067,        14.6908,         1.3614,       136.0000,        15.1290,         0.0000,         0.0760,       188.7344,        98.2819,       191.0079,       248.5902,       256.3179,       457.1113,     81481.8594,     72674.3984,         0.8117,         0.9359,         0.9405,       -76.8034,       150.0000,         0.0000,         3.1068,         5.0702,         1.0020,         0.3635,         1.6085,         1.1348,         0.0067,         1.6429,         4.0800,         4.9765,         6.2023,         8.5181,         8.9149,         9.1128,         9.2847,         9.4337,         0.0000
     33,        93.5353,        42.7694,       118.5257,        24.9903,        56.8512,        61.6745,        47.6075,         4.3943,         9.6727,        13.8676,         1.2178,        26.3563,        14.1019,         1.3077,       136.0000,        15.1290,         0.0000,         0.0760,       194.8693,       100.6522,       200.0652,       239.7549,       255.0909,       455.3693,     81446.4531,     72688.1172,         0.8808,         0.9374,         0.9415,       -69.4907,       150.0000,         0.0000,         3.2565,         5.0922,         0.9949,         0.4708,         1.6370,         1.1487,         0.0098,         1.0712,         3.8172,         4.6914,         5.9311,         8.2527,         8.6598,         8.8647,         9.0413,         9.1912,         0.0000
     34,        36.6418,        10.8623,        69.9877,        33.3459,        33.4126,        36.5751,        30.1443,         1.9086,         4.5222,         7.9319,         0.7006,        15.6185,         8.3838,         0.7778,       136.0000,        15.1290,         0.0000,         0.0760,       185.1759,        99.7869,       196.1209,       244.7182,       255.0939,       453.9885,     81424.7969,     72696.5938,         0.9528,         0.9425,         0.9451,       -23.2082,       150.0000,         0.0673,         2.6956,         3.1844,         0.2089,         0.8792,         0.9637,         0.8527,         0.0289,         0.7842,         3.3389,         4.3447,         5.7224,         7.7270,         8.1135,         8.3101,         8.4806,         8.6254,         0.0000
     35,         4.8007,         0.0000,        33.0027,        28.2020,        17.5940,        15.4088,        12.3663,         0.6046,         2.4379,         4.2360,         0.3604,         8.1857,         4.4031,         0.4086,       136.0000,        15.1290,         0.0000,         0.0760,       171.1040,        97.8626,       188.1051,       257.2697,       255.8940,       453.3919,     81414.8438,     72700.9219,         0.9529,         0.9446,         0.9465,       -49.4044,       150.0000,         0.1432,         1.0656,         1.2756,         0.1945,         0.2108,         0.5378,         0.3170,         0.0101,         1.2451,         3.7096,         5.1164,         6.3404,         7.4495,         7.7253,         7.8706,         8.0022,         8.1187,         0.0000
     36,         0.4381,         0.0000,        19.7912,        19.3531,        15.8638,         3.9274,         2.9584,         0.1541,         0.8149,         4.0217,         0.3248,         7.2514,         3.9035,         0.3623,       136.0000,        15.1290,         0.0000,         0.0760,       156.0326,        95.6700,       179.1899,       272.3044,       257.0070,       453.2190,     81408.2734,     72700.9219,         0.9530,         0.9477,         0.9482,       -48.2604,       150.0000,         0.2107,         0.4545,         0.8926,         0.1303,         0.1146,         0.1954,         0.1445,         0.0040,         1.8343,         3.9922,         5.9211,         6.9976,         7.5683,         7.7171,         7.8023,         7.8835,         7.9591,         0.0000
     37,         0.4168,         0.0000,        13.0409,        12.6241,        12.8926,         0.1483,         0.1108,         0.0061,         0.0315,         3.4153,         0.2635,         5.8012,         3.1227,         0.2899,       136.0000,        14.6869,         0.0000,         0.0738,       144.1753,        93.8498,       171.9641,       283.8363,       257.9493,       453.3340,     81401.7969,     72700.9219,         0.9315,         0.9465,         0.9476,       -54.0876,       150.0000,         0.2257,         0.2786,         0.5932,         0.0616,         0.0498,         0.0978,         0.1311,         0.0037,         1.8063,         4.0337,         6.0540,         7.2034,         7.7258,         7.8316,         7.8917,         7.9495,         8.0043,         0.0000
     38,         1.0866,         0.0000,        13.0021,        11.9155,        12.9990,         0.0032,         0.0023,         0.0001,         0.0007,         3.5619,         0.2656,         5.7757,         3.1073,         0.2884,       136.0000,        14.6869,         0.0000,         0.0738,       133.2191,        92.0657,       165.0349,       293.8537,       258.8603,       453.6478,     81396.1094,     72700.9219,         0.9529,         0.9458,         0.9472,       -49.2619,        43.7500,         0.4757,         0.2660,         0.5344,         0.0521,         0.0386,         0.1006,         0.1268,         0.0034,         1.5970,         4.0144,         6.0300,         7.2979,         7.8548,         7.9489,         7.9987,         8.0479,         8.0962,         0.0000
     39,         7.0612,         0.0010,        13.6793,         6.6181,        13.5826,         0.0967,         0.0704,         0.0045,         0.0219,         3.8261,         0.2774,         5.9716,         3.2095,         0.2980,       136.0000,        14.6869,         0.0000,         0.0738,       123.0960,        90.2957,       158.3105,       302.2103,       259.7316,       454.1497,     81390.4844,     72700.9219,         0.9529,         0.9415,         0.9444,       -52.0603,       150.0000,         0.6406,         0.3623,         0.6095,         0.0822,         0.0695,         0.1690,         0.1238,         0.0076,         1.7191,         3.9714,         5.8336,         7.3138,         7.9430,         8.0400,         8.0879,         8.1366,         8.1862,         0.0000
     40,        20.4902,         0.0686,        15.7229,        -4.7673,        13.9279,         1.7950,         1.2909,         0.0887,         0.4154,         4.0109,         0.2846,         6.0712,         3.2587,         0.3025,       136.0000,        14.6869,         0.0000,         0.0738,       113.7748,        88.5627,       151.8736,       308.9640,       260.5487,       454.8173,     81384.8594,     72700.9219,         0.9528,         0.9399,         0.9432,        24.8578,       150.0000,         0.0622,         0.4932,         0.8280,         0.0484,         0.2574,         0.1063,         0.1295,         0.0331,         1.7932,         3.9253,         5.7089,         7.3223,         8.0153,         8.1200,         8.1696,         8.2225,         8.2787,         0.0000
     41,        60.9382,        31.0398,        48.0199,       -12.9183,        25.0895,        22.9303,        16.8953,         1.6761,         4.3590,         7.5173,         0.5282,        10.7534,         5.7562,         0.5345,       141.0000,        14.6869,         0.0000,         0.0738,       127.7868,        88.4628,       152.0679,       306.8146,       260.7615,       456.5263,     81371.3516,     72706.1953,         0.9050,         0.9322,         0.9382,       -63.1930,       150.0000,         0.0000,         1.4483,         1.9400,         0.1599,         0.6595,         0.4079,         0.3809,         0.0129,         1.2604,         3.8259,         5.3605,         6.9293,         8.1800,         8.3513,         8.4356,         8.5067,         8.5814,         0.0000
     42,       114.8501,        76.4456,       115.0935,         0.2434,        60.1897,        54.9037,        40.1899,         4.0400,        10.6738,        17.3410,         1.2722,        26.2856,        13.9912,         1.2998,       141.0000,        14.6869,         0.0000,         0.0738,       168.8232,        91.3820,       164.1595,       283.6098,       259.1527,       459.3040,     81334.3125,     72720.5859,         0.9527,         0.9358,         0.9407,        38.1269,       150.0000,         0.0000,         4.9619,         6.8564,         0.0683,         2.7426,         1.0384,         1.1809,         0.2736,         2.0212,         4.1311,         5.1642,         6.5143,         8.5393,         8.8688,         9.0337,         9.1551,         9.2683,         0.0000
     43,       142.5274,        52.5424,       154.0151,        11.4877,        83.5204,        70.4947,        53.3179,         5.5448,        11.6320,        21.9881,         1.7710,        37.8338,        20.0624,         1.8652,       141.0000,        14.6869,         0.0000,         0.0738,       181.2683,        94.8285,       178.0590,       251.2588,       256.3790,       459.1716,     81281.7656,     72735.5703,         0.9526,         0.9331,         0.9388,       -50.2110,       150.0000,         0.0000,         7.3455,        10.4094,         0.7560,         3.0352,         2.6489,         1.6614,         0.0557,         2.3144,         5.1195,         5.8832,         6.7761,         9.0932,         9.4235,         9.5689,         9.6891,         9.7977,         0.0000
     44,       132.9942,        53.6146,       161.7931,        28.7989,        80.6479,        81.1452,        62.0696,         6.7174,        12.3582,        19.4573,         1.7312,        37.5973,        20.0011,         1.8610,       141.0000,        14.6869,         0.0000,         0.0738,       193.2999,        98.4059,       192.1827,       227.6129,       253.8002,       456.0113,     81230.6484,     72749.7031,         0.9527,         0.9374,         0.9417,       -46.1135,       150.0000,         0.0000,         4.7295,         8.1207,         1.4026,         0.5358,         2.6596,         1.5342,         0.0563,         2.1391,         4.9893,         5.7068,         6.6255,         9.1337,         9.4791,         9.6121,         9.7245,         9.8264,         0.0000
