 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_sat_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10,ebu_sum_unsat_d,zwt
      1,         0.0087,         0.0289,         0.0049,         0.0044,         0.0000,         0.0043,         0.0094,         1.8091,         3.8508,         5.8532,         6.9936,         7.5753,         7.7231,         7.8074,         7.8876,         7.9621,         0.0000,       -48.8793
      2,         0.0196,         0.0285,         0.0055,         0.0051,         0.0101,         0.0043,         0.0112,         1.8082,         3.8544,         5.8624,         7.0042,         7.5813,         7.7265,         7.8095,         7.8889,         7.9632,         0.0000,       -49.1562
      3,         0.0088,         0.0263,         0.0049,         0.0045,         0.0000,         0.0043,         0.0099,         1.8067,         3.8578,         5.8712,         7.0150,         7.5877,         7.7304,         7.8121,         7.8908,         7.9649,         0.0000,       -49.3425
      4,         0.0118,         0.0278,         0.0049,         0.0044,         0.0030,         0.0043,         0.0094,         1.8052,         3.8611,         5.8796,         7.0253,         7.5939,         7.7343,         7.8148,         7.8927,         7.9665,         0.0000,       -49.5033
      5,         0.0156,         0.0285,         0.0051,         0.0046,         0.0067,         0.0043,         0.0097,         1.8045,         3.8646,         5.8876,         7.0345,         7.5997,         7.7379,         7.8172,         7.8944,         7.9679,         0.0000,       -49.6913
      6,         0.0089,         0.0282,         0.0051,         0.0045,         0.0000,         0.0043,         0.0096,         1.8038,         3.8681,         5.8951,         7.0435,         7.6056,         7.7416,         7.8198,         7.8963,         7.9694,         0.0000,       -49.8598
      7,         0.0089,         0.0284,         0.0051,         0.0045,         0.0000,         0.0043,         0.0096,         1.8034,         3.8716,         5.9023,         7.0520,         7.6113,         7.7452,         7.8223,         7.8981,         7.9709,         0.0000,       -50.0300
      8,         0.0291,         0.0281,         0.0051,         0.0045,         0.0203,         0.0043,         0.0095,         1.8030,         3.8765,         5.9091,         7.0603,         7.6170,         7.7490,         7.8250,         7.9001,         7.9725,         0.0000,       -50.3195
      9,         0.0159,         0.0264,         0.0045,         0.0039,         0.0077,         0.0043,         0.0085,         1.8042,         3.8799,         5.9158,         7.0687,         7.6229,         7.7530,         7.8280,         7.9025,         7.9745,         0.0000,       -50.5615
     10,         0.0094,         0.0280,         0.0051,         0.0044,         0.0006,         0.0044,         0.0095,         1.8202,         3.8833,         5.9222,         7.0765,         7.6286,         7.7569,         7.8310,         7.9047,         7.9764,         0.0000,       -50.7713
     11,         0.0089,         0.0282,         0.0052,         0.0044,         0.0001,         0.0044,         0.0094,         1.8243,         3.8875,         5.9284,         7.0835,         7.6339,         7.7604,         7.8336,         7.9067,         7.9780,         0.0000,       -50.9421
     12,         0.0101,         0.0282,         0.0055,         0.0047,         0.0010,         0.0044,         0.0104,         1.8230,         3.8925,         5.9342,         7.0902,         7.6391,         7.7640,         7.8362,         7.9087,         7.9797,         0.0000,       -51.1560
     13,         0.0112,         0.0281,         0.0055,         0.0048,         0.0020,         0.0044,         0.0103,         1.8220,         3.8972,         5.9398,         7.0968,         7.6443,         7.7675,         7.8389,         7.9108,         7.9814,         0.0000,       -51.4042
     14,         0.0116,         0.0280,         0.0052,         0.0044,         0.0029,         0.0044,         0.0093,         1.8217,         3.9064,         5.9450,         7.1032,         7.6495,         7.7712,         7.8417,         7.9130,         7.9833,         0.0000,       -51.5571
     15,         0.0154,         0.0277,         0.0055,         0.0047,         0.0063,         0.0044,         0.0105,         1.8226,         3.9102,         5.9501,         7.1097,         7.6548,         7.7749,         7.8446,         7.9153,         7.9854,         0.0000,       -51.7032
     16,         0.0144,         0.0269,         0.0056,         0.0048,         0.0052,         0.0044,         0.0106,         1.8209,         3.9141,         5.9549,         7.1165,         7.6604,         7.7791,         7.8479,         7.9181,         7.9878,         0.0000,       -51.9357
     17,         0.0088,         0.0278,         0.0051,         0.0043,         0.0002,         0.0044,         0.0091,         1.8199,         3.9257,         5.9594,         7.1224,         7.6655,         7.7828,         7.8509,         7.9206,         7.9899,         0.0000,       -52.1666
     18,         0.0188,         0.0272,         0.0050,         0.0042,         0.0102,         0.0044,         0.0090,         1.8210,         3.9313,         5.9637,         7.1282,         7.6706,         7.7866,         7.8540,         7.9231,         7.9922,         0.0000,       -52.4461
     19,         0.0140,         0.0273,         0.0050,         0.0041,         0.0055,         0.0044,         0.0088,         1.8354,         3.9337,         5.9678,         7.1342,         7.6759,         7.7906,         7.8573,         7.9259,         7.9946,         0.0000,       -52.7107
     20,         0.0084,         0.0263,         0.0049,         0.0040,         0.0000,         0.0044,         0.0086,         1.8376,         3.9363,         5.9715,         7.1399,         7.6810,         7.7946,         7.8606,         7.9287,         7.9971,         0.0000,       -52.9694
     21,         0.0068,         0.0232,         0.0031,         0.0024,         0.0000,         0.0044,         0.0058,         1.8343,         3.9384,         5.9749,         7.1462,         7.6866,         7.7991,         7.8644,         7.9321,         8.0002,         0.0000,       -53.1862
     22,         0.0134,         0.0237,         0.0039,         0.0031,         0.0059,         0.0044,         0.0072,         1.8340,         3.9419,         5.9780,         7.1520,         7.6920,         7.8034,         7.8681,         7.9353,         8.0030,         0.0000,       -53.3865
     23,         0.0070,         0.0236,         0.0033,         0.0025,         0.0000,         0.0044,         0.0060,         1.8538,         3.9563,         5.9810,         7.1576,         7.6973,         7.8077,         7.8718,         7.9386,         8.0060,         0.0000,       -53.6393
     24,         0.0108,         0.0272,         0.0054,         0.0043,         0.0020,         0.0045,         0.0095,         1.8679,         3.9688,         5.9838,         7.1620,         7.7019,         7.8114,         7.8750,         7.9412,         8.0084,         0.0000,       -53.8871
     25,         0.0135,         0.0272,         0.0053,         0.0042,         0.0048,         0.0045,         0.0092,         1.8677,         3.9740,         5.9865,         7.1661,         7.7064,         7.8150,         7.8780,         7.9438,         8.0107,         0.0000,       -54.0252
