"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.461,0,14.27326125,13.8122555,14.00256025,0.2707,0.222,0.006,0.0427,3.794666,0.284922,6.28079475,3.3362495,0.30592775,148.9371,71.7151,180.3568,294.9485,261.0116,463.6118,82144.9844,72475.8828,0.3831985,0.8187,0.15127375,0.121849,0.12945225,0.13190225,0.008589,1.867388,4.03666825,6.00578175,7.18760025,7.73204725,7.8375905,7.89840375,7.9624,8.028
"2",4.3333,0.0035,14.02817225,9.69484975,13.94032525,0.0878,0.0709,0.0022,0.0148,3.8873745,0.28251825,6.1856405,3.283666,0.30112475,137.6206,69.8639,173.0948,304.8271,261.9326,463.9562,82139.3594,72475.8828,0.42643,0.8106,0.1186185,0.164096,0.12684425,0.1354925,0.009842,1.90481125,4.109873,5.99026925,7.27193425,7.849564,7.9482655,8.00302,8.0612,8.121
"3",10.9973,0,14.2099265,3.21266325,14.01128775,0.1986,0.1603,0.0049,0.0334,3.997623,0.2829555,6.16268975,3.268286,0.29973725,127.1624,68.0777,166.1914,313.2682,262.8003,464.4519,82133.7344,72475.8828,0.45373875,0.765,0.14865875,0.1054755,0.21110225,0.13715975,0.00630125,1.95295175,4.17791175,5.93805775,7.2841965,7.91234375,8.017676,8.07406775,8.1318,8.1907
"4",30.831,1.4483,23.190425,-7.64062075,16.048784,7.1416,5.9761,0.2538,0.9118,4.703782,0.32583075,6.9823215,3.6977055,0.3391425,118.2123,66.4523,160.0284,318.8905,263.5389,465.247,82126.7188,72477.2266,0.7358585,1.1609,0.0469715,0.46313425,0.08544575,0.187275,0.05594725,1.722425,4.06884975,5.75185425,7.23897325,8.0123905,8.1354175,8.197999,8.2593,8.3211
"5",70.2384,54.0734,70.0554,-0.1830305,35.7934415,34.262,27.6849,1.8477,4.7294,10.65538025,0.741478,15.47764575,8.1694765,0.7494655,151.7099,66.7822,161.7188,311.2445,263.2932,467.2417,82106.4453,72485.5156,1.81849175,2.6558,0.3798755,0.4960955,0.631854,0.690542,0.02290825,1.034408,3.43086925,4.716524,6.36298775,8.142932,8.40956425,8.54214625,8.64330125,8.7222
"6",110.5754,52.7766,111.15523325,0.5798555,54.546887,56.6083,44.6531,3.3936,8.5616,15.75042425,1.139067,23.93235025,12.57122175,1.15383,171.0382,69.0968,171.2408,294.3436,262.1074,469.3043,82074.2578,72500.4688,2.71382825,4.6926,0.585468,0.87316825,0.89175675,0.94890125,0.162625,1.406225,3.59672075,4.645859,6.1857165,8.306774,8.676436,8.863904,9.0137,9.1329
"7",152.0779,61.4944,161.68249825,9.60461375,84.91075875,76.7717,58.8834,5.0708,12.8175,23.05811425,1.8093995,38.21041825,19.9961885,1.8366395,187.6049,73.3662,188.3788,260.3866,259.3195,469.7726,82022.6094,72515.5703,6.44541875,9.9407,0.63996875,3.1353335,1.713351,1.596728,0.27672675,2.28027225,4.90456375,5.68244025,6.7296805,9.02947725,9.4005635,9.584046,9.74008275,9.8711
"8",148.7757,56.1901,161.26925075,12.4936005,80.40065025,80.8686,63.8168,5.2095,11.8423,19.82261325,1.72590275,37.4166515,19.6308925,1.804594,200.3198,76.9961,202.7168,236.028,256.8173,466.6299,81971.8906,72529.9922,7.375341,9.8346,0.546494,3.155375,2.4311515,1.78881725,0.01615725,1.80369875,4.792188,5.5617165,6.5748645,9.11276225,9.4937395,9.67100075,9.8283,9.9668
"9",97.3019,27.1025,121.73769075,24.43578175,49.69217325,72.0455,60.6882,4.1535,7.2039,11.52882725,1.05844875,23.535234,12.42656725,1.14309675,197.9897,77.9055,206.0729,233.1793,255.9162,463.6983,81941.0156,72542.2578,2.90831175,3.6539,0.949116,0.18115375,1.688069,1.039091,0.00980725,0.5656215,3.532568,4.42085175,5.6883215,8.21433675,8.627664,8.82448125,9.0003,9.1568
"10",56.0028,15.9898,88.57073025,32.5679295,32.27811675,56.2926,48.9156,2.8049,4.5721,7.50817675,0.679992,15.252648,8.09254725,0.7447545,190.5018,77.6618,204.8026,239.5013,255.9337,461.9241,81920.5,72549.6719,1.549869,2.1417,0.66522025,0.1872885,0.6973605,0.66522225,0.006031,0.66857575,3.23243825,4.18085275,5.523327,7.62251525,8.012101,8.2003,8.3676,8.5151
"11",13.2077,0.0263,46.910795,33.703113,17.2263755,29.6844,26.7178,0.8807,2.0859,4.06255575,0.354097,8.10233325,4.31058625,0.39680675,176.0376,75.8482,197.337,252.42,256.667,461.0858,81912.1484,72552.3125,0.924151,1.0464,0.16336025,0.0498995,0.52304125,0.35120575,0.00334,0.88057675,3.7001375,4.9936335,6.15868275,7.3327005,7.60740925,7.74609975,7.8789,8.0053
"12",3.0519,0,29.62706375,26.575177,15.568071,14.059,11.844,0.3071,1.908,3.87373925,0.3195135,7.191358,3.830789,0.35267125,160.5315,73.7519,188.8341,267.8091,257.7124,460.6898,81905.5859,72552.3125,0.41482875,0.8776,0.14772475,0.06276125,0.20478625,0.14728275,0.00464925,1.75845175,4.16746725,5.96398725,6.91608325,7.46007625,7.598887,7.6767,7.7604,7.847
"13",2.2895,0,13.29669425,11.00721875,12.29570775,1.001,0.8222,0.0225,0.1563,3.204632,0.2519425,5.58745775,2.97753825,0.27413975,148.3323,72.0381,181.9851,279.7777,258.5916,460.6286,81899.0469,72552.3125,0.25175725,0.6185,0.1043545,0.04209125,0.07883225,0.1308345,0.003633,1.79122375,4.1012075,6.163018,7.15981225,7.62895825,7.718206,7.76990175,7.8301,7.8957
"14",4.3871,0,12.54320325,8.1561475,12.52912175,0.0141,0.0115,3e-04,0.0023,3.3794715,0.2559835,5.62224475,2.99560075,0.27582375,137.0602,70.317,175.1993,290.3648,259.4691,460.7635,81893.2656,72552.3125,0.25032725,0.592,0.0869895,0.0393985,0.07946075,0.131474,0.004117,1.8089745,4.11067725,6.1974495,7.2767625,7.77436925,7.8523585,7.89459175,7.944,7.9984
"15",29.5207,1.4102,18.57492875,-10.94577875,13.660115,4.9148,4.0783,0.1855,0.651,3.7919165,0.278609,6.06347725,3.228795,0.297318,127.3284,68.636,168.679,299.3284,260.3682,461.1036,81887.6406,72552.3125,0.4303325,0.8493,0.05276075,0.26831775,0.02684025,0.135172,0.0304665,1.8553545,4.1182975,6.182619,7.367372,7.91270425,7.994118,8.03559175,8.0843,8.1386
"16",38.0067,43.5945,32.61286225,-5.393817,15.25986425,17.353,15.425,0.5563,1.3716,4.35918225,0.3121485,6.6976885,3.5627535,0.32809325,158.342,67.1276,162.9401,307.363,261.1616,461.6985,81880.9688,72553.3203,0.79033325,1.1032,0.0356695,0.4663875,0.1562925,0.16765025,0.05177025,1.83165925,4.18419425,6.0750495,7.3571515,8.02014325,8.11942725,8.1679,8.2207,8.2783
"17",89.3345,32.3011,84.290629,-5.04392275,36.93295625,47.3577,38.7405,2.5933,6.0239,10.842483,0.772157,16.03251175,8.50260525,0.78319325,163.8975,68.1405,167.2927,301.9141,260.8665,463.6038,81859.2969,72561.4453,2.0182005,2.973,0.304003,0.7379275,0.493486,0.78678075,0.1092085,0.9574545,3.2854625,4.622557,6.32613075,8.18878025,8.44594675,8.5670215,8.6602,8.735
"18",132.9191,49.0309,127.331762,-5.587244,58.90585775,68.4259,53.6845,4.3825,10.3588,16.7169465,1.23911025,25.9751565,13.71104825,1.26359625,175.0793,71.2021,179.7087,282.7403,259.4679,465.5178,81824.8125,72576.3594,4.14453225,6.0765,0.47423,1.8516005,1.19224525,1.10068525,0.1380545,1.57055,3.73785375,4.73069225,6.2428005,8.4486205,8.81708375,8.9983875,9.1436,9.2603
"19",161.3561,63.3379,166.944691,5.588614,81.64948725,85.2952,66.2546,5.7895,13.2511,21.69209975,1.74389225,36.96205775,19.45702325,1.79440925,192.2465,75.6005,197.2367,253.5883,256.9519,465.3829,81775.2344,72590.4219,5.00684825,8.6294,1.1424115,1.84977725,1.66695075,1.490117,0.12072025,2.0203805,4.6540365,5.4441015,6.56198075,8.95111375,9.3325405,9.51689675,9.674,9.8072
"20",144.4569,52.6974,157.5839385,13.126998,71.81231575,85.7716,68.7689,5.5845,11.4182,17.56569425,1.53715625,33.43221225,17.64839125,1.62885925,202.9252,78.8314,209.8622,236.5921,255.0616,462.6648,81730.8438,72604.4297,4.5767745,7.1124,1.2752305,0.94449275,2.18370825,1.4485685,0.01304175,1.484442,4.2741345,5.08281475,6.2347285,8.7742025,9.1743705,9.362,9.5269,9.672
"21",98.0385,30.0216,117.4644665,19.4260035,43.92989675,73.5346,61.5459,4.2693,7.7194,10.26671725,0.927618,20.7235405,10.996476,1.015548,201.7672,80.0424,214.3361,237.3267,254.4843,460.3612,81703.8438,72615.5625,2.11992125,2.9491,1.28317825,0.283322,0.972355,0.86424225,0.05754,0.03683825,2.973954,4.16779425,5.50693975,7.957051,8.38285175,8.5899,8.7671,8.9174
"22",39.2808,7.9681,75.50419775,36.22336425,25.25379425,50.2504,44.7566,2.2237,3.2701,5.9647235,0.5225335,11.864085,6.31869025,0.5837575,190.1892,79.075,210.1184,247.4381,254.8352,459.2198,81688.6094,72621.1875,0.6340545,1.3412,1.20550125,0.2231725,0.01484975,0.39603575,0.006004,0.1676975,1.591818,3.70702675,5.43329475,7.4222275,7.7965915,7.9793,8.1388,8.2777
"23",8.5185,0,42.483595,33.96509375,17.79835975,24.6852,22.3056,0.6376,1.7421,4.299845,0.360918,8.2999715,4.42840875,0.4092175,175.7364,77.1383,202.088,260.2852,255.6483,458.5536,81678.1016,72626.0703,0.72724675,1.138,0.184286,0.09899,0.36402575,0.26423125,0.0077925,0.82278975,2.4023105,4.469332,6.0442445,7.3057465,7.59513825,7.7413,7.8683,7.9773
