"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",22.49,19.34,18.89,1.24,21.03,657.45,153.21,0.87,0.73,0.24,10.26,0.28,39.68,1917.38,3.3,25.96,7.91,16.08,3.57,0.54,0.27,0.3,0.13,0.12,3.9,18.25,1.31,0.35,0.25,0.12
"2",33.81,20.4,17.72,1.17,22.27,652.86,149.36,0.45,0.52,0.17,8.22,0.2,364.17,1970.97,3.49,23.59,7.49,19.81,3.45,0.52,0.28,0.3,0.13,0.09,3.54,19.33,4.47,0.29,0.26,0.12
"3",30.03,20.13,19.27,1.34,20.4,654.69,135.24,0.38,0.7,0.32,9.69,0.32,11.25,2006.98,2.66,28.59,7.24,25.67,3.45,0.55,0.27,0.29,0.12,0.06,3.23,21.87,4.5,0.35,0.26,0.11
"4",22.23,19.29,19.07,1.16,16.16,642.94,145.57,0.57,0.5,0.26,10.45,0.38,17.45,2396.56,2.53,28.91,7.5,31.28,3.1,0.58,0.28,0.37,0.15,0.11,2.83,23.34,5.71,0.27,0.22,0.12
"5",29.98,19.34,20.06,1.27,17.35,645.87,133.48,0.33,0.85,0.35,9.36,0.36,10.86,1981.48,2.56,31.68,7.49,24.24,2.83,0.56,0.28,0.28,0.12,0.12,2.67,22.14,5.08,0.26,0.24,0.12
"6",30.83,19.07,19.89,1.28,18.92,647.37,122.97,0.33,0.5,0.3,10.03,0.32,15.4,2045.91,2.7,29.34,7.7,23.81,2.44,0.55,0.27,0.27,0.13,0.16,2.32,11.34,3.57,0.2,0.26,0.15
