"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.462,0,14.29570975,13.8336645,14.02473575,0.271,0.2215,0.0071,0.0424,3.80278675,0.290312,6.28940825,3.336323,0.30591425,149.4501,85.0757,180.2367,295.5945,265.9538,464.2734,82151.7969,72477.2188,12.2911,1.91,7.587,8.7739,0.6698,10.8835,11.5467,0.5775,0.38361925,0.82,0.15136175,0.1218785,0.1297645,0.13197775,0.00865325,1.86896625,4.040279,6.00783375,7.18809925,7.732648,7.83831975,7.8992,7.9632,8.0288
"2",4.3426,0.0034,14.0488615,9.706222,13.96278875,0.0861,0.0692,0.0025,0.0144,3.89573075,0.28784625,6.19426125,3.2838245,0.30112175,138.0947,83.2138,172.9795,305.4895,266.8719,464.6192,82146.1719,72477.2188,11.3571,1.8623,7.2584,9.0029,0.6652,10.7358,11.383,0.5693,0.42634475,0.8118,0.118828,0.164212,0.12653275,0.13559775,0.0098525,1.908378,4.113834,5.9956425,7.273062,7.85019425,7.94893625,8.0037,8.0619,8.1218
"3",11.0207,0,14.23263375,3.211921,14.0339575,0.1987,0.1597,0.0058,0.0332,4.0061665,0.28827525,6.17131825,3.268468,0.2997355,127.6006,81.4102,166.081,313.9437,267.7425,465.1132,82140.5469,72477.2188,10.4941,1.8037,6.8985,9.2068,0.6625,10.6371,11.2673,0.5636,0.453458,0.7662,0.1490905,0.1057765,0.21027375,0.13740925,0.00622625,1.9558725,4.18657025,5.94407325,7.28590625,7.913042,8.01830125,8.07469,8.1325,8.1914
"4",30.8986,1.4049,22.9892565,-7.909317,16.076367,6.9129,5.7397,0.2782,0.8949,4.7141985,0.33197825,6.9927525,3.69826225,0.339174,118.5957,79.7559,159.9052,319.571,268.4881,465.9107,82133.5312,72478.5625,9.7073,1.7948,6.7378,11.0811,0.7803,12.3259,13.0375,0.6522,0.73909375,1.1628,0.04711575,0.46402975,0.08616175,0.188902,0.0562195,1.71437325,4.07056875,5.75235525,7.23796,8.01315575,8.1361295,8.19872225,8.26,8.3219
"5",70.4178,54.4377,70.06248875,-0.35528675,35.85270875,34.2098,27.6069,1.8825,4.7204,10.6780195,0.755394,15.499666,8.17015175,0.74948375,152.5085,80.0399,161.5272,311.908,268.2317,467.9053,82113.2578,72486.8516,10.2894,1.7624,6.5663,24.7806,1.753,26.976,28.4394,1.423,1.82162825,2.66,0.37979775,0.49551575,0.63330825,0.692801,0.02293875,1.0333625,3.42697475,4.7078615,6.358887,8.14381025,8.410902,8.54350175,8.6447,8.7235
"6",110.9403,53.0439,111.52861575,0.588299,54.63748575,56.8911,44.9031,3.4157,8.5724,15.784738,1.160405,23.96623075,12.57226175,1.1538495,172.0247,82.3359,171.0578,295.0024,267.0109,469.9676,82081.0859,72501.8047,13.1815,1.7734,6.7459,37.0997,2.728,42.2603,44.3371,2.2195,2.71811925,4.7003,0.58661375,0.8747275,0.89274275,0.950649,0.16287075,1.40498025,3.59481125,4.64277275,6.18401525,8.30871275,8.67873725,8.8662075,9.016,9.1351
"7",152.5251,61.5349,162.191754,9.666675,85.0521845,77.1396,59.2004,5.1025,12.8367,23.110454,1.84317175,38.26411175,19.997783,1.83666475,188.5362,86.6029,188.2198,260.9873,264.1468,470.4323,82029.4531,72516.9062,14.256,1.8865,7.4525,56.0091,4.4678,69.5638,72.7117,3.6426,6.45674875,9.9575,0.64009775,3.1385135,1.7184115,1.599825,0.27690325,2.27717,4.902842,5.680257,6.72957775,9.03341575,9.40467275,9.58805375,9.74390275,9.8749
"8",149.134,56.2197,161.74871,12.6145645,80.53286775,81.2159,64.1177,5.2411,11.8571,19.8687165,1.75790625,37.469045,19.632568,1.8046315,201.1943,90.2456,202.5765,236.5785,261.5574,467.2796,81978.7734,72531.3359,15.4517,1.9791,8.1314,48.2871,4.2709,68.2666,71.5369,3.5867,7.381506,9.8511,0.54689125,3.15984475,2.42934725,1.79231875,0.0162345,1.801969,4.7913055,5.56036725,6.575072,9.1173315,9.49850025,9.67560675,9.8327885,9.9712
"9",97.5093,27.1127,122.10497075,24.59568725,49.77604275,72.3289,60.9318,4.1808,7.2163,11.55662925,1.07799375,23.56966975,12.42854475,1.143203,198.8024,91.1734,205.9408,233.7257,260.5967,464.3398,81947.9453,72543.6328,15.9482,1.7837,7.4807,26.5493,2.4764,40.5968,42.8135,2.148,2.9140565,3.6605,0.95065425,0.18193325,1.69133,1.0407895,0.0098825,0.5668795,3.53235925,4.4189885,5.68791925,8.21771375,8.631288,8.82800125,9.00377175,9.16020025
"10",56.1192,15.9938,88.82433,32.705107,32.3330865,56.4912,49.0862,2.8242,4.5809,7.52651025,0.692442,15.27524075,8.094048,0.74484,191.2546,90.9485,204.6758,240.0605,260.5695,462.5595,81927.4297,72551.0625,15.5448,1.8243,7.6623,17.1457,1.5773,26.0983,27.6582,1.3883,1.554927,2.1457,0.6668295,0.187653,0.7007125,0.66656425,0.005926,0.6688765,3.23284525,4.1781325,5.52275175,7.6247875,8.0146985,8.2028875,8.3701,8.5175
