"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",24.89,20.01,19.52,1.19,17.1,657.81,147.78,0.85,0.63,0.27,10.63,0.33,88.08,2152.93,3.09,32.2,7.36,19.52,3.41,0.52,0.28,0.29,0.11,0.12,3.55,22.91,1.18,0.34,0.22,0.11
"2",30.4,19.96,17.18,1.2,16.12,656.56,145.58,0.47,0.51,0.2,11.44,0.27,215.69,2113.26,2.78,30.52,6.72,25.51,3.12,0.57,0.27,0.33,0.12,0.09,3.43,25,3.24,0.28,0.28,0.12
"3",31.22,18.69,19.44,1.26,13.2,654.3,128.27,0.53,0.64,0.32,12.78,0.35,26.85,1845.61,2.7,31.69,7.36,22.28,3.4,0.54,0.27,0.28,0.12,0.06,3.36,21.58,4.25,0.35,0.22,0.12
"4",26.81,20.23,19.73,1.65,8.85,644.47,137.72,0.71,0.49,0.26,10.29,0.43,45.25,2042.63,2.7,28.9,7.75,26.89,3.01,0.55,0.27,0.32,0.15,0.12,2.89,24.49,5.75,0.27,0.31,0.13
"5",30.61,22.16,19.9,2.41,5.74,646.5,135.78,1.22,0.47,0.25,11.64,0.36,25.34,2098.73,2.57,27.36,7.51,24.41,2.6,0.55,0.27,0.3,0.12,0.13,2.28,22.52,4.41,0.28,0.27,0.12
"6",27.88,18.98,19.5,1.55,10.89,647.14,132.17,0.33,0.54,0.31,8.66,0.38,32.7,2185.18,2.74,28.91,7.82,25.29,2.35,0.55,0.28,0.32,0.12,0.16,2.85,1.56,2.79,0.16,0.25,0.16
