"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.462,0,14.2956225,13.83357675,14.0246515,0.271,0.2215,0.0071,0.0424,3.8027605,0.29031075,6.28937025,3.336303,0.30591225,149.4501,85.0757,180.2367,295.5945,265.9538,464.2734,82151.7969,72477.2188,0.38394875,0.82,0.15126525,0.1217825,0.13017775,0.13198625,0.0086585,1.8695025,4.0371335,6.00514375,7.18770225,7.73263575,7.83832175,7.8992,7.9632,8.0288
"2",4.3426,0.0034,14.0489935,9.7063575,13.9629195,0.0861,0.0692,0.0025,0.0144,3.8957675,0.2878515,6.194323,3.28385925,0.30112175,138.0947,83.2138,172.9795,305.4895,266.8719,464.6192,82146.1719,72477.2188,0.42607125,0.8118,0.118927,0.1643645,0.1260805,0.1356315,0.00981325,1.90707275,4.113294,5.98937225,7.272078,7.85014325,7.94893675,8.0037,8.0619,8.1218
"3",11.0207,0,14.232364,3.21164725,14.03368225,0.1987,0.1597,0.0058,0.0332,4.0060885,0.28826925,6.17119575,3.26840375,0.29972925,127.6006,81.4102,166.081,313.9437,267.7425,465.1132,82140.5469,72477.2188,0.45397225,0.7662,0.1489435,0.1056665,0.2110225,0.13727725,0.00634225,1.95443475,4.1812885,5.942253,7.284958,7.91293625,8.01829575,8.07468775,8.1325,8.1914
"4",30.8986,1.4049,22.98904275,-7.90952925,16.07615375,6.9129,5.7397,0.2782,0.8949,4.7141365,0.3319735,6.992663,3.6982125,0.339171,118.5957,79.7559,159.9052,319.571,268.4881,465.9107,82133.5312,72478.5625,0.739122,1.1628,0.04702275,0.463589,0.086751,0.18878275,0.05594375,1.713794,4.0663715,5.75139225,7.23772925,8.01308725,8.13612225,8.1987225,8.26,8.3219
"5",70.4178,54.4377,70.061821,-0.355958,35.85203825,34.2098,27.6069,1.8825,4.7204,10.67782,0.75537625,15.4993745,8.169999,0.7494645,152.5085,80.0399,161.5272,311.908,268.2317,467.9053,82113.2578,72486.8516,1.82120425,2.66,0.379486,0.4950695,0.633699,0.69244,0.0229415,1.03153375,3.41865975,4.708948,6.35889025,8.14378125,8.41089825,8.54350125,8.6447,8.7235
"6",110.9403,53.0439,111.52747025,0.58715975,54.6363475,56.8911,44.9031,3.4157,8.5724,15.784409,1.1603805,23.9657325,12.572,1.15382575,172.0247,82.3359,171.0578,295.0024,267.0109,469.9676,82081.0859,72501.8047,2.71760825,4.7003,0.58654775,0.8742105,0.89382175,0.94957475,0.162822,1.40349975,3.5908815,4.642908,6.18412275,8.3087155,8.678734,8.86620775,9.016,9.1351
"7",152.5251,61.5349,162.19190725,9.66683475,85.05234725,77.1396,59.2004,5.1025,12.8367,23.110495,1.84317575,38.264181,19.99782375,1.83666625,188.5362,86.6029,188.2198,260.9873,264.1468,470.4323,82029.4531,72516.9062,6.45833125,9.9575,0.64017625,3.139573,1.7188525,1.599906,0.27693625,2.2776765,4.90186925,5.6802115,6.7294905,9.0334145,9.404672,9.58804925,9.743903,9.8749
"8",149.134,56.2197,161.748395,12.614255,80.53255825,81.2159,64.1177,5.2411,11.8571,19.868646,1.75790025,37.468901,19.6324905,1.804622,201.1943,90.2456,202.5765,236.5785,261.5574,467.2796,81978.7734,72531.3359,7.385166,9.8511,0.54654225,3.1600685,2.432744,1.792352,0.01616375,1.80198125,4.79095375,5.5602375,6.57503625,9.117328,9.49849875,9.6756095,9.83278625,9.9712
"9",97.5093,27.1127,122.1043395,24.595064,49.77541425,72.3289,60.9318,4.1808,7.2163,11.5564815,1.0779795,23.56937575,12.42839075,1.1431885,198.8024,91.1734,205.9408,233.7257,260.5967,464.3398,81947.9453,72543.6328,2.91460625,3.6605,0.949942,0.181692,1.6920365,1.04087925,0.00982675,0.567854,3.53156925,4.418946,5.687914,8.21771325,8.631286,8.82800275,9.003779,9.16020075
"10",56.1192,15.9938,88.82458025,32.7053565,32.33333425,56.4912,49.0862,2.8242,4.5809,7.52656525,0.692451,15.27535975,8.09411425,0.744846,191.2546,90.9485,204.6758,240.0605,260.5695,462.5595,81927.4297,72551.0625,1.55295025,2.1457,0.66677575,0.18786425,0.69821625,0.6668695,0.005986,0.66558725,3.23221275,4.178682,5.522812,7.62478575,8.014699,8.20288475,8.3701,8.5175
