"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.31590725,13.8550595,14.044515,0.2714,0.2226,0.006,0.0428,3.8040355,0.28685225,6.299307,3.3473715,0.3069495,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,12.2424,1.9058,7.5876,8.7476,0.6596,10.8644,11.5464,0.5775,0.3371795,0.8185,0.19799925,0.07637675,0.1292225,0.13157575,0.00579675,1.86882425,4.039818,6.00190375,7.1868805,7.73186625,7.83741675,7.898296,7.9622335,8.0278
"2",4.3319,0.0033,14.06119625,9.72931175,13.975347,0.0858,0.0693,0.0022,0.0144,3.89517725,0.2842855,6.20088425,3.29301925,0.30198475,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,11.3121,1.8507,7.2589,8.9761,0.6551,10.7168,11.3825,0.5694,0.38671075,0.8103,0.158479,0.12507125,0.1265115,0.13512725,0.00689325,1.9037745,4.10920325,5.98086125,7.27013975,7.84933075,7.9481255,8.0029,8.0611,8.1209
"3",10.9936,0,14.24372375,3.2501485,14.0492025,0.1945,0.157,0.0048,0.0327,4.00647175,0.28477325,6.17907675,3.27822975,0.30064925,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,10.4525,1.7853,6.899,9.1799,0.6525,10.6185,11.267,0.5636,0.41057925,0.7648,0.19153325,0.063603,0.21032075,0.13665425,0.00406675,1.9524775,4.17750675,5.92785975,7.28182225,7.912036,8.0175275,8.0738955,8.1317,8.1906
"4",30.8205,1.4499,23.21363575,-7.6068655,16.057268,7.1564,5.9883,0.2542,0.9138,4.703968,0.32720175,6.98573325,3.70091925,0.3394385,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,9.6691,1.7695,6.7382,11.0487,0.7685,12.304,13.0368,0.6522,0.7221825,1.1606,0.06091075,0.449091,0.08609825,0.186997,0.05598525,1.7217575,4.0628595,5.74533625,7.23685425,8.01203125,8.135253,8.1978475,8.2591005,8.321
"5",70.2,53.9225,70.13629425,-0.06374225,35.87943375,34.2568,27.6807,1.8478,4.7283,10.67594775,0.74598125,15.514157,8.191835,0.75151675,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,10.2389,1.7349,6.5685,24.7088,1.7264,26.9281,28.4377,1.423,1.720548,2.655,0.485018,0.40429075,0.63352475,0.6827315,0.01156725,1.03395075,3.42534025,4.7143685,6.36244625,8.142519,8.40927425,8.54187575,8.6431,8.7219
"6",110.4841,52.7032,111.23261425,0.7484695,54.6610195,56.5716,44.6224,3.3928,8.5564,15.7760045,1.14560175,23.98118475,12.60161275,1.15661775,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,13.0852,1.7531,6.7495,36.9893,2.6868,42.1854,44.3341,2.2195,2.57767525,4.6912,0.72803125,0.7503145,0.88965075,0.93771575,0.16253275,1.406097,3.5962485,4.64781125,6.1861405,8.30628425,8.675967,8.86347425,9.0133,9.1324
"7",151.9648,61.468,161.8082605,9.843451,85.09403225,76.7143,58.8352,5.0687,12.8103,23.0965215,1.81985,38.2908265,20.045658,1.84117675,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,14.1611,1.8793,7.455,55.8348,4.4003,69.4401,72.7055,3.6425,6.23488075,9.9374,0.86899275,2.93973,1.7176055,1.577548,0.27663875,2.2795345,4.90404925,5.6830455,6.72997425,9.028729,9.39976425,9.58329575,9.7393,9.8704
"8",148.6814,56.1607,161.367235,12.68589875,80.57341125,80.7939,63.7522,5.2057,11.8359,19.85397575,1.7357935,37.49531525,19.67929025,1.809038,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,15.3616,1.9882,8.1328,48.1337,4.2068,68.1465,71.5308,3.5866,7.17364775,9.8315,0.761798,2.9763315,2.4272085,1.77010775,0.0041435,1.80296875,4.79296375,5.5626265,6.5752275,9.1119265,9.49284175,9.6701805,9.8275,9.966
"9",97.2458,27.0896,121.80280475,24.556999,49.82063075,71.9822,60.6314,4.1507,7.2,11.5515375,1.0649075,23.59515525,12.46262,1.1464095,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,15.8634,1.7999,7.4805,26.4617,2.4393,40.522,42.8054,2.1478,2.7653645,3.6526,1.1078415,0.05908675,1.6824695,1.023814,0.00685425,0.564268,3.5332985,4.421314,5.688814,8.21372875,8.62699525,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.63013,32.6594765,32.3970015,56.2331,48.8618,2.8023,4.5691,7.5315295,0.6849125,15.308072,8.12477075,0.7477165,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,15.4657,1.8418,7.6618,17.0888,1.5539,26.0504,27.6528,1.3881,1.419754,2.1409,0.8083995,0.07267,0.6963245,0.650759,0.003141,0.6679255,3.23422725,4.1800765,5.52358275,7.6221145,8.01162675,8.1998,8.3671,8.5146
