"","GLmax","GRmax","Gsmax","JV","Vcmx0","Entrpy","gddonset","Tau_Leaf","Tau_Root","Tau_F","Tau_C","Tau_Micro","Tau_SlowSOM","Tau_Passive","Q10","Rl0","Rs0","Rr0","Q10rh","f_F2M","f_C2M","f_M2S","f_M2P","r_me","Q10_pro","Omax","Tveg","f","bubprob","Vmaxfraction"
"1",17.43,21.9,18.68,1.1,16.79,658.64,155.42,0.77,0.65,0.23,13.31,0.4,66.83,2596.31,3.49,35.85,6.13,13.09,3.72,0.48,0.29,0.25,0.09,0.11,3.38,34.19,0.88,0.35,0.13,0.16
"2",16.95,24.14,17.39,1.12,19.91,658.34,151.54,0.45,0.53,0.13,15.08,0.23,82,2744.22,2.33,38.41,7.8,17.08,2.92,0.47,0.27,0.37,0.09,0.07,1.89,3.83,3.25,0.29,0.42,0.17
"3",33.4,14.2,17.9,1.09,13.8,657.87,117.9,0.36,0.58,0.36,16.79,0.46,25.93,983.6,3.52,33.79,6.78,15.59,3.67,0.49,0.26,0.23,0.14,0.06,2.07,24.52,1.91,0.35,0.2,0.15
"4",30.06,24.66,15.41,2.55,10.2,644.43,154.28,0.53,0.48,0.23,8.39,0.42,36.4,1654.98,1.72,33,8.88,23.96,2.76,0.6,0.29,0.38,0.17,0.11,1.36,17.15,3.09,0.28,0.39,0.14
"5",29.49,26.48,26.02,2.73,5.24,646.91,131.9,1.44,0.42,0.2,14.08,0.41,24.2,1932.15,2.34,29.08,8.41,20.8,2.36,0.57,0.26,0.31,0.08,0.12,1.46,34.58,2.8,0.28,0.4,0.16
"6",16.57,15.5,25.35,1.15,8.31,645.27,113.31,0.31,0.45,0.42,5.06,0.43,29.1,2939.89,3.25,34.96,7.7,22.18,2.11,0.48,0.27,0.3,0.1,0.12,2.06,0.69,1.21,0.14,0.37,0.18
