"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","QCt1_mean1","QCt2_mean1","QCt3_mean1","QCt4_mean1","QCt5_mean1","QCt6_mean1","QCt7_mean1","QCt8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.461,0,14.27338825,13.81237975,14.00268625,0.2707,0.222,0.006,0.0427,3.79470075,0.28492725,6.28085075,3.33627925,0.305931,148.9371,71.7151,180.3568,294.9485,261.0116,463.6118,82144.9844,72475.8828,12.2489,1.9067,7.5924,8.755,0.6574,10.8684,11.5462,0.5775,0.382679,0.8187,0.1512565,0.121829,0.12880675,0.132044,0.0086335,1.86965075,4.04183825,6.008539,7.18822825,7.73210075,7.837591,7.89840575,7.9624,8.028
"2",4.3333,0.0035,14.02839875,9.695078,13.9405515,0.0878,0.0709,0.0022,0.0148,3.8874385,0.282524,6.185742,3.28371925,0.30113225,137.6206,69.8639,173.0948,304.8271,261.9326,463.9562,82139.3594,72475.8828,11.3181,1.8516,7.2635,8.9836,0.6529,10.7208,11.3824,0.5694,0.42639275,0.8106,0.1187645,0.16433175,0.12648675,0.13557225,0.00991675,1.90475825,4.11089625,5.993327,7.27263125,7.849633,7.94827225,8.00302375,8.0612,8.121
"3",10.9973,0,14.20991475,3.2126515,14.011281,0.1986,0.1603,0.0049,0.0334,3.997619,0.28295825,6.1626875,3.26828375,0.299735,127.1624,68.0777,166.1914,313.2682,262.8003,464.4519,82133.7344,72475.8828,10.4581,1.7862,6.9034,9.1873,0.6503,10.6225,11.2669,0.5636,0.45393825,0.765,0.148687,0.1055135,0.211303,0.137125,0.00619825,1.9503865,4.17956325,5.93968625,7.28471875,7.91241375,8.017683,8.0740675,8.1318,8.1907
"4",30.831,1.4483,23.1904455,-7.64060025,16.04880625,7.1416,5.9761,0.2538,0.9118,4.7037895,0.32583275,6.98233125,3.6977105,0.3391455,118.2123,66.4523,160.0284,318.8905,263.5389,465.247,82126.7188,72477.2266,9.6743,1.7703,6.7425,11.0576,0.7659,12.3086,13.0367,0.6522,0.7366495,1.1609,0.04702,0.46313625,0.08626425,0.18724725,0.05580425,1.72313475,4.068658,5.7515975,7.2390465,8.012435,8.135429,8.198002,8.2593,8.3211
"5",70.2384,54.0734,70.05481725,-0.18361325,35.79286225,34.262,27.6849,1.8477,4.7294,10.655204,0.741464,15.4773905,8.16934425,0.74945275,151.7099,66.7822,161.7188,311.2445,263.2932,467.2417,82106.4453,72485.5156,10.2478,1.7357,6.5726,24.7284,1.7207,26.9381,28.4375,1.423,1.81813375,2.6558,0.37973725,0.4953595,0.63267825,0.6900975,0.02290175,1.03349575,3.42943675,4.7148115,6.36276175,8.14294075,8.40956775,8.54214475,8.64330175,8.7222
"6",110.5754,52.7766,111.154522,0.57914125,54.54617,56.6083,44.6531,3.3936,8.5616,15.75021675,1.1390505,23.932034,12.57105975,1.15381475,171.0382,69.0968,171.2408,294.3436,262.1074,469.3043,82074.2578,72500.4688,13.1044,1.7539,6.7537,37.0193,2.6779,42.2009,44.3338,2.2195,2.7151585,4.6926,0.5849825,0.872922,0.8935655,0.94867275,0.16252875,1.4047855,3.598096,4.645754,6.18566975,8.3067645,8.676437,8.86390575,9.0137,9.1329
"7",152.0779,61.4944,161.68179975,9.60390925,84.9100595,76.7717,58.8834,5.0708,12.8175,23.05792225,1.80938725,38.21010475,19.9960245,1.83662225,187.6049,73.3662,188.3788,260.3866,259.3195,469.7726,82022.6094,72515.5703,14.1803,1.8802,7.4595,55.8817,4.3859,69.4655,72.7053,3.6425,6.44657125,9.9407,0.63971025,3.134456,1.71583225,1.5962825,0.27676075,2.279988,4.90448,5.6823925,6.7296685,9.02947675,9.400564,9.5840455,9.74008125,9.8711
"8",148.7757,56.1901,161.26893175,12.493277,80.40032625,80.8686,63.8168,5.2095,11.8423,19.8225345,1.7258935,37.41649675,19.6308145,1.804587,200.3198,76.9961,202.7168,236.028,256.8173,466.6299,81971.8906,72529.9922,15.3803,1.9891,8.1375,48.1748,4.1931,68.1708,71.5306,3.5866,7.37357575,9.8346,0.54643375,3.1551095,2.4299205,1.78854875,0.01615625,1.803298,4.7923935,5.561729,6.5748625,9.112756,9.4937415,9.67100025,9.8283,9.9668
"9",97.3019,27.1025,121.7380225,24.43611125,49.692503,72.0455,60.6882,4.1535,7.2039,11.5288985,1.05845475,23.53539375,12.4266515,1.143102,197.9897,77.9055,206.0729,233.1793,255.9162,463.6983,81941.0156,72542.2578,15.8815,1.8008,7.485,26.4851,2.4315,40.537,42.8062,2.1478,2.91170375,3.6539,0.949467,0.1812995,1.69133975,1.03906375,0.0098605,0.56582475,3.53246125,4.42049725,5.68829625,8.2143315,8.627662,8.82448125,9.0003,9.1568
"10",56.0028,15.9898,88.5714035,32.56860375,32.278786,56.2926,48.9156,2.8049,4.5721,7.508329,0.68000825,15.25296275,8.09271625,0.744771,190.5018,77.6618,204.8026,239.5013,255.9337,461.9241,81920.5,72549.6719,15.4829,1.8427,7.6664,17.1041,1.549,26.06,27.6534,1.3881,1.550529,2.1417,0.6658455,0.1872475,0.698015,0.665267,0.00601,0.66669825,3.2323565,4.179911,5.5231765,7.62250625,8.01210125,8.2003,8.3676,8.5151
"11",13.2077,0.0263,46.91009175,33.7024075,17.2256705,29.6844,26.7178,0.8807,2.0859,4.06239175,0.35408125,8.102,4.31041,0.39678825,176.0376,75.8482,197.337,252.42,256.667,461.0858,81912.1484,72552.3125,14.4774,1.8162,7.4761,9.3067,0.8112,13.9208,14.8122,0.7437,0.92509925,1.0464,0.163307,0.0498995,0.524643,0.35055375,0.00336,0.879163,3.69852,4.9921205,6.158332,7.3326785,7.60740775,7.74609975,7.8789,8.0053
"12",3.0519,0,29.62698025,26.5750955,15.567989,14.059,11.844,0.3071,1.908,3.873721,0.31951075,7.19132175,3.83076725,0.3526705,160.5315,73.7519,188.8341,267.8091,257.7124,460.6898,81905.5859,72552.3125,15.5061,2.0964,8.5029,8.9302,0.7366,12.4343,13.2473,0.6652,0.4142775,0.8776,0.14760675,0.06269975,0.20425525,0.1473155,0.00467925,1.761343,4.166787,5.9625925,6.91562525,7.4600375,7.598887,7.6767,7.7604,7.847
