"","GPP_mean1","NPP_mean1","Reco_mean1","NEE_mean1","Rh_mean1","Ra_mean1","Rleaf_mean1","Rstem_mean1","Rroot_mean1","Rh4_mean1","Rh5_mean1","Rh6_mean1","Rh7_mean1","Rh8_mean1","QC1_mean1","QC2_mean1","QC3_mean1","QC4_mean1","QC5_mean1","QC6_mean1","QC7_mean1","QC8_mean1","simuCH4_mean1","prod_mean1","oxid_mean1","diff_mean1","ebu_mean1","pla_mean1","conc1_mean1","conc2_mean1","conc3_mean1","conc4_mean1","conc5_mean1","conc6_mean1","conc7_mean1","conc8_mean1","conc9_mean1","conc10_mean1"
"1",0.4608,0,14.3162012,13.8553542,14.0448062,0.2714,0.2226,0.006,0.0428,3.8041164,0.2868524,6.2994414,3.3474398,0.3069508,148.8578,71.68,180.2411,294.6993,261.9012,463.4355,82145.3438,72476,0.3367486,0.8185,0.1981808,0.0764556,0.128603,0.1316872,0.0058444,1.8706564,4.0454268,6.0166138,7.18997,7.7321378,7.8374398,7.8982966,7.962231,8.0278
"2",4.3319,0.0033,14.061377,9.7294958,13.9755332,0.0858,0.0693,0.0022,0.0144,3.8952292,0.2842898,6.2009656,3.2930604,0.3019886,137.5473,69.8297,172.9836,304.5749,262.8194,463.7804,82139.7188,72476,0.3872912,0.8103,0.1585274,0.12507,0.1269558,0.135269,0.0069792,1.906026,4.1157342,6.0030232,7.274589,7.8497018,7.9481538,8.0029,8.0611,8.1209
"3",10.9936,0,14.2439284,3.2503544,14.0494026,0.1945,0.157,0.0048,0.0327,4.006531,0.2847782,6.1791686,3.2782744,0.3006538,127.0948,68.0444,166.0845,313.0133,263.6846,464.2766,82134.0938,72476,0.4112396,0.7648,0.1915206,0.0636174,0.2107544,0.13687,0.0041002,1.9524036,4.1850824,5.9500702,7.2872222,7.9125426,8.017572,8.0739006,8.1317,8.1906
"4",30.8205,1.4499,23.2141012,-7.6063968,16.057731,7.1564,5.9883,0.2542,0.9138,4.7041066,0.3272144,6.9859364,3.7010274,0.3394494,118.1505,66.4198,159.9262,318.6346,264.4199,465.0727,82127.0781,72477.3438,0.7220738,1.1606,0.0611544,0.4491274,0.0857292,0.1872166,0.0559898,1.7235982,4.0739892,5.7602082,7.2414388,8.0125766,8.1353078,8.1978558,8.2591014,8.321
"5",70.2,53.9225,70.1378614,-0.0621816,35.8809966,34.2568,27.6807,1.8478,4.7283,10.6764104,0.7460156,15.5148326,8.1921886,0.7515496,151.5089,66.7504,161.6179,310.9951,264.168,467.0678,82106.7812,72485.6094,1.7194324,2.655,0.4859688,0.4042112,0.6318692,0.6833464,0.0115514,1.034718,3.4338436,4.7183964,6.3641394,8.142896,8.40933,8.5418812,8.6431,8.7219
"6",110.4841,52.7032,111.23444,0.7502972,54.662851,56.5716,44.6224,3.3928,8.5564,15.7765322,1.1456366,23.9819892,12.6020336,1.1566548,170.7933,69.0641,171.1354,294.1,262.972,469.132,82074.5859,72500.5625,2.5765016,4.6912,0.7291208,0.7504258,0.8876216,0.938449,0.1625458,1.4069102,3.6020002,4.6495334,6.1867088,8.3064716,8.6760038,8.8634804,9.0133,9.1324
"7",151.9648,61.468,161.8093378,9.8445288,85.09511,76.7143,58.8352,5.0687,12.8103,23.0968156,1.8198752,38.2913118,20.0459102,1.8411984,187.3662,73.3316,188.2675,260.1664,260.1699,469.6029,82022.9297,72515.6641,6.2378314,9.9374,0.8691044,2.9400696,1.7192426,1.5785158,0.2765474,2.2812596,4.9064538,5.6837888,6.7301334,9.0288018,9.3997862,9.5832982,9.7393,9.8704
"8",148.6814,56.1607,161.3673874,12.686048,80.5735626,80.7939,63.7522,5.2057,11.8359,19.8540118,1.7357954,37.4953854,19.679329,1.8090428,200.0849,76.9594,202.5992,235.8247,257.6533,466.4659,81972.2031,72530.0859,7.172592,9.8315,0.7614758,2.9754232,2.4265844,1.7705816,0.0041226,1.8036176,4.79354,5.5628548,6.5753032,9.111959,9.4928514,9.6701834,9.8275,9.966
"9",97.2458,27.0896,121.8039232,24.5581174,49.8217494,71.9822,60.6314,4.1507,7.2,11.5517982,1.0649314,23.5956844,12.4628998,1.1464362,197.7662,77.8684,205.9541,232.977,256.7441,463.5384,81941.3203,72542.3516,2.7634252,3.6526,1.1086632,0.0592012,1.6801082,1.0241114,0.0069044,0.5646698,3.5337058,4.421801,5.6888778,8.2137424,8.6270002,8.8238,8.9996,9.1562
"10",55.9706,15.9809,88.6316438,32.6609896,32.3985184,56.2331,48.8618,2.8023,4.5691,7.5318816,0.684942,15.308794,8.1251506,0.7477504,190.291,77.6248,204.6845,239.2927,256.7559,461.7646,81920.7891,72549.75,1.4202268,2.1409,0.8097484,0.0730778,0.6962246,0.6509244,0.0032688,0.6635994,3.2338648,4.1809714,5.5237002,7.6221252,8.0116312,8.1998,8.3671,8.5146
"11",13.1995,0.0262,46.9063512,33.7068368,17.2509612,29.6554,26.6907,0.8801,2.0846,4.0660268,0.3558426,8.1135444,4.3180534,0.397489,175.8428,75.8121,197.2236,252.1991,257.4857,460.9277,81912.4375,72552.3906,0.8929136,1.046,0.1956606,0.0198372,0.5240626,0.3490114,0.0019504,0.880585,3.7031064,4.9932828,6.1587336,7.3324698,7.6071258,7.7458,7.8787,8.005
"12",3.0498,0,29.6408918,26.5910932,15.5950092,14.0459,11.832,0.3069,1.907,3.8782472,0.3211808,7.2035692,3.8386166,0.353393,160.3538,73.7168,188.7256,267.5743,258.5282,460.5335,81905.875,72552.3906,0.3822996,0.8773,0.1798234,0.0308864,0.204423,0.1469926,0.0030114,1.7617102,4.1759122,5.964995,6.9161064,7.4599314,7.5987186,7.6765,7.7602,7.8468
"13",2.2879,0,13.3139548,11.026079,12.3140548,0.9999,0.8213,0.0224,0.1562,3.20761,0.2531954,5.5956712,2.9829398,0.2746364,148.1682,72.004,181.8804,279.5321,259.405,460.4721,81899.3359,72552.3906,0.2299906,0.6184,0.1265788,0.0203588,0.0789294,0.1307062,0.0025194,1.7928148,4.1029264,6.1636036,7.1599562,7.6288556,7.718071,7.7697996,7.83,7.8956
"14",4.3839,0,12.5581612,8.174239,12.5446288,0.0135,0.011,3e-04,0.0022,3.3817714,0.2571876,5.6291236,3.0002912,0.2762552,136.9086,70.2838,175.0984,290.1093,260.279,460.6073,81893.5391,72552.3906,0.231258,0.5918,0.1064256,0.0202376,0.0797594,0.1312598,0.0027902,1.8060244,4.110202,6.196654,7.276655,7.7742694,7.8522576,7.8944018,7.9438018,7.9983
"15",29.4999,1.4096,18.5888426,-10.9110606,13.6729024,4.9159,4.079,0.1856,0.6514,3.7933618,0.2798276,6.0691096,3.2329066,0.2976992,127.1879,68.6036,168.582,299.0642,261.1756,460.9472,81887.9141,72552.3906,0.4125694,0.849,0.070188,0.2509098,0.0267548,0.1349006,0.0303756,1.8534446,4.1160626,6.179861,7.3669048,7.9125746,7.9940046,8.0354,8.0842,8.1385
"16",37.9842,43.5942,32.6055014,-5.3787304,15.2692088,17.3363,15.4099,0.556,1.3705,4.3594588,0.313409,6.7017824,3.5661516,0.3284066,158.2112,67.0962,162.8463,307.0933,261.9665,461.542,81881.2422,72553.3984,0.7753776,1.1028,0.0502754,0.4523842,0.1555496,0.1674502,0.05179,1.831652,4.1820688,6.0715436,7.3562852,8.0199642,8.119301,8.1677998,8.2206,8.2781
"17",89.2945,32.2905,84.3477098,-4.9467568,37.0100026,47.3377,38.7233,2.5926,6.0217,10.859418,0.7764108,16.0658528,8.523231,0.7850896,163.7716,68.1086,167.1986,301.6536,261.6658,463.4455,81859.5703,72561.5234,1.9292246,2.9721,0.3988396,0.6539566,0.494228,0.7810404,0.109194,0.9574658,3.282253,4.6235552,6.326278,8.1884786,8.4456594,8.5667504,8.6599928,8.7347
"18",132.8638,49.0171,127.4964746,-5.367372,59.0971414,68.3993,53.6616,4.3815,10.3562,16.7627642,1.2473504,26.0589058,13.7600176,1.2681028,174.9565,71.1695,179.6127,282.4997,260.2571,465.3586,81825.0781,72576.4375,3.9384636,6.0745,0.7021276,1.66051,1.195008,1.0829472,0.1169886,1.5695046,3.7347122,4.7308706,6.2429458,8.4481322,8.8165764,8.9978934,9.1431984,9.2598
"19",161.2977,63.3201,167.2848868,5.9871504,82.0381622,85.2467,66.213,5.7865,13.2473,21.783695,1.7580594,37.1370254,19.5558628,1.8035236,192.1243,75.567,197.1384,253.3773,257.7283,465.2249,81775.4844,72590.5,4.5938992,8.6267,1.5928432,1.4710212,1.6698296,1.4530504,0.0866118,2.0191034,4.6533554,5.4441666,6.5621098,8.9503698,9.3317632,9.516105,9.6733,9.8065
"20",144.4119,52.6873,157.9599384,13.5479838,72.212035,85.7479,68.7477,5.5838,11.4164,17.6543508,1.550817,33.6166938,17.7517748,1.6383932,202.8073,78.7977,209.7639,236.4015,255.8259,462.5105,81731.0781,72604.5078,4.1495338,7.1103,1.7346874,0.5597546,2.1807682,1.4090134,0.0035114,1.4841544,4.2732246,5.0826354,6.2346702,8.7734668,9.173589,9.3612018,9.5262,9.6713
"21",98.0102,30.0142,117.6304954,19.6202928,44.1249264,73.5056,61.52,4.2681,7.7174,10.3069034,0.9347678,20.8144648,11.0484444,1.020344,201.6547,80.0087,214.2384,237.1419,255.242,460.2112,81704.0781,72615.6406,1.9084082,2.9483,1.5157266,0.1014332,0.9685346,0.8384398,0.0357492,0.027173,2.972491,4.1676848,5.5069938,7.9565336,8.3822842,8.5893,8.7666,8.9168982
"22",39.2695,7.9666,75.6509294,36.381444,25.4133126,50.2377,44.7442,2.2237,3.2697,5.9995624,0.52757,11.9382948,6.3602844,0.5875998,190.0845,79.0418,210.0235,247.2513,255.5889,459.071,81688.8438,72621.2656,0.4665948,1.3409,1.3999,0.0841486,0.0148254,0.3676208,0.0038674,0.1661692,1.5890058,3.7065764,5.4332932,7.42191,7.7962098,7.9789,8.1384,8.2773
"23",8.5158,0,42.5165254,34.0007438,17.8376444,24.6789,22.2995,0.6375,1.7418,4.307329,0.3628782,8.3178278,4.4393782,0.410232,175.6396,77.106,201.997,260.0943,256.3999,458.4053,81678.3359,72626.1484,0.681764,1.1377,0.2304684,0.0561544,0.3635936,0.2620162,0.0049746,0.823984,2.4104598,4.4707884,6.0444278,7.3055486,7.594904,7.7410006,7.8681,7.977
"24",0.9482,0,26.5174484,25.5692536,16.901105,9.6163,8.0782,0.2124,1.3257,4.301025,0.3443822,7.739323,4.1342826,0.3820882,160.1686,74.7962,192.5702,275.3885,257.5652,458.1635,81671.7734,72626.1484,0.4285108,1.0515,0.2291042,0.0774054,0.2177284,0.1333772,0.0052946,1.5184856,3.2010212,5.372353,6.7935666,7.4786928,7.6412634,7.7277,7.8108,7.8903
"25",1.2872,0,14.1969388,12.909697,13.722683,0.4743,0.3876,0.0106,0.076,3.6591916,0.2798726,6.1781164,3.3004512,0.3050516,147.997,72.8537,184.7692,287.1626,258.5667,458.2648,81666.1484,72626.1484,0.3570658,0.8337,0.1196204,0.1568694,0.081167,0.1190282,0.0070602,1.6770478,3.58253,5.5828618,7.061205,7.6739884,7.784503,7.842407,7.9028,7.9649
"26",2.8577,0,13.6824858,10.824783,13.6729254,0.0096,0.0077,2e-04,0.0016,3.7669092,0.2782822,6.0808388,3.2467818,0.3001106,136.7504,70.9724,177.3271,297.4934,259.5287,458.5725,81660.5234,72626.1484,0.3294902,0.7031,0.1375008,0.0495928,0.1553734,0.1245252,0.003706,1.775464,3.7918004,5.5857388,7.150542,7.8058746,7.9045186,7.9518998,8.0027,8.0563
"27",8.4494,0.0012,13.6722356,5.2228334,13.4540028,0.2182,0.1748,0.0055,0.0379,3.8022734,0.2729072,5.9256068,3.1610122,0.2922036,126.3589,69.1943,170.396,306.3761,260.4153,459.033,81654.8984,72626.1484,0.3198898,0.6877,0.152332,0.0417786,0.1505594,0.1275512,0.0061324,1.8138052,3.8782606,5.6053594,7.185527,7.8829302,7.988048,8.0362458,8.0859,8.1372
"28",20.5772,0.3999,15.231691,-5.3454746,13.921691,1.31,1.0827,0.0526,0.1747,4.0149994,0.2815756,6.083998,3.2414644,0.2996604,116.9555,67.4226,163.5977,313.8256,261.2973,459.6509,81649.2734,72626.1484,0.4936022,0.908,0.0678322,0.3045134,0.058342,0.1307482,0.030986,1.8312482,3.875799,5.5929228,7.2413956,7.9721286,8.0864418,8.1388052,8.1909006,8.244
"29",59.7702,40.7149,47.7275712,-12.042632,21.2087798,26.5188,20.9467,1.4322,4.1399,6.3714676,0.4400862,9.1077582,4.8418116,0.4476566,139.4218,67.3858,163.8005,315.5755,261.7888,461.0236,81638.4609,72629.4219,1.093161,1.5203,0.211342,0.411952,0.3638408,0.3173662,0.058408,1.2484084,3.8041756,5.3776034,6.9820876,8.0989948,8.2419866,8.3054078,8.3718994,8.445
"30",111.0328,64.3105,99.8629784,-11.1697558,47.940351,51.9226,40.2305,3.1421,8.55,14.3012928,1.006959,20.6809796,10.9393542,1.011764,170.6855,69.6815,173.2576,301.5428,260.9418,463.8785,81610.4688,72640.7031,2.6977562,4.4744,0.5594418,1.1747664,0.6364168,0.8865718,0.194139,1.5027412,3.5007838,4.6592074,6.341312,8.3588514,8.6594996,8.8015938,8.9170126,9.0144
"31",143.3966,54.936,146.2026316,2.806032,74.1552996,72.0473,55.9471,4.6358,11.4644,20.7999728,1.5699582,32.8922342,17.2927672,1.6003672,184.0434,73.2759,187.6817,273.3229,258.7691,465.7063,81565.7578,72654.2656,5.6462778,8.4241,0.6487182,2.6990548,1.5161476,1.4310716,0.037014,1.6782604,4.3770932,5.2465076,6.4893556,8.7921256,9.1669234,9.3530378,9.5071114,9.6331
"32",141.1684,51.489,143.3224594,2.1540788,61.3486704,81.9737,65.4501,5.36,11.1637,16.1113466,1.3025162,27.9175404,14.6596308,1.357637,194.9258,76.5302,200.5793,258.7554,257.3543,465.1869,81529.2422,72669.5391,2.9252378,5.0691,1.185844,0.1378874,1.6512754,1.1360796,0.0026608,1.5731782,4.0069534,4.8684072,6.148829,8.5386636,8.9422124,9.1399996,9.3112,9.4596
"33",100.4244,43.8633,127.4426172,27.0181992,57.9264476,69.5162,55.9556,4.1325,9.4281,14.4439094,1.2235736,26.8339676,14.116813,1.3081834,201.1152,78.8958,209.7298,249.6222,256.2281,463.3877,81494.2188,72683.2031,2.8845892,5.0697,1.2847342,0.1553046,1.59872,1.1305596,0.0023742,1.015282,3.7227648,4.5936656,5.8830128,8.2701102,8.6838808,8.8886,9.0645,9.2139
"34",40.9952,11.2959,76.3323856,35.3371902,34.0207146,42.3116,37.4545,1.7365,3.1207,8.2580586,0.7038198,15.8926452,8.3884556,0.77774,191.1514,77.9458,205.5792,254.7535,256.3376,461.959,81472.875,72691.8516,2.6375382,3.1978,0.2877176,0.7765978,1.0105416,0.8503992,0.0211376,0.7524672,3.2453798,4.265434,5.6883562,7.7399882,8.1326002,8.3294,8.4996,8.6441
"35",6.3808,0,37.1819458,30.801176,17.9862162,19.1957,17.4549,0.443,1.2979,4.4267504,0.3636936,8.3623604,4.4231974,0.4102144,176.6254,75.9034,197.1779,267.7657,257.2337,461.3388,81462.9062,72696.1953,0.9988008,1.2897,0.2713146,0.137282,0.5484732,0.3130458,0.006311,1.2442438,3.5986646,5.0552258,6.3301632,7.4582872,7.7381074,7.8839002,8.0155,8.1318
"36",0.5946,0,21.507268,20.912622,16.1529508,5.3543,4.4333,0.1141,0.807,4.18383,0.3264954,7.3759736,3.904494,0.3621564,161.0676,73.5995,187.8548,283.353,258.4411,461.1588,81456.3438,72696.1953,0.4299276,0.9036,0.1696004,0.0693358,0.2211118,0.139477,0.002956,1.7726704,3.881323,5.8271948,6.9794592,7.5730604,7.7248502,7.8105,7.8918,7.9674
"37",0.5719,0,13.2703528,12.6984538,13.0895042,0.1808,0.1485,0.004,0.0283,3.5409902,0.2640648,5.8820282,3.1135996,0.2888194,148.8277,71.7048,180.3114,295.3133,259.4465,461.2749,81450.1797,72696.1953,0.2614742,0.6016,0.0769216,0.0289436,0.104119,0.1284074,0.0031646,1.7876082,3.9696474,5.9575952,7.1829174,7.7282832,7.8368644,7.8974,7.9554,8.0103
"38",1.4874,0,12.3765394,10.889124,12.3674728,0.0091,0.0074,2e-04,0.0015,3.4506958,0.2489592,5.4924328,2.905819,0.269565,137.5179,69.952,173.4335,305.9058,260.3679,461.5615,81444.3672,72696.1953,0.2462304,0.5041,0.0712418,0.0244068,0.0966404,0.125185,0.0027788,1.546106,3.9180068,5.8697068,7.2617064,7.8445584,7.9397104,7.9898798,8.0406,8.0897
"39",9.7275,0.0048,5.4725398,-4.254983,5.2189066,0.2536,0.2037,0.0064,0.0435,1.492164,0.1042204,2.2959162,1.2139776,0.1126248,127.6539,69.1938,170.4885,315.5102,260.781,461.7409,81440.2812,72696.1953,0.12718,0.1566,0.04226,0.0222146,0,0.1049642,0.0026294,1.0835054,3.4043254,5.4033454,7.1923266,7.8600134,7.9551522,8.0056826,8.063,8.1162
"40",29.1236,0.2368,18.8471086,-10.2764648,13.3150474,5.5321,4.7514,0.1653,0.6154,3.93846,0.268315,5.774823,3.0504232,0.2830106,118.0677,67.4969,163.9685,323.0412,261.6277,462.4337,81434.2891,72696.2969,0.2373994,0.5412,0.012037,0.143756,0,0.093647,0.0298472,1.0740334,3.1512634,5.2231898,7.2425864,8.0346684,8.1560022,8.2179992,8.2796,8.3342
"41",76.4639,48.6084,56.7476618,-19.7162674,24.830032,31.9176,25.6719,1.7531,4.4926,7.671516,0.5166992,10.5618526,5.5636984,0.5162634,146.8744,67.707,165.1525,322.0183,261.9334,464.3059,81421.6719,72700.7656,1.2222614,1.828,0.2268394,0.5158724,0.3785662,0.3278206,0.003159,1.1826032,3.3988466,5.003358,6.865103,8.205359,8.4081578,8.5113066,8.5897,8.6601
"42",134.2471,69.699,125.5811544,-8.6659506,57.1634122,68.4178,51.9778,4.3597,12.0802,17.034986,1.1895956,24.7675448,12.9674894,1.2037952,176.875,71.1756,179.2235,301.4778,260.6224,467.4164,81387.9062,72714.8438,4.4092392,6.221,0.1110464,2.4120458,0.8472294,1.1499664,0.224535,1.6577848,3.6548274,4.711618,6.330227,8.5048452,8.864872,9.042429,9.1681,9.2814
"43",158.7238,56.874,155.1985246,-3.52527,72.700354,82.4981,64.287,5.4359,12.7752,20.2907886,1.5250394,32.4271484,16.8885512,1.5688306,190.7914,74.9283,194.2031,275.3105,258.6055,468.6373,81344.5469,72728.2344,5.4360972,8.1255,0.8279506,2.3159834,1.690286,1.4298294,0.0250862,1.749727,4.3043896,5.1482602,6.4010054,8.7856026,9.18254,9.376003,9.5291,9.6689
"44",146.2686,57.3272,160.6668752,14.3982772,69.2708972,91.396,72.736,6.1784,12.4817,18.1643744,1.469202,31.63886,16.4676584,1.5308004,203.8805,78.7038,209.0621,256.8223,256.8394,467.653,81303.3828,72742.0781,3.4583506,6.2103,1.3645932,0.3931538,1.762777,1.3024218,0.0328852,1.5084372,4.1637132,4.9778604,6.2079426,8.7042852,9.1158914,9.3092006,9.4706,9.6186
"45",98.126,39.6884,118.3680358,20.2419844,51.0214504,67.3466,54.9282,3.8445,8.5739,12.729058,1.074259,23.6978206,12.3697318,1.1505876,207.4083,80.5565,216.0519,252.1092,256.0872,465.8149,81272.4453,72755.0156,4.0847144,5.3386,0.6418544,1.270431,1.6160666,1.1982162,0.0164074,1.009453,3.5699236,4.4461592,5.8126146,8.2415748,8.6505192,8.8410006,9.0076,9.1595
"46",47.5131,10.1954,76.908919,29.3957916,31.417511,45.4914,40.7596,1.8971,2.8347,7.7213242,0.6473642,14.658912,7.675626,0.7142796,196.5763,79.4698,211.2962,259.3753,256.3858,464.5459,81252.7109,72761.9375,1.9666704,2.5029,0.5574382,0.1792838,1.0376496,0.749739,0.0041736,0.710607,3.2056914,4.2383368,5.6942648,7.7180834,8.0833502,8.2546,8.4135,8.5568
"47",8.1862,0,38.5503122,30.3640916,15.213917,23.3364,21.0042,0.619,1.7132,3.7337314,0.3019986,7.1045948,3.7267098,0.3468854,181.638,77.5934,203.5091,273.7999,257.2857,463.9284,81243.5781,72764.2891,0.767878,0.9735,0.1887232,0.0554684,0.4456018,0.26681,0.0024178,1.2716578,3.600359,5.1303882,6.3892632,7.4273134,7.672696,7.7961004,7.9297,8.0492
"48",2.5826,0,21.4473072,18.8646804,8.5469198,12.9004,11.0173,0.2854,1.5978,2.2404104,0.1698962,3.899287,2.046788,0.1905388,165.6795,76.18,197.7141,290.6711,258.1005,463.8383,81236.7031,72764.2891,0.1936642,0.373,0.056023,0.0245848,0.048691,0.1203872,0.0026338,1.2645744,3.469362,5.6497562,6.9503696,7.5173134,7.6283418,7.6979,7.794,7.8791
"49",1.5719792,0,3.9956172,2.4236376,3.6300526,0.3655634,0.2623492,0.0114022,0.0918132,1.164926,0.0254814,1.842871,0.5305456,0.0662292,159.518851,75.6,195.0635802,297.2358864,258.543363,463.0966684,81236.2248622,72764.2902094,4.4619244,0.0807566,0.1885236,0.045885,4.3449788,0.0710578,0.00595,1.9224078,4.138138,6.110798,7.690547,8.1114878,8.1803816,8.231395,8.3111792,8.383137
