 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
     12,         0.0347,         0.4300,         0.4647,       150.4335,       455.6747,        69.9824,     82132.4297,       177.5988,       277.3175,    155061.5156,       136.0000,       254.2991,         0.0000,         0.4647,         0.0000
     13,         0.0245,         0.4403,         0.4648,       150.0377,       455.6794,        69.9208,     82132.2422,       177.3532,       277.6839,    155061.3438,       136.0000,       254.3298,         0.0000,         0.4648,         0.0000
     14,         0.0078,         0.4559,         0.4637,       149.6429,       455.6843,        69.8593,     82132.0547,       177.1081,       278.0493,    155061.1562,       136.0000,       254.3605,         0.0000,         0.4637,         0.0000
     15,         0.0059,         0.4546,         0.4605,       149.2492,       455.6896,        69.7978,     82131.8672,       176.8635,       278.4148,    155060.9688,       136.0000,       254.3913,         0.0000,         0.4605,         0.0000
     16,         0.0038,         0.4549,         0.4588,       148.8565,       455.6950,        69.7365,     82131.6797,       176.6193,       278.7798,    155060.7812,       136.0000,       254.4219,         0.0000,         0.4588,         0.0000
     17,         0.0000,         0.4638,         0.4638,       148.4649,       455.7007,        69.6753,     82131.4922,       176.3757,       279.1403,    155060.6094,       136.0000,       254.4523,         0.0000,         0.4638,         0.0000
     18,         0.0047,         0.4547,         0.4594,       148.0742,       455.7066,        69.6141,     82131.3047,       176.1326,       279.5013,    155060.4219,       136.0000,       254.4828,         0.0000,         0.4594,         0.0000
     19,         0.0081,         0.4503,         0.4583,       147.6847,       455.7127,        69.5531,     82131.1172,       175.8900,       279.8604,    155060.2500,       136.0000,       254.5134,         0.0000,         0.4583,         0.0000
     20,         0.0026,         0.4538,         0.4564,       147.2961,       455.7190,        69.4922,     82130.9297,       175.6479,       280.2191,    155060.0625,       136.0000,       254.5439,         0.0000,         0.4564,         0.0000
     21,         0.0000,         0.4498,         0.4498,       146.9086,       455.7252,        69.4314,     82130.7422,       175.4064,       280.5809,    155059.8750,       136.0000,       254.5746,         0.0000,         0.4498,         0.0000
     22,         0.0036,         0.4500,         0.4535,       146.5220,       455.7317,        69.3706,     82130.5547,       175.1652,       280.9383,    155059.7031,       136.0000,       254.6051,         0.0000,         0.4535,         0.0000
     23,         0.0000,         0.4522,         0.4522,       146.1365,       455.7384,        69.3100,     82130.3672,       174.9247,       281.2949,    155059.5312,       136.0000,       254.6357,         0.0000,         0.4522,         0.0000
     24,         0.0032,         0.4560,         0.4592,       145.7520,       455.7456,        69.2494,     82130.1797,       174.6846,       281.6443,    155059.3438,       136.0000,       254.6659,         0.0000,         0.4592,         0.0000
     25,         0.0218,         0.4382,         0.4599,       145.3686,       455.7532,        69.1890,     82129.9922,       174.4450,       281.9918,    155059.1562,       136.0000,       254.6957,         0.0000,         0.4599,         0.0000
     26,         0.0282,         0.4331,         0.4612,       144.9861,       455.7608,        69.1286,     82129.8047,       174.2058,       282.3368,    155058.9688,       136.0000,       254.7254,         0.0000,         0.4612,         0.0000
     27,         0.0495,         0.4123,         0.4618,       144.6046,       455.7687,        69.0683,     82129.6172,       173.9672,       282.6796,    155058.7969,       136.0000,       254.7551,         0.0000,         0.4618,         0.0000
     28,         0.0076,         0.4534,         0.4610,       144.2242,       455.7769,        69.0081,     82129.4297,       173.7290,       283.0207,    155058.6250,       136.0000,       254.7847,         0.0000,         0.4610,         0.0000
     29,         0.0150,         0.4454,         0.4604,       143.8447,       455.7852,        68.9480,     82129.2422,       173.4912,       283.3609,    155058.4375,       136.0000,       254.8143,         0.0000,         0.4604,         0.0000
     30,         0.0101,         0.4466,         0.4567,       143.4662,       455.7938,        68.8880,     82129.0547,       173.2539,       283.7015,    155058.2656,       136.0000,       254.8439,         0.0000,         0.4567,         0.0000
     31,         0.0036,         0.4513,         0.4549,       143.0888,       455.8025,        68.8281,     82128.8672,       173.0171,       284.0415,    155058.0938,       136.0000,       254.8736,         0.0000,         0.4549,         0.0000
     32,         0.0080,         0.4463,         0.4543,       142.7123,       455.8112,        68.7682,     82128.6797,       172.7809,       284.3811,    155057.9062,       136.0000,       254.9034,         0.0000,         0.4543,         0.0000
     33,         0.0148,         0.4373,         0.4521,       142.3368,       455.8200,        68.7085,     82128.4922,       172.5452,       284.7208,    155057.7188,       136.0000,       254.9333,         0.0000,         0.4521,         0.0000
     34,         0.0481,         0.4075,         0.4556,       141.9623,       455.8291,        68.6490,     82128.3047,       172.3103,       285.0551,    155057.5469,       136.0000,       254.9626,         0.0000,         0.4556,         0.0000
     35,         0.0811,         0.3770,         0.4580,       141.5888,       455.8387,        68.5896,     82128.1172,       172.0760,       285.3860,    155057.3750,       136.0000,       254.9919,         0.0000,         0.4580,         0.0000
     36,         0.1225,         0.3368,         0.4593,       141.2163,       455.8483,        68.5303,     82127.9297,       171.8421,       285.7144,    155057.1875,       136.0000,       255.0211,         0.0000,         0.4593,         0.0001
     37,         0.0601,         0.3976,         0.4577,       140.8447,       455.8583,        68.4711,     82127.7422,       171.6089,       286.0417,    155057.0156,       136.0000,       255.0501,         0.0000,         0.4577,         0.0000
     38,         0.0063,         0.4452,         0.4515,       140.4741,       455.8684,        68.4120,     82127.5547,       171.3763,       286.3714,    155056.8438,       136.0000,       255.0793,         0.0000,         0.4515,         0.0000
     39,         0.0209,         0.4285,         0.4494,       140.1045,       455.8783,        68.3531,     82127.3672,       171.1444,       286.7016,    155056.6562,       136.0000,       255.1087,         0.0000,         0.4494,         0.0000
     40,         0.0114,         0.4374,         0.4488,       139.7359,       455.8882,        68.2943,     82127.1797,       170.9132,       287.0309,    155056.4844,       136.0000,       255.1379,         0.0000,         0.4488,         0.0000
     41,         0.0174,         0.4262,         0.4436,       139.3682,       455.8981,        68.2357,     82126.9922,       170.6826,       287.3614,    155056.3125,       136.0000,       255.1672,         0.0000,         0.4436,         0.0000
     42,         0.0427,         0.4034,         0.4460,       139.0016,       455.9083,        68.1771,     82126.8047,       170.4527,       287.6882,    155056.1250,       136.0000,       255.1964,         0.0000,         0.4460,         0.0000
     43,         0.1014,         0.3479,         0.4493,       138.6358,       455.9188,        68.1187,     82126.6172,       170.2233,       288.0114,    155055.9531,       136.0000,       255.2253,         0.0000,         0.4493,         0.0000
     44,         0.3938,         0.0658,         0.4596,       138.2711,       455.9296,        68.0599,     82126.4297,       169.9921,       288.3285,    155055.7812,       136.0000,       255.2541,         0.0000,         0.4565,         0.0031
     45,         0.1702,         0.2887,         0.4590,       137.9073,       455.9410,        67.9996,     82126.2422,       169.7557,       288.6416,    155055.5938,       136.0000,       255.2834,         0.0000,         0.4586,         0.0004
     46,         0.3552,         0.1054,         0.4606,       137.5444,       455.9524,        67.9394,     82126.0547,       169.5197,       288.9520,    155055.4219,       136.0000,       255.3128,         0.0000,         0.4585,         0.0021
     47,         0.9680,        -0.4891,         0.4789,       137.1839,       455.9642,        67.8796,     82125.8672,       169.2851,       289.2612,    155055.2500,       136.0000,       255.3420,         0.0027,         0.4585,         0.0204
     48,         0.2630,         0.2119,         0.4749,       136.8230,       455.9762,        67.8195,     82125.6797,       169.0497,       289.5676,    155055.0625,       136.0000,       255.3710,         0.0000,         0.4596,         0.0153
     49,         0.0350,         0.4243,         0.4593,       136.4630,       455.9883,        67.7595,     82125.4922,       168.8148,       289.8763,    155054.9062,       136.0000,       255.4002,         0.0000,         0.4588,         0.0005
     50,         0.0137,         0.4455,         0.4592,       136.1040,       456.0005,        67.6995,     82125.3047,       168.5801,       290.1860,    155054.7188,       136.0000,       255.4296,         0.0000,         0.4592,         0.0000
     51,         0.0450,         0.4170,         0.4619,       135.7458,       456.0129,        67.6397,     82125.1172,       168.3457,       290.4919,    155054.5469,       136.0000,       255.4589,         0.0000,         0.4619,         0.0000
     52,         0.0896,         0.3738,         0.4634,       135.3887,       456.0255,        67.5798,     82124.9297,       168.1117,       290.7962,    155054.3750,       136.0000,       255.4881,         0.0000,         0.4634,         0.0000
     53,         0.0849,         0.3784,         0.4633,       135.0325,       456.0383,        67.5200,     82124.7422,       167.8781,       291.1000,    155054.1875,       136.0000,       255.5174,         0.0000,         0.4633,         0.0000
     54,         0.0281,         0.4375,         0.4656,       134.6772,       456.0512,        67.4603,     82124.5547,       167.6447,       291.4008,    155054.0312,       136.0000,       255.5466,         0.0000,         0.4656,         0.0000
     55,         0.0240,         0.4415,         0.4654,       134.3229,       456.0643,        67.4006,     82124.3672,       167.4117,       291.7006,    155053.8438,       136.0000,       255.5758,         0.0000,         0.4654,         0.0000
     56,         0.0061,         0.4552,         0.4613,       133.9695,       456.0775,        67.3409,     82124.1797,       167.1789,       292.0034,    155053.6719,       136.0000,       255.6050,         0.0000,         0.4613,         0.0000
     57,         0.0096,         0.4474,         0.4570,       133.6170,       456.0904,        67.2813,     82123.9922,       166.9465,       292.3077,    155053.5000,       136.0000,       255.6344,         0.0000,         0.4570,         0.0000
     58,         0.0612,         0.4006,         0.4618,       133.2655,       456.1038,        67.2218,     82123.8047,       166.7144,       292.6068,    155053.3125,       136.0000,       255.6636,         0.0000,         0.4618,         0.0000
     59,         0.1386,         0.3248,         0.4634,       132.9148,       456.1173,        67.1623,     82123.6172,       166.4827,       292.9035,    155053.1562,       136.0000,       255.6927,         0.0000,         0.4633,         0.0001
     60,         0.0677,         0.3968,         0.4645,       132.5651,       456.1311,        67.1029,     82123.4297,       166.2512,       293.1977,    155052.9688,       136.0000,       255.7218,         0.0000,         0.4645,         0.0000
     61,         0.0112,         0.4487,         0.4599,       132.2164,       456.1449,        67.0436,     82123.2422,       166.0201,       293.4942,    155052.8125,       136.0000,       255.7511,         0.0000,         0.4599,         0.0000
     62,         0.0575,         0.4064,         0.4639,       131.8685,       456.1590,        66.9842,     82123.0547,       165.7894,       293.7854,    155052.6250,       136.0000,       255.7801,         0.0000,         0.4639,         0.0000
     63,         0.0778,         0.3882,         0.4660,       131.5215,       456.1734,        66.9249,     82122.8672,       165.5589,       294.0741,    155052.4531,       136.0000,       255.8089,         0.0000,         0.4660,         0.0000
     64,         0.0837,         0.3813,         0.4649,       131.1755,       456.1881,        66.8658,     82122.6797,       165.3291,       294.3624,    155052.2812,       136.0000,       255.8376,         0.0000,         0.4649,         0.0000
     65,         0.0678,         0.3964,         0.4642,       130.8304,       456.2027,        66.8069,     82122.4922,       165.1002,       294.6489,    155052.1094,       136.0000,       255.8663,         0.0000,         0.4642,         0.0000
     66,         0.0945,         0.3702,         0.4647,       130.4862,       456.2177,        66.7482,     82122.3047,       164.8720,       294.9333,    155051.9375,       136.0000,       255.8948,         0.0000,         0.4646,         0.0000
     67,         0.1813,         0.2808,         0.4621,       130.1429,       456.2324,        66.6896,     82122.1172,       164.6447,       295.2184,    155051.7656,       136.0000,       255.9233,         0.0000,         0.4620,         0.0002
     68,         0.2651,         0.1997,         0.4648,       129.8004,       456.2475,        66.6312,     82121.9297,       164.4182,       295.4985,    155051.5938,       136.0000,       255.9516,         0.0000,         0.4641,         0.0007
     69,         0.3175,         0.1473,         0.4649,       129.4589,       456.2628,        66.5731,     82121.7422,       164.1927,       295.7769,    155051.4219,       136.0000,       255.9795,         0.0000,         0.4639,         0.0009
     70,         0.3496,         0.1156,         0.4652,       129.1183,       456.2783,        66.5151,     82121.5547,       163.9682,       296.0540,    155051.2500,       136.0000,       256.0074,         0.0000,         0.4631,         0.0020
     71,         0.0588,         0.4047,         0.4635,       128.7786,       456.2941,        66.4572,     82121.3672,       163.7439,       296.3291,    155051.0781,       136.0000,       256.0351,         0.0000,         0.4634,         0.0001
     72,         0.1293,         0.3323,         0.4616,       128.4398,       456.3103,        66.3993,     82121.1797,       163.5197,       296.6042,    155050.9062,       136.0000,       256.0628,         0.0000,         0.4614,         0.0001
     73,         0.5655,        -0.0972,         0.4683,       128.1019,       456.3261,        66.3416,     82120.9922,       163.2965,       296.8767,    155050.7344,       136.0000,       256.0905,         0.0000,         0.4630,         0.0052
     74,         0.6334,        -0.1625,         0.4709,       127.7648,       456.3423,        66.2842,     82120.8047,       163.0742,       297.1470,    155050.5625,       136.0000,       256.1182,         0.0000,         0.4631,         0.0077
     75,         0.5592,        -0.0913,         0.4678,       127.4286,       456.3585,        66.2269,     82120.6172,       162.8530,       297.4170,    155050.3906,       136.0000,       256.1455,         0.0000,         0.4601,         0.0077
     76,         0.6788,        -0.2038,         0.4750,       127.0934,       456.3751,        66.1694,     82120.4297,       162.6309,       297.6836,    155050.2188,       136.0000,       256.1728,         0.0000,         0.4648,         0.0102
     77,         0.1974,         0.2703,         0.4677,       126.7590,       456.3918,        66.1118,     82120.2422,       162.4082,       297.9500,    155050.0469,       136.0000,       256.2005,         0.0000,         0.4647,         0.0030
     78,         0.3780,         0.0855,         0.4634,       126.4255,       456.4084,        66.0544,     82120.0547,       162.1866,       298.2167,    155049.8750,       136.0000,       256.2282,         0.0000,         0.4607,         0.0027
     79,         0.1315,         0.3339,         0.4653,       126.0929,       456.4253,        65.9970,     82119.8672,       161.9651,       298.4794,    155049.7031,       136.0000,       256.2558,         0.0000,         0.4649,         0.0004
     80,         0.3587,         0.1115,         0.4702,       125.7611,       456.4426,        65.9392,     82119.6797,       161.7424,       298.7397,    155049.5312,       136.0000,       256.2830,         0.0000,         0.4681,         0.0021
     81,         0.1449,         0.3206,         0.4655,       125.4302,       456.4598,        65.8816,     82119.4922,       161.5202,       299.0004,    155049.3750,       136.0000,       256.3107,         0.0000,         0.4654,         0.0001
     82,         0.1408,         0.3228,         0.4636,       125.1002,       456.4770,        65.8243,     82119.3047,       161.2994,       299.2603,    155049.1875,       136.0000,       256.3381,         0.0000,         0.4636,         0.0001
     83,         0.2123,         0.2481,         0.4604,       124.7711,       456.4940,        65.7673,     82119.1172,       161.0800,       299.5211,    155049.0312,       136.0000,       256.3652,         0.0000,         0.4601,         0.0003
     84,         0.2356,         0.2231,         0.4587,       124.4428,       456.5112,        65.7106,     82118.9297,       160.8618,       299.7807,    155048.8438,       136.0000,       256.3925,         0.0000,         0.4583,         0.0004
     85,         0.2010,         0.2555,         0.4565,       124.1154,       456.5283,        65.6543,     82118.7422,       160.6452,       300.0389,    155048.6875,       136.0000,       256.4193,         0.0000,         0.4563,         0.0002
     86,         0.2463,         0.2069,         0.4533,       123.7888,       456.5455,        65.5982,     82118.5547,       160.4298,       300.2963,    155048.5156,       136.0000,       256.4462,         0.0000,         0.4530,         0.0003
     87,         0.3799,         0.0731,         0.4530,       123.4631,       456.5627,        65.5425,     82118.3672,       160.2157,       300.5525,    155048.3438,       136.0000,       256.4728,         0.0000,         0.4513,         0.0017
     88,         0.5147,        -0.0606,         0.4542,       123.1383,       456.5802,        65.4872,     82118.1797,       160.0032,       300.8068,    155048.1719,       136.0000,       256.4990,         0.0000,         0.4503,         0.0039
     89,         0.5765,        -0.1230,         0.4536,       122.8143,       456.5978,        65.4322,     82117.9922,       159.7922,       301.0598,    155048.0000,       136.0000,       256.5251,         0.0000,         0.4482,         0.0054
     90,         0.3889,         0.0612,         0.4501,       122.4912,       456.6155,        65.3776,     82117.8047,       159.5826,       301.3109,    155047.8438,       136.0000,       256.5509,         0.0000,         0.4467,         0.0033
     91,         0.2062,         0.2454,         0.4516,       122.1689,       456.6331,        65.3226,     82117.6172,       159.3717,       301.5591,    155047.6562,       136.0000,       256.5768,         0.0000,         0.4511,         0.0005
     92,         0.8548,        -0.3839,         0.4709,       121.8475,       456.6512,        65.2666,     82117.4297,       159.1574,       301.8037,    155047.5000,       136.0000,       256.6031,         0.0000,         0.4602,         0.0107
     93,         0.0703,         0.3992,         0.4695,       121.5269,       456.6700,        65.2102,     82117.2422,       158.9412,       302.0475,    155047.3281,       136.0000,       256.6298,         0.0000,         0.4630,         0.0065
     94,         0.4042,         0.0697,         0.4740,       121.2072,       456.6889,        65.1528,     82117.0547,       158.7213,       302.2877,    155047.1562,       136.0000,       256.6566,         0.0000,         0.4717,         0.0022
     95,         0.5272,        -0.0527,         0.4746,       120.8883,       456.7080,        65.0951,     82116.8672,       158.5008,       302.5284,    155047.0000,       136.0000,       256.6839,         0.0000,         0.4706,         0.0039
     96,         0.8239,        -0.3412,         0.4827,       120.5702,       456.7273,        65.0376,     82116.6797,       158.2809,       302.7670,    155046.8125,       136.0000,       256.7112,         0.0000,         0.4715,         0.0113
     97,         0.8378,        -0.3441,         0.4936,       120.2530,       456.7466,        64.9804,     82116.4922,       158.0623,       303.0050,    155046.6562,       136.0000,       256.7379,         0.0000,         0.4695,         0.0241
     98,         1.7198,        -1.1674,         0.5525,       119.9479,       456.7661,        64.9259,     82116.3047,       157.8540,       303.2399,    155046.4844,       136.0000,       256.7646,         0.0226,         0.4711,         0.0814
     99,         1.4675,        -0.8631,         0.6044,       119.6424,       456.7859,        64.8706,     82116.1172,       157.6431,       303.4719,    155046.3125,       136.0000,       256.7917,         0.0202,         0.4710,         0.1334
    100,         0.2140,         0.3470,         0.5610,       119.3276,       456.8059,        64.8133,     82115.9297,       157.4241,       303.7028,    155046.1562,       136.0000,       256.8188,         0.0000,         0.4633,         0.0977
    101,         1.4858,        -0.9016,         0.5842,       119.0245,       456.8260,        64.7581,     82115.7422,       157.2141,       303.9305,    155045.9844,       136.0000,       256.8453,         0.0216,         0.4658,         0.1184
    102,         2.1807,        -1.5172,         0.6636,       118.7600,       456.8471,        64.7106,     82115.5547,       157.0347,       304.1545,    155045.8125,       136.0000,       256.8713,         0.0975,         0.4686,         0.1950
    103,         0.6342,        -0.0289,         0.6053,       118.4476,       456.8699,        64.6535,     82115.3672,       156.8167,       304.3669,    155045.6562,       136.0000,       256.8967,         0.0000,         0.4816,         0.1237
    104,         0.4878,         0.0751,         0.5629,       118.1359,       456.8925,        64.5964,     82115.1797,       156.5990,       304.5774,    155045.4844,       136.0000,       256.9221,         0.0000,         0.4828,         0.0801
    105,         0.3425,         0.1999,         0.5424,       117.8251,       456.9141,        64.5394,     82114.9922,       156.3818,       304.7912,    155045.3125,       136.0000,       256.9476,         0.0000,         0.4776,         0.0648
    106,         0.1780,         0.3302,         0.5083,       117.5151,       456.9349,        64.4824,     82114.8047,       156.1647,       305.0085,    155045.1562,       136.0000,       256.9737,         0.0000,         0.4718,         0.0365
    107,         0.3230,         0.1686,         0.4916,       117.2059,       456.9559,        64.4255,     82114.6172,       155.9480,       305.2253,    155044.9844,       136.0000,       256.9997,         0.0000,         0.4707,         0.0209
    108,         0.2351,         0.2489,         0.4840,       116.8976,       456.9771,        64.3685,     82114.4297,       155.7315,       305.4405,    155044.8125,       136.0000,       257.0257,         0.0000,         0.4712,         0.0128
    109,         0.5502,        -0.0413,         0.5088,       116.5900,       456.9999,        64.3116,     82114.2422,       155.5152,       305.6467,    155044.6562,       136.0000,       257.0512,         0.0000,         0.4803,         0.0285
    110,         0.5018,         0.0477,         0.5494,       116.2832,       457.0256,        64.2548,     82114.0547,       155.2993,       305.8344,    155044.5000,       136.0000,       257.0755,         0.0000,         0.5026,         0.0468
    111,         0.7151,        -0.1144,         0.6007,       115.9773,       457.0523,        64.1980,     82113.8672,       155.0838,       306.0105,    155044.3438,       136.0000,       257.0990,         0.0000,         0.5168,         0.0838
    112,         0.4662,         0.1864,         0.6526,       115.6722,       457.0818,        64.1413,     82113.6406,       154.8685,       306.1640,    155044.1719,       136.0000,       257.1210,         0.0000,         0.5452,         0.1073
    113,         0.5830,         0.0921,         0.6750,       115.3678,       457.1118,        64.0845,     82113.3906,       154.6533,       306.3095,    155044.0156,       136.0000,       257.1425,         0.0000,         0.5561,         0.1189
    114,         1.6572,        -0.8561,         0.8011,       115.1060,       457.1449,        64.0362,     82113.0859,       154.4720,       306.4282,    155043.8750,       136.0000,       257.1622,         0.0836,         0.5891,         0.2121
    115,         2.2881,        -1.2700,         1.0181,       114.9195,       457.1843,        64.0029,     82112.7109,       154.3507,       306.4969,    155043.7188,       136.0000,       257.1785,         0.2328,         0.6576,         0.3606
    116,         0.9662,         0.0739,         1.0401,       114.6187,       457.2252,        63.9467,     82112.3359,       154.1378,       306.5353,    155043.5625,       136.0000,       257.1928,         0.0031,         0.7041,         0.3360
    117,         0.1325,         0.7776,         0.9101,       114.3171,       457.2579,        63.8902,     82111.9609,       153.9239,       306.6145,    155043.4062,       136.0000,       257.2100,         0.0000,         0.6548,         0.2554
    118,         1.2631,        -0.2882,         0.9749,       114.0546,       457.2928,        63.8414,     82111.5859,       153.7409,       306.6952,    155043.2500,       136.0000,       257.2271,         0.0765,         0.6433,         0.3316
    119,         2.3034,        -1.1047,         1.1988,       113.9469,       457.3348,        63.8235,     82111.1641,       153.6816,       306.7245,    155043.0625,       136.0000,       257.2402,         0.3850,         0.7104,         0.4884
    120,         0.4298,         0.7266,         1.1564,       113.6471,       457.3799,        63.7672,     82110.7891,       153.4684,       306.7165,    155042.9375,       136.0000,       257.2507,         0.0000,         0.7658,         0.3906
    121,         0.1596,         0.8189,         0.9786,       113.3481,       457.4153,        63.7109,     82110.4141,       153.2554,       306.7603,    155042.7812,       136.0000,       257.2650,         0.0000,         0.7007,         0.2779
    122,         0.6710,         0.2833,         0.9543,       113.0499,       457.4486,        63.6546,     82110.0391,       153.0428,       306.8318,    155042.6250,       136.0000,       257.2813,         0.0000,         0.6571,         0.2971
    123,         1.6247,        -0.5188,         1.1059,       112.8276,       457.4873,        63.6134,     82109.6250,       152.8907,       306.8686,    155042.4375,       136.0000,       257.2952,         0.1505,         0.6992,         0.4067
    124,         1.8454,        -0.5461,         1.2992,       112.6904,       457.5319,        63.5892,     82109.1875,       152.8064,       306.8578,    155042.2188,       136.0000,       257.3059,         0.3196,         0.7625,         0.5367
    125,         0.6749,         0.5881,         1.2630,       112.3939,       457.5787,        63.5331,     82108.6641,       152.5944,       306.8141,    155041.9375,       136.0000,       257.3143,         0.0000,         0.8107,         0.4523
    126,         2.2948,        -0.8501,         1.4448,       112.3318,       457.6232,        63.5237,     82108.2188,       152.5696,       306.7864,    155041.7188,       136.0000,       257.3239,         0.4675,         0.7869,         0.6579
    127,         2.1217,        -0.4420,         1.6797,       112.2994,       457.6802,        63.5203,     82107.6562,       152.5687,       306.6670,    155041.4062,       136.0000,       257.3271,         0.5268,         0.9075,         0.7722
    128,         2.0296,        -0.2532,         1.7764,       112.2926,       457.7408,        63.5220,     82107.0469,       152.5881,       306.5060,    155041.0469,       136.0000,       257.3275,         0.5778,         0.9665,         0.8100
    129,         1.1234,         0.4885,         1.6119,       113.5015,       457.8047,        63.4757,     82106.3906,       152.4156,       306.3058,    155040.6406,       129.0000,       257.3249,         1.5552,         1.0244,         0.5875
    130,         2.0460,        -0.0728,         1.9732,       115.0241,       457.8708,        63.4928,     82105.7109,       152.4969,       306.0871,    155040.2188,       129.0000,       257.3207,         2.1897,         1.0562,         0.9171
    131,         3.3865,        -1.1115,         2.2750,       116.7030,       457.9480,        63.5420,     82104.9688,       152.7065,       305.7929,    155039.7969,       129.0000,       257.3108,         2.5104,         1.1765,         1.0985
    132,         1.2052,         0.6797,         1.8848,       117.8683,       458.0279,        63.4893,     82104.2734,       152.5082,       305.4507,    155039.5000,       129.0000,       257.2973,         1.4912,         1.2649,         0.6199
    133,         0.5857,         1.2321,         1.8178,       119.0135,       458.0940,        63.4333,     82103.5234,       152.2966,       305.1729,    155039.0000,       129.0000,       257.2880,         1.4571,         1.1978,         0.6200
    134,         1.4692,         0.4573,         1.9264,       120.3183,       458.1534,        63.4098,     82102.7734,       152.2155,       304.9410,    155038.5000,       129.0000,       257.2817,         1.7826,         1.1434,         0.7831
    135,         2.1488,        -0.0823,         2.0666,       121.7570,       458.2138,        63.4139,     82102.0547,       152.2446,       304.7153,    155038.0312,       129.0000,       257.2756,         2.0577,         1.1408,         0.9258
    136,         2.9702,        -0.7121,         2.2580,       123.3553,       458.2769,        63.4511,     82101.3594,       152.4059,       304.4742,    155037.6250,       129.0000,       257.2677,         2.3848,         1.1679,         1.0901
    137,         3.0853,        -0.6959,         2.3894,       124.9915,       458.3439,        63.4978,     82100.6250,       152.6049,       304.2038,    155037.2188,       129.0000,       257.2570,         2.4691,         1.2098,         1.1796
    138,         3.1593,        -0.7177,         2.4416,       126.6753,       458.4090,        63.5560,     82099.9062,       152.8497,       303.9389,    155036.8281,       129.0000,       257.2454,         2.5730,         1.2044,         1.2372
    139,         3.8057,        -1.0791,         2.7265,       128.4481,       458.4904,        63.6339,     82099.1641,       153.1729,       303.5750,    155036.4688,       129.0000,       257.2258,         2.7599,         1.3335,         1.3930
    140,         3.4589,        -0.4984,         2.9605,       130.3839,       458.5721,        63.7462,     82098.4375,       153.6332,       303.1890,    155036.1875,       129.0000,       257.2040,         3.0956,         1.3733,         1.5872
    141,         1.8501,         0.8778,         2.7280,       132.0297,       458.6552,        63.8001,     82097.6797,       153.8597,       302.7632,    155035.8750,       129.0000,       257.1799,         2.5260,         1.4493,         1.2787
    142,         2.8325,        -0.0195,         2.8131,       133.6797,       458.7408,        63.8528,     82096.8359,       154.0822,       302.3019,    155035.5000,       129.0000,       257.1543,         2.5424,         1.5204,         1.2926
    143,         2.0451,         0.7120,         2.7570,       135.2012,       458.8295,        63.8800,     82095.8984,       154.2030,       301.7994,    155035.0312,       129.0000,       257.1257,         2.2940,         1.5875,         1.1696
    144,         1.3846,         0.9220,         2.3066,       136.3380,       458.9026,        63.8310,     82095.0703,       154.0187,       301.3795,    155034.6562,       129.0000,       257.1026,         1.5317,         1.4941,         0.8125
    145,         2.6386,        -0.0598,         2.5788,       137.8187,       458.9686,        63.8517,     82094.2734,       154.1129,       301.0185,    155034.2812,       129.0000,       257.0831,         2.2261,         1.4205,         1.1583
