 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4,QC5,QC6, Rh_d,QC7,QC8
      1,         0.0000,         0.5433,         0.5433,         0.0000,         0.0770,       154.8568,        70.6660,       180.3327,       273.1444,       253.9557,       455.6392,         0.4663,     82134.4922,     72473.4141
      2,         0.0050,         0.4986,         0.5036,         0.0000,         0.0407,       154.4493,        70.6034,       180.0819,       273.5319,       253.9871,       455.6413,         0.4629,     82134.3047,     72473.4141
      3,         0.0006,         0.4764,         0.4769,         0.0000,         0.0191,       154.0430,        70.5410,       179.8314,       273.9214,       254.0187,       455.6437,         0.4579,     82134.1172,     72473.4141
      4,         0.0082,         0.4703,         0.4786,         0.0000,         0.0195,       153.6376,        70.4785,       179.5814,       274.3082,       254.0503,       455.6462,         0.4591,     82133.9297,     72473.4141
      5,         0.0136,         0.4805,         0.4941,         0.0000,         0.0297,       153.2334,        70.4162,       179.3318,       274.6896,       254.0817,       455.6489,         0.4644,     82133.7422,     72473.4141
      6,         0.0032,         0.4725,         0.4757,         0.0000,         0.0145,       152.8302,        70.3539,       179.0827,       275.0711,       254.1131,       455.6520,         0.4613,     82133.5547,     72473.4141
      7,         0.0014,         0.4765,         0.4779,         0.0000,         0.0137,       152.4281,        70.2918,       178.8341,       275.4489,       254.1442,       455.6551,         0.4643,     82133.3672,     72473.4141
      8,         0.0070,         0.4599,         0.4670,         0.0000,         0.0052,       152.0271,        70.2297,       178.5860,       275.8266,       254.1754,       455.6586,         0.4617,     82133.1797,     72473.4141
      9,         0.0130,         0.4460,         0.4590,         0.0000,         0.0006,       151.6271,        70.1677,       178.3385,       276.2049,       254.2066,       455.6622,         0.4584,     82132.9922,     72473.4141
     10,         0.0141,         0.4473,         0.4614,         0.0000,         0.0000,       151.2282,        70.1058,       178.0914,       276.5789,       254.2378,       455.6662,         0.4614,     82132.8047,     72473.4141
     11,         0.0366,         0.4282,         0.4648,         0.0000,         0.0000,       150.8303,        70.0441,       177.8448,       276.9491,       254.2685,       455.6704,         0.4648,     82132.6172,     72473.4141
     12,         0.0347,         0.4300,         0.4647,         0.0000,         0.0000,       150.4335,        69.9824,       177.5988,       277.3175,       254.2991,       455.6747,         0.4647,     82132.4297,     72473.4141
     13,         0.0245,         0.4403,         0.4648,         0.0000,         0.0000,       150.0377,        69.9208,       177.3532,       277.6839,       254.3298,       455.6794,         0.4648,     82132.2422,     72473.4141
     14,         0.0078,         0.4559,         0.4637,         0.0000,         0.0000,       149.6429,        69.8593,       177.1081,       278.0493,       254.3605,       455.6843,         0.4637,     82132.0547,     72473.4141
     15,         0.0059,         0.4546,         0.4605,         0.0000,         0.0000,       149.2492,        69.7978,       176.8635,       278.4148,       254.3913,       455.6896,         0.4605,     82131.8672,     72473.4141
     16,         0.0038,         0.4549,         0.4588,         0.0000,         0.0000,       148.8565,        69.7365,       176.6193,       278.7798,       254.4219,       455.6950,         0.4588,     82131.6797,     72473.4141
     17,         0.0000,         0.4638,         0.4638,         0.0000,         0.0000,       148.4649,        69.6753,       176.3757,       279.1403,       254.4523,       455.7007,         0.4638,     82131.4922,     72473.4141
     18,         0.0047,         0.4547,         0.4594,         0.0000,         0.0000,       148.0742,        69.6141,       176.1326,       279.5013,       254.4828,       455.7066,         0.4594,     82131.3047,     72473.4141
     19,         0.0081,         0.4503,         0.4583,         0.0000,         0.0000,       147.6847,        69.5531,       175.8900,       279.8604,       254.5134,       455.7127,         0.4583,     82131.1172,     72473.4141
