 year,LAI,gpp_yr,NPP_yr,Ra_yr,Rh_yr,    ET,rain_yr,transp_yr,evap_yr,runoff_yr,GL_yr,       GW_yr,GR_yr,Pool1,Pool2,Pool3,Pool4,Pool5,      Pool6,Pool7,Pool8,out1_yr,out2_yr,out3_yr,      out4_yr,out5_yr,out6_yr,out7_yr,out8_yr,        simuCH4_yr,Pro_sum_yr,Oxi_sum_yr,Fdifu1_yr,    Ebu_sum_unsat_yr,Ebu_sum_sat_yr,Pla_sum_yr
   2012,         1.0644,       675.9885,       271.3062,       404.1194,       402.0276,         0.0000,       660.5292,        62.6604,       374.1237,       326.4310,       157.2863,        22.8040,        91.2159,       163.3307,        70.6634,       181.0901,       261.6774,       254.7384,       455.9156,     82480.7734,     72361.2656,       157.0487,        21.6785,        87.1843,       239.8299,        19.7893,       321.0662,       347.1031,        17.2654,        21.4952,        34.1782,         6.1657,         7.0479,         1.5740,         7.5026,         6.9449,
   2013,         1.0674,       572.6823,       256.2750,       318.1341,       378.9433,         0.0000,       586.8200,        48.7431,       292.9046,       350.3834,       150.6497,        21.1250,        84.5001,       156.2070,        69.9716,       177.9938,       273.1541,       254.5613,       455.9229,     82255.2500,     72431.8359,       150.1991,        22.3514,        89.3380,       235.2388,        18.5698,       301.2170,       324.6304,        16.2081,        21.8079,        32.6994,         3.7546,         7.2263,         0.0000,         7.9414,         6.6402,
   2011,         1.0630,       626.3912,       258.7189,       366.3904,       421.0309,         0.0029,       647.3796,        54.3760,       363.7755,       345.4586,       151.1860,        21.5066,        86.0262,       157.9119,        69.4528,       176.2156,       266.8016,       253.5477,       456.9778,     82029.9375,     72505.9453,       151.8387,        21.4040,        85.2337,       255.6291,        20.7464,       338.8201,       363.1642,        18.2026,        25.7330,        37.7871,         4.5822,         9.0355,         0.7814,         9.0829,         7.6145,
   2012,         1.0645,       676.0560,       271.3475,       404.1310,       400.2727,         0.0000,       660.5292,        62.6678,       374.1294,       326.4236,       157.3047,        22.8086,        91.2344,       163.3584,        70.6665,       181.0858,       261.6826,       251.3752,       453.6790,     81778.2031,     72578.6250,       157.0754,        21.6794,        87.1820,       239.8351,        19.5286,       319.5030,       344.1513,        17.3180,        21.2902,        34.0240,         6.1818,         6.9803,         1.5445,         7.3800,         6.9299,
   2013,         1.0676,       572.7487,       256.3175,       318.1859,       377.3166,         0.0000,       586.8200,        48.7496,       292.9100,       350.3779,       150.6772,        21.1281,        84.5122,       156.2335,        69.9770,       178.0033,       273.1747,       251.4414,       453.7376,     81559.2656,     72649.4453,       150.2244,        22.3532,        89.3426,       235.2573,        18.3430,       299.7805,       321.8711,        16.2573,        21.7183,        32.5563,         3.7589,         7.2408,         0.0000,         7.8552,         6.6224,
   2014,         1.1096,       649.7208,       278.1981,       369.7213,       361.1116,         0.0000,       662.0886,        52.3867,       257.9538,       431.9329,       160.9162,        23.4563,        93.8253,       161.0121,        70.8509,       181.4050,       280.9965,       251.7073,       456.6744,     81342.7422,     72718.2109,       154.8098,        20.7061,        83.3841,       229.1501,        17.4272,       287.1533,       305.4562,        15.4841,        22.5451,        31.9253,         2.9146,         8.0012,         0.0000,         7.8280,         6.7158,
   2015,         1.2670,       781.5229,       334.4856,       441.6619,       342.0255,         0.0198,       717.0987,        71.6211,       281.3246,       449.4714,       189.8889,        28.9194,       115.6775,       179.6253,        77.1045,       204.5130,       306.1826,       252.4604,       462.8820,     81146.6719,     72782.3125,       166.9974,        21.3111,        89.1957,       232.3805,        16.0443,       265.5514,       277.2609,        14.1032,        20.4935,        29.2658,         2.9741,         7.3761,         0.0000,         6.8573,         6.2600,
   2016,         1.3530,       818.9756,       352.8104,       459.7810,       377.2702,         0.0000,       697.7492,        80.5864,       281.1824,       429.1951,       199.0957,        30.7430,       122.9721,       194.7044,        83.3533,       224.5542,       332.0312,       255.2831,       476.5113,     80942.8516,     72852.5781,       186.5826,        23.6848,       100.3864,       268.3817,        17.3934,       293.3965,       296.7868,        15.1479,        24.7915,        34.4761,         2.4751,         9.6025,         0.0000,         7.9225,         7.2664,
   2017,         1.3639,       813.8247,       340.5193,       472.6407,       345.8792,         0.0000,       640.8001,        80.6092,       260.5412,       399.9580,       195.0744,        29.0889,       116.3556,       205.3257,        89.9253,       244.5284,       363.6865,       258.8832,       491.7245,     80747.1562,     72922.4375,       193.4871,        24.3743,       104.2634,       257.7895,        15.3407,       263.0500,       257.3023,        13.1766,        19.4840,        28.6587,         3.1524,         6.2868,         0.0000,         6.9886,         6.2086,
   2018,         1.2857,       710.3569,       300.4261,       409.2479,       313.6608,         0.0000,       634.2989,        77.0638,       185.7989,       481.9215,       170.7390,        27.8954,       101.7917,       200.0965,        96.2889,       257.4784,       401.2730,       263.9981,       509.9885,     80584.0234,     72988.6484,       182.1165,        22.6991,        95.2256,       246.8321,        13.6131,       234.8857,       220.7393,        11.3365,        17.3267,        24.8337,         2.4894,         5.8675,         0.0000,         6.0436,         5.4157,
