 month,GPP_m,NPP_m,Reco_m,NEE_m,Rh_m,Ra_m,RLEAV_m, RWOOD_m,RROOT_m,Rh4_m,Rh5_m,Rh6_m,Rh7_m,Rh8_m,pheno,NSC_yr,add_yr,store_yr, QC(1),QC(2),QC(3),QC(4),QC(5),QC(6),QC(7),QC(8), wcl(1),wcl(2),wcl(3),zwt,thawd,snowd,  ch4emission,ch4pro,ch4oxi,ch4difu,ch4ebusat,ch4pla, ch4v1,ch4v2,ch4v3,ch4v4,ch4v5,ch4v6,ch4v7,ch4v8,ch4v9,ch4v10,unsatebu
     11,         0.0000,         0.2500,         2.8585,         2.8585,         1.2030,        -1.6555,         1.3780,         0.0906,         0.1869,         0.2741,         0.0250,         0.5686,         0.3071,         0.0283,       129.0000,        14.4646,         0.0000,         0.0727,       179.1911,        74.0762,       194.6043,       233.6008,       249.8478,       453.7705,     81899.5938,     72548.3906,         0.8051,         0.9377,         0.9424,       -76.5497,       150.0000,         0.0004,         0.0332,         0.0821,         0.0145,         0.0029,         0.0054,         0.0250,         0.0056,         0.7477,         3.3827,         4.3544,         5.6662,         7.4713,         7.8288,         8.0058,         8.1658,         8.3090,         0.0004
     12,         0.0000,         0.0000,         1.4399,         1.4399,         0.7309,        -0.7090,         0.5559,         0.0236,         0.1295,         0.1719,         0.0149,         0.3419,         0.1851,         0.0170,       129.0000,        14.4646,         0.0000,         0.0727,       162.9773,        71.9886,       186.0561,       249.0918,       250.7919,       453.0640,     81891.8672,     72549.3672,         0.8249,         0.9459,         0.9475,       -73.3541,       150.0000,         0.1000,         0.0149,         0.0426,         0.0068,         0.0025,         0.0014,         0.0109,         0.0061,         1.5105,         4.1271,         5.5367,         6.5740,         7.3529,         7.5598,         7.6705,         7.7807,         7.8877,         0.0000
     13,         0.0000,         0.0000,         1.1376,         1.1376,         0.8705,        -0.2671,         0.2035,         0.0078,         0.0558,         0.2193,         0.0177,         0.3980,         0.2157,         0.0199,       129.0000,        16.0600,         0.0000,         0.0808,       142.8629,        69.1482,       174.6504,       268.9212,       252.2258,       452.8394,     81881.9375,     72549.3672,         0.7946,         0.9473,         0.9481,       -76.3141,       150.0000,         0.2191,         0.0137,         0.0461,         0.0084,         0.0039,         0.0008,         0.0091,         0.0038,         1.8263,         4.1892,         6.1682,         7.1657,         7.6310,         7.7189,         7.7700,         7.8295,         7.8942,         0.0000
     14,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     15,         0.0000,         0.0000,         0.5439,         0.5439,         0.5439,         0.0000,         0.0000,         0.0000,         0.0000,         0.1439,         0.0110,         0.2444,         0.1324,         0.0122,       129.0000,        16.0600,         0.0000,         0.0808,       131.6592,        67.3937,       167.7372,       279.3961,       253.1093,       452.9792,     81876.1250,     72549.3672,         0.8842,         0.9458,         0.9472,       -66.4347,       150.0000,         0.4041,         0.0077,         0.0256,         0.0038,         0.0020,         0.0000,         0.0057,         0.0050,         1.7999,         4.1068,         6.1813,         7.2815,         7.7817,         7.8586,         7.9003,         7.9498,         8.0044,         0.0000
     16,         0.0000,         0.0213,         0.7092,         0.7092,         0.5807,        -0.1285,         0.0967,         0.0052,         0.0266,         0.1581,         0.0118,         0.2581,         0.1398,         0.0129,       129.0000,        16.0600,         0.0000,         0.0808,       121.8997,        65.6931,       161.1485,       288.2014,       253.9933,       453.3283,     81870.3125,     72549.3672,         0.9528,         0.9416,         0.9446,        11.9045,       150.0000,         0.2173,         0.0190,         0.0355,         0.0016,         0.0132,         0.0000,         0.0058,         0.0310,         1.8311,         4.0828,         6.1155,         7.3610,         7.9186,         8.0009,         8.0426,         8.0918,         8.1465,         0.0000
     17,         0.0000,         1.7475,         1.2520,         1.2520,         0.7036,        -0.5484,         0.4557,         0.0181,         0.0746,         0.1986,         0.0144,         0.3085,         0.1668,         0.0154,        94.0000,        16.0600,         0.0000,         0.0808,       155.9615,        64.3285,       155.9940,       295.6061,       254.7112,       454.0049,     81862.5312,     72550.9375,         0.9527,         0.9378,         0.9417,       -25.7941,       150.0000,         0.0000,         0.0318,         0.0515,         0.0026,         0.0214,         0.0012,         0.0092,         0.0328,         1.5824,         4.1028,         5.8440,         7.2582,         8.0336,         8.1406,         8.1915,         8.2452,         8.3036,         0.0000
     18,         0.0000,         0.4753,         3.1575,         3.1575,         1.6486,        -1.5089,         1.2612,         0.0849,         0.1627,         0.4724,         0.0342,         0.7188,         0.3875,         0.0357,        94.0000,        16.0600,         0.0000,         0.0808,       157.4327,        65.4111,       160.6238,       288.8780,       254.2904,       455.9135,     81838.9766,     72559.9297,         0.9525,         0.9322,         0.9384,         9.9063,       150.0000,         0.0000,         0.0816,         0.1400,         0.0110,         0.0410,         0.0058,         0.0348,         0.1053,         0.9883,         3.2428,         4.5350,         6.2648,         8.1755,         8.4553,         8.5894,         8.6917,         8.7715,         0.0000
     19,         0.0000,         1.3715,         5.0396,         5.0396,         2.7111,        -2.3285,         1.8447,         0.1677,         0.3161,         0.7488,         0.0569,         1.2013,         0.6446,         0.0594,        94.0000,        16.0600,         0.0000,         0.0808,       170.9831,        68.9600,       174.9633,       267.2470,       252.6237,       457.7230,     81799.9922,     72575.3750,         0.9526,         0.9339,         0.9391,         3.1460,       150.0000,         0.0000,         0.1586,         0.2839,         0.0247,         0.0853,         0.0247,         0.0486,         0.2374,         1.7895,         3.9560,         4.9137,         6.3273,         8.4962,         8.8674,         9.0526,         9.2030,         9.3251,         0.0000
     20,         0.0000,         2.0543,         6.5082,         6.5082,         3.5134,        -2.9948,         2.3041,         0.2316,         0.4590,         0.8978,         0.0747,         1.6031,         0.8586,         0.0792,        94.0000,        16.0600,         0.0000,         0.0808,       188.6684,        73.4906,       192.9731,       238.4465,       249.9852,       456.9402,     81747.0781,     72590.5469,         0.9527,         0.9356,         0.9402,       -47.7886,       150.0000,         0.0000,         0.1714,         0.3722,         0.0519,         0.0740,         0.0326,         0.0648,         0.0474,         2.0761,         4.7948,         5.5801,         6.6170,         8.9720,         9.3486,         9.5322,         9.6906,         9.8261,         0.0000
     21,         0.0000,         0.9852,         5.4897,         5.4897,         2.7442,        -2.7454,         2.2532,         0.2004,         0.2918,         0.6458,         0.0581,         1.2854,         0.6911,         0.0638,        94.0000,        16.0600,         0.0000,         0.0808,       198.2174,        76.5580,       204.9138,       225.5445,       248.3300,       454.1211,     81704.2812,     72605.1641,         0.7493,         0.9099,         0.9384,       -88.3214,       150.0000,         0.0000,         0.1253,         0.2558,         0.0454,         0.0288,         0.0391,         0.0575,         0.0048,         1.3922,         4.1977,         5.0066,         6.1481,         8.6138,         9.0136,         9.2044,         9.3722,         9.5198,         0.0000
     22,         0.0000,         0.1790,         3.5769,         3.5769,         1.4678,        -2.1091,         1.7553,         0.1313,         0.2224,         0.3309,         0.0302,         0.6958,         0.3760,         0.0347,        94.0000,        16.0600,         0.0000,         0.0808,       193.9100,        77.1754,       207.0103,       230.5277,       248.0990,       452.1613,     81680.9375,     72613.9766,         0.6878,         0.7082,         0.8746,      -153.1142,       150.0000,         0.0000,         0.0341,         0.0890,         0.0457,         0.0038,         0.0035,         0.0268,         0.0127,         0.0413,         1.8449,         4.0170,         5.4431,         7.7194,         8.1298,         8.3336,         8.5106,         8.6624,         0.0106
     23,         0.0000,         0.0000,         2.3313,         2.3313,         0.9412,        -1.3901,         1.1525,         0.0643,         0.1732,         0.2177,         0.0191,         0.4424,         0.2398,         0.0222,        94.0000,        16.0600,         0.0000,         0.0808,       179.4543,        75.5406,       200.1314,       241.4984,       248.5645,       451.1536,     81666.9062,     72619.7188,         0.7476,         0.8912,         0.9449,       -89.9341,       150.0000,         0.0209,         0.0223,         0.0528,         0.0247,         0.0021,         0.0056,         0.0146,         0.0038,         0.4325,         2.3803,         3.9392,         5.5517,         7.3263,         7.6836,         7.8624,         8.0139,         8.1399,         0.0033
     24,         0.0000,         0.0000,         1.4902,         1.4902,         0.8033,        -0.6869,         0.5310,         0.0203,         0.1356,         0.1940,         0.0162,         0.3723,         0.2021,         0.0187,        94.0000,        16.0600,         0.0000,         0.0808,       163.2167,        73.2247,       190.5746,       256.7675,       249.6247,       450.6123,     81656.7656,     72623.1094,         0.9379,         0.9430,         0.9459,       -53.4033,       150.0000,         0.0347,         0.0240,         0.0540,         0.0078,         0.0068,         0.0070,         0.0102,         0.0095,         1.2773,         2.9829,         5.0311,         6.4635,         7.3579,         7.5846,         7.7027,         7.8084,         7.9031,         0.0000
     25,         0.0000,         0.0000,         1.0705,         1.0705,         0.9430,        -0.1275,         0.0966,         0.0038,         0.0271,         0.2434,         0.0190,         0.4272,         0.2320,         0.0214,        94.0000,        14.8794,         0.0000,         0.0748,       143.0729,        70.0860,       177.8961,       276.4920,       251.2299,       450.6412,     81647.3906,     72623.1094,         0.9530,         0.9470,         0.9479,       -46.0058,       150.0000,         0.2321,         0.0201,         0.0572,         0.0080,         0.0113,         0.0007,         0.0081,         0.0102,         1.7154,         3.6234,         5.6155,         7.0693,         7.6711,         7.7794,         7.8368,         7.8971,         7.9591,         0.0000
     26,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     27,         0.0000,         0.0000,         0.5765,         0.5765,         0.5765,         0.0000,         0.0000,         0.0000,         0.0000,         0.1559,         0.0116,         0.2567,         0.1393,         0.0129,        94.0000,        14.8794,         0.0000,         0.0748,       131.8525,        68.2114,       170.4762,       286.7873,       252.1809,       450.9586,     81641.5781,     72623.1094,         0.8921,         0.9427,         0.9453,       -62.5926,       150.0000,         0.4258,         0.0087,         0.0286,         0.0043,         0.0033,         0.0000,         0.0054,         0.0057,         1.8158,         3.7852,         5.5299,         7.1456,         7.8058,         7.9034,         7.9503,         8.0008,         8.0542,         0.0000
     28,         0.0000,         0.0000,         0.5756,         0.5756,         0.5731,        -0.0025,         0.0018,         0.0001,         0.0006,         0.1592,         0.0115,         0.2527,         0.1370,         0.0127,        94.0000,        14.8794,         0.0000,         0.0748,       121.5126,        66.4222,       163.5021,       295.5761,       253.0657,       451.4360,     81635.7656,     72623.1094,         0.9528,         0.9396,         0.9433,       -31.8420,       150.0000,         0.4547,         0.0091,         0.0278,         0.0051,         0.0036,         0.0000,         0.0055,         0.0088,         1.8015,         3.8619,         5.5489,         7.1822,         7.8877,         7.9934,         8.0416,         8.0913,         8.1426,         0.0000
     29,         0.0000,         0.0000,         0.6183,         0.6183,         0.5845,        -0.0338,         0.0245,         0.0012,         0.0081,         0.1657,         0.0117,         0.2558,         0.1385,         0.0128,        94.0000,        14.8794,         0.0000,         0.0748,       112.1340,        64.6564,       156.7291,       302.9185,       253.9322,       452.0697,     81629.9531,     72623.1094,         0.9527,         0.9375,         0.9419,        26.3139,       150.0000,         0.0000,         0.0237,         0.0391,         0.0015,         0.0163,         0.0018,         0.0056,         0.0218,         1.7960,         3.8283,         5.5984,         7.2384,         7.9768,         8.0926,         8.1454,         8.1977,         8.2507,         0.0000
     30,         0.0000,         1.3662,         1.7349,         1.7349,         1.0160,        -0.7189,         0.6006,         0.0345,         0.0838,         0.3005,         0.0209,         0.4368,         0.2360,         0.0218,       136.0000,        14.8794,         0.0000,         0.0748,       139.6340,        64.6349,       156.9915,       303.0734,       254.2786,       453.6315,     81616.8281,     72627.2422,         0.9527,         0.9356,         0.9407,       -29.7342,       150.0000,         0.0000,         0.0433,         0.0770,         0.0074,         0.0244,         0.0018,         0.0170,         0.0359,         1.0911,         3.7575,         5.2211,         6.8568,         8.1197,         8.2823,         8.3548,         8.4253,         8.4988,         0.0000
     31,         0.0000,         1.5085,         3.8621,         3.8621,         2.2274,        -1.6348,         1.3438,         0.1008,         0.1902,         0.6475,         0.0464,         0.9663,         0.5192,         0.0480,       136.0000,        14.8794,         0.0000,         0.0748,       165.3491,        67.2280,       167.6260,       286.5102,       253.1928,       456.5260,     81585.1875,     72639.9922,         0.9525,         0.9326,         0.9385,       -48.6811,       150.0000,         0.0000,         0.1205,         0.2127,         0.0208,         0.0639,         0.0163,         0.0404,         0.0398,         1.5944,         3.6418,         4.7590,         6.3672,         8.3980,         8.7177,         8.8727,         8.9972,         9.0994,         0.0000
     32,         0.0000,         1.4927,         5.4471,         5.4471,         3.0647,        -2.3824,         1.8738,         0.1680,         0.3405,         0.8291,         0.0641,         1.3711,         0.7326,         0.0678,       136.0000,        14.8794,         0.0000,         0.0748,       178.2000,        70.7392,       181.6872,       260.0041,       251.0559,       457.7822,     81539.1875,     72654.1797,         0.8946,         0.9327,         0.9385,       -64.8420,       150.0000,         0.0000,         0.2025,         0.3442,         0.0212,         0.1171,         0.0244,         0.0610,         0.0151,         1.5608,         4.3376,         5.2444,         6.4282,         8.6976,         9.0783,         9.2720,         9.4342,         9.5679,         0.0000
     33,         0.0000,         1.4044,         5.3970,         5.3970,         2.6327,        -2.7643,         2.2066,         0.2066,         0.3511,         0.6682,         0.0552,         1.2057,         0.6440,         0.0597,       136.0000,        14.8794,         0.0000,         0.0748,       190.4892,        74.2938,       195.7473,       244.6854,       249.5039,       456.9628,     81499.2891,     72669.4297,         0.9526,         0.9351,         0.9403,       -51.3029,       150.0000,         0.0000,         0.0797,         0.2228,         0.0417,         0.0164,         0.0139,         0.0494,         0.0314,         1.6518,         4.1993,         5.0753,         6.2530,         8.5634,         8.9620,         9.1603,         9.3309,         9.4766,         0.0000
     34,         0.0000,         0.7343,         4.0847,         4.0847,         2.0942,        -1.9906,         1.6656,         0.1199,         0.2051,         0.5041,         0.0434,         0.9758,         0.5225,         0.0484,       136.0000,        14.8794,         0.0000,         0.0748,       192.6866,        75.8715,       201.7208,       240.2495,       248.7304,       455.1696,     81467.6641,     72683.2734,         0.9528,         0.9394,         0.9427,       -42.2839,       150.0000,         0.0000,         0.0809,         0.1750,         0.0336,         0.0117,         0.0245,         0.0448,         0.0233,         0.9736,         3.6058,         4.5361,         5.8228,         8.1150,         8.5221,         8.7272,         8.9035,         9.0530,         0.0000
     35,         0.0000,         0.0876,         2.3246,         2.3246,         1.1493,        -1.1753,         0.9620,         0.0459,         0.1673,         0.2728,         0.0233,         0.5377,         0.2888,         0.0268,       136.0000,        14.8794,         0.0000,         0.0748,       179.9785,        74.3230,       195.2004,       248.6951,       249.1423,       454.0006,     81449.7422,     72690.1797,         0.9529,         0.9439,         0.9459,       -38.7572,       150.0000,         0.0618,         0.0799,         0.1087,         0.0044,         0.0354,         0.0144,         0.0301,         0.0136,         0.7996,         3.3000,         4.4813,         5.8403,         7.5852,         7.9433,         8.1270,         8.2895,         8.4301,         0.0000
     36,         0.0000,         0.0000,         1.1815,         1.1815,         0.7612,        -0.4203,         0.3325,         0.0120,         0.0758,         0.1870,         0.0152,         0.3520,         0.1894,         0.0176,       136.0000,        14.8794,         0.0000,         0.0748,       163.6935,        71.9918,       185.6653,       264.3726,       250.2703,       453.5208,     81440.3359,     72692.8359,         0.9509,         0.9476,         0.9482,       -49.7927,       150.0000,         0.1720,         0.0214,         0.0503,         0.0077,         0.0077,         0.0044,         0.0093,         0.0044,         1.5875,         3.6969,         5.5683,         6.7153,         7.4714,         7.6796,         7.7942,         7.9024,         8.0020,         0.0000
     37,         0.0000,         0.0000,         0.9648,         0.9648,         0.9036,        -0.0611,         0.0466,         0.0018,         0.0127,         0.2367,         0.0180,         0.4086,         0.2199,         0.0204,       136.0000,        14.4716,         0.0000,         0.0727,       143.4907,        68.9071,       173.3179,       284.3064,       251.8957,       453.5832,     81430.1016,     72692.8359,         0.9300,         0.9466,         0.9476,       -54.3676,       150.0000,         0.2257,         0.0135,         0.0433,         0.0048,         0.0039,         0.0009,         0.0087,         0.0036,         1.7544,         3.9663,         6.0258,         7.1937,         7.7245,         7.8310,         7.8911,         7.9490,         8.0038,         0.0000
     38,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000
     39,         0.0000,         0.0000,         0.5574,         0.5574,         0.5574,        -0.0000,         0.0000,         0.0000,         0.0000,         0.1531,         0.0111,         0.2476,         0.1332,         0.0124,       136.0000,        14.4716,         0.0000,         0.0727,       132.2377,        67.0691,       166.1086,       294.6320,       252.8469,       453.9057,     81424.2188,     72692.8359,         0.9521,         0.9458,         0.9471,       -50.1017,        31.2500,         0.4757,         0.0071,         0.0219,         0.0024,         0.0018,         0.0000,         0.0054,         0.0033,         1.5541,         3.9783,         6.0208,         7.2963,         7.8578,         7.9526,         8.0025,         8.0517,         8.0996,         0.0000
     40,         0.0000,         0.0000,         0.2672,         0.2672,         0.2634,        -0.0038,         0.0028,         0.0001,         0.0009,         0.0742,         0.0052,         0.1159,         0.0623,         0.0058,       136.0000,        14.4716,         0.0000,         0.0727,       121.8703,        66.1720,       162.6309,       304.6208,       253.3275,       454.1271,     81418.3906,     72692.8359,         0.9530,         0.9334,         0.9469,         9.4200,         0.0000,         0.3319,         0.0061,         0.0073,         0.0013,         0.0015,         0.0000,         0.0046,         0.0042,         1.1073,         3.4811,         5.4355,         7.2523,         7.9061,         7.9878,         8.0329,         8.0908,         8.1452,         0.0000
     41,         0.0000,         0.0000,         0.6501,         0.6501,         0.5209,        -0.1292,         0.0940,         0.0045,         0.0307,         0.1513,         0.0104,         0.2264,         0.1216,         0.0113,       136.0000,        14.4716,         0.0000,         0.0727,       112.3841,        64.5649,       156.4694,       312.4381,       254.1448,       454.7644,     81412.2891,     72692.8359,         0.9529,         0.9418,         0.9448,         5.0280,        15.1098,         0.0000,         0.0083,         0.0152,         0.0001,         0.0044,         0.0000,         0.0039,         0.0226,         0.9223,         3.0504,         5.0171,         7.1763,         8.0662,         8.1742,         8.2275,         8.2905,         8.3470,         0.0000
     42,         0.0000,         1.8513,         2.1359,         2.1359,         1.0898,        -1.0461,         0.8551,         0.0608,         0.1302,         0.3292,         0.0223,         0.4658,         0.2494,         0.0231,       132.0000,        14.4716,         0.0000,         0.0727,       149.0152,        65.4472,       160.3394,       310.9344,       254.3849,       456.6902,     81398.4766,     72697.5859,         0.9527,         0.9370,         0.9416,        18.5496,       150.0000,         0.0000,         0.0760,         0.0866,         0.0050,         0.0300,         0.0300,         0.0160,         0.1251,         1.0919,         3.2487,         4.8070,         6.8175,         8.2638,         8.4574,         8.5532,         8.6353,         8.7102,         0.0000
     43,         0.0000,         2.1350,         4.8973,         4.8973,         2.5127,        -2.3847,         1.8033,         0.1693,         0.4121,         0.7279,         0.0513,         1.0961,         0.5832,         0.0542,       132.0000,        14.4716,         0.0000,         0.0727,       172.3680,        68.9322,       174.4454,       289.2755,       252.9540,       459.6762,     81362.1797,     72711.2969,         0.9526,         0.9331,         0.9388,        10.1809,       150.0000,         0.0000,         0.2324,         0.2849,         0.0013,         0.1181,         0.0637,         0.0506,         0.1775,         1.7365,         3.8755,         4.9111,         6.4025,         8.5488,         8.9005,         9.0757,         9.2096,         9.3324,         0.0000
     44,         0.0000,         1.4700,         5.7122,         5.7122,         2.9145,        -2.7977,         2.2227,         0.2124,         0.3626,         0.7864,         0.0598,         1.3100,         0.6938,         0.0645,       132.0000,        14.4716,         0.0000,         0.0727,       186.5415,        72.7686,       189.7133,       264.9876,       251.0227,       460.5680,     81317.8594,     72724.5625,         0.8757,         0.9334,         0.9391,       -67.0649,       150.0000,         0.0000,         0.2333,         0.3066,         0.0321,         0.0798,         0.0945,         0.0590,         0.0139,         1.6309,         4.2830,         5.1488,         6.3599,         8.7058,         9.0952,         9.2866,         9.4453,         9.5919,         0.0000
