 sdoy, GPP_d, NEE_d, Reco_d, QC1, GL_yr, QC2, GW_yr, QC3, GR_yr, QC678, pheno, LAI,NPP_d,Rh_d, Ra_d
      1,         0.0000,         0.5432,         0.5432,       155.6759,       455.4794,        95.8455,     82109.1016,       178.9346,       272.7189,    155044.8125,       136.0000,       261.8951,         0.0000,         0.4662,         0.0770
      2,         0.0050,         0.4986,         0.5036,       155.2663,       455.4814,        95.7832,     82108.9141,       178.6857,       273.1073,    155044.6406,       136.0000,       261.9254,         0.0000,         0.4628,         0.0408
      3,         0.0006,         0.4764,         0.4770,       154.8578,       455.4835,        95.7210,     82108.7266,       178.4372,       273.4973,    155044.4531,       136.0000,       261.9559,         0.0000,         0.4578,         0.0192
      4,         0.0083,         0.4705,         0.4788,       154.4504,       455.4859,        95.6589,     82108.5391,       178.1890,       273.8847,    155044.2656,       136.0000,       261.9865,         0.0000,         0.4592,         0.0196
      5,         0.0137,         0.4811,         0.4948,       154.0440,       455.4885,        95.5968,     82108.3516,       177.9413,       274.2666,    155044.0938,       136.0000,       262.0168,         0.0000,         0.4647,         0.0301
      6,         0.0032,         0.4731,         0.4763,       153.6387,       455.4916,        95.5348,     82108.1641,       177.6941,       274.6487,    155043.9062,       136.0000,       262.0472,         0.0000,         0.4616,         0.0148
      7,         0.0014,         0.4771,         0.4785,       153.2345,       455.4944,        95.4729,     82107.9766,       177.4474,       275.0273,    155043.7188,       136.0000,       262.0772,         0.0000,         0.4644,         0.0142
      8,         0.0070,         0.4602,         0.4673,       152.8313,       455.4978,        95.4110,     82107.7891,       177.2011,       275.4054,    155043.5312,       136.0000,       262.1078,         0.0000,         0.4616,         0.0056
      9,         0.0130,         0.4463,         0.4593,       152.4292,       455.5014,        95.3492,     82107.6016,       176.9554,       275.7843,    155043.3438,       136.0000,       262.1384,         0.0000,         0.4584,         0.0009
     10,         0.0142,         0.4474,         0.4616,       152.0282,       455.5052,        95.2875,     82107.4141,       176.7101,       276.1591,    155043.1562,       136.0000,       262.1689,         0.0000,         0.4616,         0.0000
     11,         0.0367,         0.4283,         0.4650,       151.6282,       455.5093,        95.2259,     82107.2266,       176.4654,       276.5297,    155042.9688,       136.0000,       262.1988,         0.0000,         0.4650,         0.0000
     12,         0.0349,         0.4299,         0.4647,       151.2292,       455.5135,        95.1644,     82107.0391,       176.2211,       276.8988,    155042.7969,       136.0000,       262.2282,         0.0000,         0.4647,         0.0000
     13,         0.0246,         0.4404,         0.4650,       150.8313,       455.5179,        95.1029,     82106.8516,       175.9773,       277.2660,    155042.6094,       136.0000,       262.2575,         0.0000,         0.4650,         0.0000
     14,         0.0078,         0.4560,         0.4639,       150.4345,       455.5227,        95.0416,     82106.6641,       175.7340,       277.6317,    155042.4375,       136.0000,       262.2869,         0.0000,         0.4639,         0.0000
     15,         0.0059,         0.4552,         0.4611,       150.0387,       455.5280,        94.9802,     82106.4766,       175.4911,       277.9977,    155042.2500,       136.0000,       262.3168,         0.0000,         0.4611,         0.0000
     16,         0.0038,         0.4559,         0.4597,       149.6439,       455.5332,        94.9190,     82106.2891,       175.2488,       278.3637,    155042.0625,       136.0000,       262.3468,         0.0000,         0.4597,         0.0000
     17,         0.0000,         0.4635,         0.4635,       149.2502,       455.5387,        94.8578,     82106.1016,       175.0069,       278.7247,    155041.8750,       136.0000,       262.3766,         0.0000,         0.4635,         0.0000
     18,         0.0047,         0.4550,         0.4597,       148.8575,       455.5446,        94.7968,     82105.9141,       174.7656,       279.0861,    155041.7031,       136.0000,       262.4066,         0.0000,         0.4597,         0.0000
     19,         0.0081,         0.4505,         0.4586,       148.4659,       455.5505,        94.7358,     82105.7266,       174.5247,       279.4455,    155041.5156,       136.0000,       262.4365,         0.0000,         0.4586,         0.0000
     20,         0.0026,         0.4541,         0.4567,       148.0753,       455.5567,        94.6749,     82105.5391,       174.2844,       279.8047,    155041.3438,       136.0000,       262.4665,         0.0000,         0.4567,         0.0000
     21,         0.0000,         0.4501,         0.4501,       147.6857,       455.5628,        94.6141,     82105.3516,       174.0445,       280.1669,    155041.1562,       136.0000,       262.4969,         0.0000,         0.4501,         0.0000
     22,         0.0036,         0.4503,         0.4538,       147.2971,       455.5691,        94.5533,     82105.1641,       173.8052,       280.5252,    155040.9688,       136.0000,       262.5269,         0.0000,         0.4538,         0.0000
     23,         0.0000,         0.4525,         0.4525,       146.9096,       455.5755,        94.4927,     82104.9766,       173.5663,       280.8823,    155040.7969,       136.0000,       262.5565,         0.0000,         0.4525,         0.0000
     24,         0.0033,         0.4564,         0.4596,       146.5231,       455.5823,        94.4321,     82104.7891,       173.3280,       281.2324,    155040.6250,       136.0000,       262.5858,         0.0000,         0.4596,         0.0000
     25,         0.0219,         0.4380,         0.4599,       146.1375,       455.5896,        94.3716,     82104.6016,       173.0901,       281.5805,    155040.4375,       136.0000,       262.6151,         0.0000,         0.4599,         0.0000
     26,         0.0283,         0.4333,         0.4616,       145.7530,       455.5970,        94.3111,     82104.4141,       172.8526,       281.9257,    155040.2500,       136.0000,       262.6444,         0.0000,         0.4616,         0.0000
     27,         0.0497,         0.4122,         0.4619,       145.3696,       455.6048,        94.2507,     82104.2266,       172.6156,       282.2689,    155040.0625,       136.0000,       262.6737,         0.0000,         0.4619,         0.0000
     28,         0.0076,         0.4537,         0.4613,       144.9871,       455.6127,        94.1905,     82104.0391,       172.3791,       282.6110,    155039.8906,       136.0000,       262.7030,         0.0000,         0.4612,         0.0000
     29,         0.0150,         0.4456,         0.4607,       144.6056,       455.6212,        94.1302,     82103.8516,       172.1430,       282.9513,    155039.7188,       136.0000,       262.7323,         0.0000,         0.4607,         0.0000
     30,         0.0101,         0.4469,         0.4570,       144.2252,       455.6295,        94.0701,     82103.6641,       171.9073,       283.2925,    155039.5312,       136.0000,       262.7616,         0.0000,         0.4570,         0.0000
     31,         0.0037,         0.4516,         0.4553,       143.8457,       455.6381,        94.0100,     82103.4766,       171.6722,       283.6329,    155039.3594,       136.0000,       262.7909,         0.0000,         0.4553,         0.0000
     32,         0.0081,         0.4462,         0.4542,       143.4673,       455.6468,        93.9500,     82103.2891,       171.4376,       283.9730,    155039.1875,       136.0000,       262.8204,         0.0000,         0.4542,         0.0000
     33,         0.0149,         0.4368,         0.4516,       143.0898,       455.6553,        93.8902,     82103.1016,       171.2036,       284.3133,    155039.0000,       136.0000,       262.8496,         0.0000,         0.4516,         0.0000
     34,         0.0483,         0.4078,         0.4561,       142.7133,       455.6644,        93.8304,     82102.9141,       170.9704,       284.6480,    155038.8125,       136.0000,       262.8781,         0.0000,         0.4561,         0.0000
     35,         0.0814,         0.3772,         0.4586,       142.3378,       455.6737,        93.7708,     82102.7266,       170.7376,       284.9795,    155038.6406,       136.0000,       262.9067,         0.0000,         0.4586,         0.0000
     36,         0.1230,         0.3366,         0.4597,       141.9633,       455.6832,        93.7113,     82102.5391,       170.5053,       285.3083,    155038.4688,       136.0000,       262.9353,         0.0000,         0.4596,         0.0001
     37,         0.0603,         0.3981,         0.4584,       141.5898,       455.6930,        93.6518,     82102.3516,       170.2737,       285.6363,    155038.2812,       136.0000,       262.9638,         0.0000,         0.4584,         0.0000
     38,         0.0063,         0.4458,         0.4521,       141.2173,       455.7030,        93.5925,     82102.1641,       170.0427,       285.9664,    155038.1094,       136.0000,       262.9926,         0.0000,         0.4521,         0.0000
     39,         0.0210,         0.4286,         0.4496,       140.8457,       455.7126,        93.5333,     82101.9766,       169.8123,       286.2971,    155037.9375,       136.0000,       263.0217,         0.0000,         0.4496,         0.0000
     40,         0.0114,         0.4370,         0.4484,       140.4751,       455.7224,        93.4742,     82101.7891,       169.5825,       286.6269,    155037.7500,       136.0000,       263.0506,         0.0000,         0.4484,         0.0000
     41,         0.0174,         0.4270,         0.4445,       140.1055,       455.7320,        93.4153,     82101.6016,       169.3534,       286.9578,    155037.5781,       136.0000,       263.0793,         0.0000,         0.4445,         0.0000
     42,         0.0428,         0.4039,         0.4468,       139.7369,       455.7420,        93.3564,     82101.4141,       169.1250,       287.2852,    155037.4062,       136.0000,       263.1078,         0.0000,         0.4468,         0.0000
     43,         0.1018,         0.3474,         0.4492,       139.3692,       455.7522,        93.2977,     82101.2266,       168.8970,       287.6087,    155037.2188,       136.0000,       263.1362,         0.0000,         0.4491,         0.0000
     44,         0.3953,         0.0645,         0.4598,       139.0026,       455.7630,        93.2385,     82101.0391,       168.6674,       287.9261,    155037.0469,       136.0000,       263.1645,         0.0000,         0.4568,         0.0030
